17 => 19 0.14285714285714285
17 => 16 0.8571428571428571
19 => 21 0.34782608695652173
19 => 18 0.043478260869565216
19 => 24 0.043478260869565216
19 => 16 0.043478260869565216
19 => 23 0.2608695652173913
19 => 17 0.2608695652173913
16 => 23 0.07692307692307693
16 => 19 0.9230769230769231
16 19 => 23 0.4166666666666667
16 19 => 21 0.5833333333333334
12 => 16 1.0
12 16 => 19 1.0
12 16 19 => 23 1.0
18 => 19 1.0
18 19 => 24 1.0
21 => 19 0.6
21 => 23 0.4
21 19 => 23 0.1111111111111111
21 19 => 17 0.6666666666666666
21 19 => 16 0.1111111111111111
21 19 => 18 0.1111111111111111
19 21 => 23 0.75
19 21 => 19 0.25
19 21 19 => 23 0.5
19 21 19 => 18 0.5
23 => 21 0.5384615384615384
23 => 24 0.46153846153846156
23 21 => 19 1.0
24 => 16 0.09090909090909091
24 => 4 0.45454545454545453
24 => 12 0.45454545454545453
4 => 5 0.35294117647058826
4 => 2 0.058823529411764705
4 => 0 0.4117647058823529
4 => -1 0.11764705882352941
4 => 24 0.058823529411764705
4 24 => 12 1.0
23 24 => 4 1.0
19 24 => 16 1.0
24 16 => 23 1.0
21 23 => 24 1.0
19 23 => 21 1.0
-1 => 2 0.25
-1 => 5 0.75
-1 5 => -1 0.3333333333333333
-1 5 => 4 0.3333333333333333
-1 5 => 0 0.3333333333333333
-1 5 4 => 24 1.0
5 => 4 0.6
5 => 6 0.1
5 => -1 0.1
5 => 0 0.2
5 4 => 5 0.5
5 4 => 24 0.16666666666666666
5 4 => 0 0.16666666666666666
5 4 => 2 0.16666666666666666
5 4 5 => 4 0.6666666666666666
5 4 5 => 6 0.3333333333333333
5 4 5 4 => 2 0.5
5 4 5 4 => 0 0.5
24 4 => 5 1.0
5 0 => 4 1.0
5 0 4 => 0 0.5
5 0 4 => -1 0.5
2 => 0 1.0
2 0 => -1 0.5
2 0 => 4 0.5
2 0 4 => 5 1.0
5 -1 => 5 1.0
5 -1 5 => 0 1.0
0 => -1 0.09090909090909091
0 => 4 0.9090909090909091
0 4 => 0 0.6
0 4 => 5 0.2
0 4 => -1 0.2
0 4 5 => 0 0.5
0 4 5 => 4 0.5
0 4 5 4 => 5 1.0
0 4 5 4 5 => 6 1.0
4 0 => 4 1.0
4 0 4 => 0 0.7142857142857143
4 0 4 => -1 0.14285714285714285
4 0 4 => 5 0.14285714285714285
4 0 4 5 => 0 1.0
0 -1 => 2 1.0
6 => 7 1.0
7 => 5 1.0
