0 => 2 0.22535211267605634
0 => -3 0.056338028169014086
0 => -8 0.056338028169014086
0 => -5 0.323943661971831
0 => -10 0.11267605633802817
0 => -6 0.11267605633802817
0 => -7 0.11267605633802817
-1 => -7 0.08333333333333333
-1 => -5 0.5
-1 => 0 0.4166666666666667
-1 0 => -10 0.42105263157894735
-1 0 => 2 0.42105263157894735
-1 0 => -5 0.15789473684210525
-6 => 0 0.16666666666666666
-6 => -10 0.3333333333333333
-6 => -3 0.3333333333333333
-6 => -1 0.16666666666666666
-6 -1 => 0 1.0
-6 -1 0 => 2 1.0
2 => 4 0.14285714285714285
2 => 0 0.2857142857142857
2 => 7 0.14285714285714285
2 => -1 0.42857142857142855
2 0 => -8 0.5
2 0 => -3 0.5
-7 => 2 0.14285714285714285
-7 => -3 0.14285714285714285
-7 => -5 0.14285714285714285
-7 => 0 0.2857142857142857
-7 => -10 0.2857142857142857
-7 0 => -7 1.0
0 -5 => 0 0.30434782608695654
0 -5 => -8 0.5217391304347826
0 -5 => -10 0.17391304347826086
0 -5 0 => 2 1.0
-5 => 2 0.04040404040404041
-5 => 0 0.2727272727272727
-5 => -8 0.16161616161616163
-5 => -7 0.08080808080808081
-5 => -10 0.20202020202020202
-5 => -1 0.24242424242424243
-5 0 => -5 0.7407407407407407
-5 0 => 2 0.25925925925925924
-6 0 => -6 1.0
-5 2 => 7 1.0
4 => 2 1.0
4 2 => 0 1.0
0 2 => -1 0.75
0 2 => 4 0.25
-7 2 => 0 1.0
-3 => -5 0.16666666666666666
-3 => -8 0.16666666666666666
-3 => -6 0.6666666666666666
0 -3 => -5 1.0
-6 -3 => -6 1.0
-7 -3 => -8 1.0
-8 => -5 1.0
-8 -5 => 0 0.8333333333333334
-8 -5 => -7 0.16666666666666666
-7 -5 => -1 1.0
-3 -5 => 2 1.0
-1 0 -5 => 0 1.0
-7 -5 -1 => -5 1.0
-7 -5 -1 -5 => -8 1.0
-1 -5 => -10 0.6666666666666666
-1 -5 => -8 0.16666666666666666
-1 -5 => -7 0.16666666666666666
0 -5 -10 => -5 1.0
0 -5 -10 -5 => -1 1.0
0 -5 -10 -5 -1 => -5 1.0
0 -5 -10 -5 -1 -5 => -7 1.0
-10 => -5 0.38461538461538464
-10 => -6 0.46153846153846156
-10 => -7 0.15384615384615385
-10 -5 => -1 1.0
7 => 6 0.3333333333333333
7 => 11 0.3333333333333333
7 => -1 0.3333333333333333
2 7 => 6 1.0
9 => 7 1.0
9 7 => -1 1.0
6 => 7 1.0
6 7 => 11 1.0
11 => 9 1.0
2 -1 => 0 1.0
7 -1 => -7 1.0
-5 -1 => -5 1.0
-10 -7 => 0 1.0
-5 -7 => -3 0.5
-5 -7 => -5 0.5
-1 -7 => 2 1.0
0 -7 => -10 1.0
-6 -10 => -6 1.0
-7 -10 => -6 0.5
-7 -10 => -7 0.5
0 -10 => -5 1.0
-5 -10 => -6 0.2
-5 -10 => -7 0.2
-5 -10 => -5 0.6
-5 -10 -6 => 0 1.0
-10 -6 => -3 0.6666666666666666
-10 -6 => 0 0.3333333333333333
-3 -6 => -1 0.5
-3 -6 => -10 0.5
0 -6 => -10 1.0
