11|	9|11	0.3333333333333333
9|	12|	0.2222222222222222
9|	2|	0.16666666666666666
9|	7|9	0.45454545454545453
5|	7|5	0.5714285714285714
5|	4|5	0.12903225806451613
7|	11|	0.04
7|	9|	0.32
7|	5|7	1.0
7|	4|7	0.75
7|	2|7	0.8
7|	6|7	1.0
4|	6|	0.07017543859649122
4|	0|	0.07017543859649122
4|	2|	0.15789473684210525
4|	3|	0.21052631578947367
4|	-5|	0.05263157894736842
4|	7|4	1.0
4|	5|4	0.3181818181818182
12|	0|	0.3333333333333333
12|	9|12	1.0
-5|	7|-5	1.0
2|	1|	0.15
2|	7|2	1.0
2|	5|2	1.0
2|	4|2	0.6
0|	5|0	1.0
0|	12|0	1.0
3|	4|3	0.5
1|	2|1	1.0
6|	8|	0.5714285714285714
6|	5|	0.42857142857142855
8|	11|	1.0
9|11	12|	0.6666666666666666
9|11	7|9.11	0.5
7|5	9|7.5	0.75
7|5	4|7	0.42857142857142855
7|4	5|7	1.0
7|9	9|	0.36363636363636365
7|9	11|	0.09090909090909091
7|9	2|7	0.45454545454545453
7|9	4|7	0.09090909090909091
9|12	7|9.12	1.0
7|-5	6|7	1.0
7|2	5|7	1.0
5|2	4|5.2	0.5
5|4	4|5.4	0.2
5|4	7|5	0.3181818181818182
5|0	4|5.0	1.0
5|7	4|5.7	0.75
4|7	2|	0.75
4|7	5|4	0.25
4|2	0|	0.4
4|2	5|4	0.6
2|7	4|2.7	1.0
2|7	7|2	0.2
4|5	6|	0.12903225806451613
4|5	-5|	0.0967741935483871
4|5	3|	0.2903225806451613
4|5	2|4.5	1.0
4|5	5|4	0.2903225806451613
4|5	7|4	0.0967741935483871
4|3	3|	0.25
4|3	2|4.3	1.0
4|3	5|4	0.5
2|1	5|2	1.0
6|7	5|	1.0
12|0	0|	1.0
9|7.5	2|	0.75
9|7.5	7|9	0.25
7|9.11	11|	0.5
7|9.11	4|7	0.5
7|9.12	9|	1.0
4|5.2	6|	0.5
4|5.2	3|	0.5
4|5.4	3|	0.4
4|5.4	7|4	0.2
4|5.4	5|4	0.4
4|5.0	2|4.5	1.0
4|5.7	-5|	0.75
4|5.7	6|	0.25
4|2.7	0|	1.0
2|4.5	1|	1.0
2|4.3	5|2	1.0
