17|	21|	0.18518518518518517
17|	13|	0.07407407407407407
17|	20|	0.07407407407407407
17|	19|17	0.5
17|	12|17	1.0
17|	9|17	1.0
17|	11|17	1.0
17|	0|17	1.0
17|	16|17	0.3333333333333333
17|	14|17	1.0
14|	15|	0.01639344262295082
14|	18|	0.04918032786885246
14|	17|14	1.0
14|	12|14	0.18518518518518517
14|	9|14	1.0
14|	5|14	1.0
14|	7|14	0.3333333333333333
14|	11|14	1.0
14|	16|14	0.75
14|	2|14	1.0
14|	10|14	1.0
14|	13|14	0.6666666666666666
0|	-1|	0.23529411764705882
0|	2|	0.29411764705882354
0|	17|0	1.0
0|	9|0	1.0
0|	4|0	0.6666666666666666
0|	16|0	1.0
12|	13|	0.015151515151515152
12|	18|	0.015151515151515152
12|	19|12	1.0
12|	17|12	1.0
12|	14|12	0.25
12|	9|12	0.7
12|	4|12	0.1
12|	11|12	0.125
12|	7|12	0.5
12|	0|12	0.6666666666666666
12|	16|12	0.45454545454545453
12|	2|12	1.0
12|	10|12	0.3333333333333333
19|	18|	0.07142857142857142
19|	17|19	0.38461538461538464
19|	14|19	0.125
19|	16|19	0.5
19|	21|19	1.0
16|	18|	0.022727272727272728
16|	15|	0.022727272727272728
16|	17|16	0.5
16|	14|16	0.17647058823529413
16|	12|16	0.5
16|	11|16	0.3333333333333333
16|	19|16	0.25
4|	5|	0.28846153846153844
4|	3|	0.17307692307692307
4|	1|	0.038461538461538464
4|	10|	0.019230769230769232
4|	12|4	1.0
4|	14|4	1.0
4|	9|4	1.0
4|	7|4	0.625
4|	6|4	1.0
4|	0|4	1.0
4|	2|4	0.8
7|	-1|	0.04
7|	8|	0.013333333333333334
7|	14|7	0.38461538461538464
7|	12|7	0.3333333333333333
7|	9|7	0.09090909090909091
7|	5|7	0.75
7|	4|7	0.5
7|	11|7	0.4
7|	16|7	0.5
7|	6|7	0.8888888888888888
7|	2|7	0.5
7|	0|7	0.6
7|	-5|7	1.0
9|	8|	0.028169014084507043
9|	21|	0.014084507042253521
9|	14|9	0.2857142857142857
9|	12|9	0.5
9|	11|9	0.75
9|	4|9	1.0
9|	5|9	0.3333333333333333
9|	7|9	0.2857142857142857
9|	0|9	1.0
9|	2|9	0.6666666666666666
9|	1|9	1.0
9|	6|9	0.8571428571428571
9|	10|9	0.2
5|	3|	0.06451612903225806
5|	8|	0.06451612903225806
5|	14|5	1.0
5|	9|5	0.3333333333333333
5|	4|5	0.23076923076923078
5|	7|5	0.4444444444444444
5|	2|5	1.0
10|	13|	0.03571428571428571
10|	12|10	1.0
10|	9|10	0.7142857142857143
10|	11|10	0.6666666666666666
10|	7|10	1.0
10|	6|10	1.0
13|	12|13	0.6666666666666666
13|	11|13	1.0
13|	14|13	0.4
11|	13|	0.0196078431372549
11|	14|	0.0196078431372549
11|	12|11	0.2857142857142857
11|	9|11	0.375
11|	7|11	0.2222222222222222
11|	6|11	1.0
11|	16|11	1.0
11|	19|11	1.0
11|	2|11	1.0
11|	10|11	1.0
2|	1|	0.21052631578947367
2|	8|	0.02631578947368421
2|	9|2	1.0
2|	4|2	0.375
2|	7|2	1.0
2|	6|2	1.0
2|	11|2	0.125
2|	0|2	0.3333333333333333
2|	-1|2	0.5
2|	-5|2	1.0
-5|	-7|	0.4
-5|	9|-5	1.0
-5|	4|-5	1.0
8|	9|8	0.5
-1|	9|-1	1.0
-1|	7|-1	1.0
-1|	0|-1	1.0
-1|	2|-1	0.3333333333333333
-1|	-5|-1	1.0
6|	7|6	0.047619047619047616
6|	4|6	1.0
6|	16|6	1.0
6|	2|6	0.5
3|	4|3	0.18181818181818182
18|	16|18	0.3333333333333333
18|	19|18	0.25
21|	19|	0.1111111111111111
21|	13|	0.1111111111111111
21|	16|21	1.0
21|	14|21	1.0
15|	16|15	0.5
1|	4|	0.09090909090909091
1|	2|1	0.1
-3|	-1|-3	1.0
-7|	-3|	1.0
20|	21|20	0.5
17|14	20|	1.0
17|0	12|17	1.0
19|12	17|19.12	0.4
19|17	17|19.17	0.5
19|17	16|19	0.5
17|19	13|	0.15384615384615385
17|19	9|17	0.38461538461538464
17|19	14|17	0.15384615384615385
17|19	0|17	0.07692307692307693
17|19	16|17	0.15384615384615385
17|19	11|17	0.07692307692307693
17|16	21|	0.5
17|16	20|	0.1
17|16	19|17	0.4
17|12	16|17	1.0
12|4	4|12.4	1.0
14|16	12|14.16	0.45454545454545453
14|16	11|14	0.17647058823529413
14|16	13|14	0.058823529411764705
14|16	7|14	0.11764705882352941
14|19	12|14.19	1.0
14|19	9|14	0.125
14|19	16|14	0.75
14|7	12|14.7	1.0
14|7	10|14	0.46153846153846156
14|7	5|14	0.15384615384615385
12|14	11|12	0.18518518518518517
12|14	4|12	0.2222222222222222
12|14	9|12	0.25925925925925924
12|14	10|12	0.07407407407407407
12|14	16|12	0.18518518518518517
12|14	14|12	0.037037037037037035
12|14	17|12	0.037037037037037035
14|12	15|	0.25
14|12	12|14.12	1.0
14|12	16|14.12	1.0
14|9	18|	0.2857142857142857
14|9	12|14.9	1.0
14|5	12|14.5	1.0
14|4	12|14.4	1.0
12|10	16|12	1.0
12|7	4|12.7	0.5
12|7	7|12	0.3333333333333333
12|7	14|12	0.16666666666666666
12|7	11|12	0.16666666666666666
12|16	18|	0.25
12|16	14|12	0.5
12|16	2|12	0.25
12|9	19|12	0.5
12|9	10|12	0.5
12|13	10|12	0.6666666666666666
12|13	16|12	0.3333333333333333
12|17	9|12.17	1.0
12|11	13|	0.14285714285714285
12|11	9|12.11	1.0
12|11	11|12.11	1.0
12|11	0|12	0.42857142857142855
9|10	10|9	0.7142857142857143
9|10	7|9	0.14285714285714285
9|10	12|9	0.14285714285714285
9|5	5|9.5	1.0
9|5	7|9	0.6666666666666666
9|2	0|9	1.0
9|-5	7|9	1.0
9|8	10|9.8	1.0
9|8	2|9	0.5
9|8	1|9	0.16666666666666666
9|8	4|9	0.16666666666666666
9|-1	7|9.-1	0.5
9|7	11|9.7	0.5
9|7	10|9.7	1.0
9|7	14|9	0.09090909090909091
9|7	7|9	0.18181818181818182
9|7	12|9	0.18181818181818182
9|7	5|9	0.2727272727272727
7|6	8|	0.047619047619047616
7|6	9|7.6	0.25
7|6	0|7	0.047619047619047616
7|6	14|7	0.38095238095238093
7|6	4|7	0.047619047619047616
7|6	2|7	0.047619047619047616
7|6	6|7	0.14285714285714285
7|6	11|7	0.047619047619047616
7|6	12|7	0.047619047619047616
9|14	10|9.14	0.6666666666666666
9|4	7|9.4	0.5
9|12	21|	0.1
9|12	12|9	0.7
9|12	5|9	0.2
9|11	8|	0.125
9|11	11|9	0.375
9|11	14|9	0.0625
9|11	6|9	0.4375
11|13	9|11.13	1.0
11|9	9|11.9	1.0
11|9	2|11	0.125
11|9	12|11	0.125
9|17	14|9	1.0
9|0	7|9	1.0
5|14	3|	1.0
5|7	4|5	0.75
5|7	7|5	0.125
5|7	2|5	0.125
4|9	5|4.9	1.0
4|12	3|	0.1
4|12	5|	0.1
4|12	1|	0.2
