-31 => -36 0.75
-31 => -29 0.25
-24 => -36 0.4
-24 => -31 0.6
-24 -31 => -36 0.3333333333333333
-24 -31 => -29 0.6666666666666666
-36 => -29 0.36363636363636365
-36 => -31 0.2727272727272727
-36 => -39 0.14545454545454545
-36 => -37 0.07272727272727272
-36 => -24 0.14545454545454545
-31 -29 => -24 0.5
-31 -29 => -36 0.5
-31 -29 -36 => -24 1.0
-29 => -24 0.375
-29 => -36 0.625
-29 -36 => -29 0.2
-29 -36 => -39 0.2
-29 -36 => -31 0.2
-29 -36 => -24 0.4
-29 -36 -29 => -36 1.0
-29 -36 -29 -36 => -24 1.0
-39 => -29 0.3333333333333333
-39 => -32 0.3333333333333333
-39 => -31 0.3333333333333333
-39 -29 => -36 1.0
-39 -29 -36 => -31 1.0
-31 -36 => -39 0.16666666666666666
-31 -36 => -29 0.6666666666666666
-31 -36 => -37 0.16666666666666666
-39 -31 => -36 1.0
-39 -31 -36 => -37 1.0
-37 => -36 1.0
-37 -36 => -31 1.0
-24 -36 => -31 1.0
-36 -24 => -31 1.0
-29 -36 -39 => -32 1.0
-31 -36 -39 => -29 1.0
-32 => -39 1.0
-32 -39 => -31 1.0
