-8|	-5|-8	1.0
-5|	0|	0.05555555555555555
-5|	-13|	0.037037037037037035
-5|	-6|	0.14814814814814814
-5|	4|	0.4444444444444444
-5|	5|	0.1111111111111111
-5|	-22|	0.037037037037037035
-5|	-24|	0.037037037037037035
-5|	-17|-5	1.0
-5|	-12|-5	0.3333333333333333
5|	-5|5	0.5
-17|	-5|-17	0.36363636363636365
-17|	-12|-17	0.4
-15|	-17|-15	1.0
-13|	-15|	0.16666666666666666
-13|	-5|-13	1.0
-13|	-12|-13	0.6666666666666666
-12|	-8|	0.06666666666666667
-12|	-13|	0.1
-12|	-19|	0.2
-12|	-22|	0.06666666666666667
-12|	4|	0.06666666666666667
-12|	-5|-12	1.0
-12|	-17|-12	0.5
-12|	-7|-12	0.4
-12|	-10|-12	0.8
4|	2|	0.1
4|	-5|4	0.7777777777777778
-10|	-5|-10	1.0
-10|	-12|-10	0.6666666666666666
-10|	-17|-10	1.0
0|	-12|0	0.4
-7|	-13|	0.07692307692307693
-7|	-17|	0.15384615384615385
-7|	-12|-7	0.5
-7|	-10|-7	1.0
-7|	4|-7	0.75
-24|	-12|-24	1.0
-6|	-7|-6	0.5
-22|	-10|-22	1.0
-19|	-17|-19	1.0
2|	0|	1.0
-5|5	4|	0.5
-5|5	5|	0.5
-5|-17	-22|	0.18181818181818182
-5|-17	-24|	0.18181818181818182
-5|-17	-6|	0.09090909090909091
-5|-17	-17|-5	0.36363636363636365
-5|-17	-12|-5	0.18181818181818182
-17|-5	-5|-17.-5	0.5
-17|-15	-5|-17.-15	1.0
-5|-13	-13|	1.0
-5|-8	0|	1.0
-5|-12	-12|-5	1.0
-5|4	4|	0.7777777777777778
-5|4	-6|	0.1111111111111111
-5|4	5|	0.1111111111111111
-5|-10	-6|	1.0
-12|-10	-13|	0.3333333333333333
-12|-10	-17|-12	0.6666666666666666
-12|-13	-10|-12	0.6666666666666666
-12|-13	-5|-12	0.3333333333333333
-12|-7	-19|	0.5
-12|-7	-17|-12	0.5
-12|0	-13|	0.4
-12|0	-8|	0.4
-12|0	-7|-12	0.2
-12|-24	-22|	1.0
-12|-17	4|	0.2
-12|-17	-19|	0.2
-12|-17	-7|-12	0.4
-12|-17	-10|-12	0.2
-17|-12	-12|-17.-12	1.0
-17|-12	-5|-17	0.5
-12|-5	-19|	0.6666666666666666
-12|-5	-10|-12	0.3333333333333333
-7|-12	-17|	0.4
-7|-12	-13|	0.2
-7|-12	-10|-7	0.4
-7|-6	-12|-7	0.5
-7|-6	4|-7	0.5
-10|-12	-5|-10	0.8
-10|-12	-12|-10	0.2
-10|-22	-17|-10	1.0
-10|-7	-12|-10	1.0
-17|-19	-12|-17	1.0
-17|-10	-5|-17	1.0
4|-7	2|	0.75
4|-7	-5|4	0.25
-5|-17.-5	-24|	0.5
-5|-17.-5	-22|	0.5
-5|-17.-15	-6|	1.0
-12|-17.-12	-19|	1.0
