unweighted_abruptness	weighted_abruptness	branchiness_mean	branchiness_variance	repeteadness_mean	repeteadness_variance	melodic_mean	melodic_variance	pitch_in_piece	pitch_in_rules	pitch_between_rules
2	2	1.3333333333333333	0.2222222222222223	2.5	0.4421843458059408	1.1666666666666667	0.13888888888888887	13	0.6666666666666666	4.142857142857143
2	24	3.038961038961039	2.4530274919885304	8.9	6.123686451433702	2.220779220779221	0.8473604317760162	165	18.467532467532468	26.457831325301203
4	4	2.96	1.4383999999999997	11.319999999999983	10.845294436689358	2.32	1.7776000000000003	24	3.28	6.086956521739131
12	22	3.6196319018404908	4.4688170424178555	13.0	13.897961463150516	2.736196319018405	1.3475855320109904	156	18.76073619631902	26.945205479452056
3	2	2.1538461538461537	0.8994082840236686	4.90909090909	1.7674616582273321	2.4615384615384617	1.633136094674556	136	1.8461538461538463	13.5
2	2	2.0	0.5	1.8499999999999996	0.1875	1.0	0.0	11	0.0	4.333333333333333
13	13	2.0	0.75	4.762820512820598	1.6132843889254656	1.375	0.234375	16	4.25	12.0
4	4	3.3333333333333335	2.111111111111111	3.0	0.7209010325893702	1.8888888888888888	0.7654320987654321	22	6.833333333333333	11.333333333333334
6	3	3.1139240506329116	1.8730972600544786	13.875	16.33355804281808	1.9493670886075949	0.6809806120813972	29	8.544303797468354	14.505882352941176
6	1	2.972972972972973	2.0262965668371073	5.0	2.1226779687893838	2.027027027027027	1.0533235938641345	22	7.972972972972973	11.178571428571429
4	9	3.4328358208955225	2.8723546446870123	9.0	7.315307666514173	2.1492537313432836	1.0224994430830923	156	6.313432835820896	10.471698113207546
16	24	3.5555555555555554	2.893378226711561	7.524425287356095	4.374855082065735	2.1818181818181817	0.9164370982552802	160	19.838383838383837	28.037974683544302
12	12	1.0	0.0	1.0	0.0	1.0	0.0	12	0.0	12.0
7	2	3.176470588235294	2.439446366782007	4.0	1.319525453412235	1.588235294117647	0.3598615916955017	132	2.5	10.23076923076923
28	23	3.5757575757575757	2.6685032139577594	11.954545454545	11.92013405253133	2.111111111111111	0.5836139169472502	160	19.707070707070706	29.96875
3	45	3.227272727272727	3.766528925619836	5.705914059315	2.7548615681616515	3.0	2.1363636363636362	155	43.13636363636363	49.3421052631579
21	33	3.230769230769231	2.946745562130178	4.0	1.1389323760778682	2.0	1.5384615384615385	37	12.384615384615385	24.727272727272727
12	22	3.525	3.299375	10.769230769231	9.227673183760963	2.25	0.7125	151	10.275	15.16
3	1	2.903225806451613	1.0551508844953172	11.964285714286	11.892520375945987	2.693548387096774	1.4706035379812699	134	10.870967741935484	16.033333333333335
3	3	2.4	0.24	2.6499999999999995	0.484375	1.0	0.0	5	0.0	2.5
1	158	2.5714285714285716	0.5306122448979593	4.271428571428599	1.5152431342907915	1.0	0.0	165	0.0	2.8
6	5	2.8	1.5599999999999998	3.959590878605	1.211752030074661	1.4	0.24000000000000005	15	2.4	7.2
5	7	3.0	1.8125	14.804444444444446	14.853930006504465	1.5625	0.30859375	19	2.34375	4.885714285714286
2	2	2.6	1.44	2.3999999999999986	0.39491848810532687	1.5	0.45	44	8.4	17.88888888888889
9	9	3.6842105263157894	3.058171745152355	4.5	1.590077506195818	2.5789473684210527	2.0858725761772856	162	5.552631578947368	14.958333333333334
7	7	2.2222222222222223	0.3950617283950617	5.0	2.2615805769238317	2.111111111111111	2.098765432098765	14	1.7777777777777777	4.875
6	4	2.4	0.24	1.9818362010797501	0.24402002948551824	1.2	0.16000000000000006	13	0.6	6.666666666666667
21	12	3.128205128205128	1.3681788297172914	18.657142857143	31.205569928668538	2.1538461538461537	1.309664694280079	155	7.256410256410256	12.820512820512821
14	2	3.375	1.4427083333333333	11.0	10.459359219934722	1.7083333333333333	0.373263888888889	35	4.145833333333333	6.846153846153846
31	14	3.0	1.4285714285714286	11.0	11.040619036176	1.9523809523809523	1.235827664399093	31	6.690476190476191	12.378378378378379
7	7	2.857142857142857	0.979591836734694	4.82163536776175	1.719264703009854	2.4285714285714284	1.530612244897959	14	4.071428571428571	6.25
6	6	1.7142857142857142	3.061224489795919	1.8139534883719999	0.1741895018327924	1.0	0.0	157	0.0	28.857142857142858
9	9	3.142857142857143	1.2653061224489797	1.0	0.005208333333354169	1.1428571428571428	0.12244897959183677	13	0.5714285714285714	6.0
15	2	3.2615384615384615	1.7008284023668638	19.943749999999966	27.8369384762948	1.8	0.4061538461538462	26	4.046153846153846	7.291139240506329
23	23	2.909090909090909	1.9008264462809918	3.8668067226894	1.0592969344603889	1.8181818181818181	1.0578512396694213	163	5.2727272727272725	14.666666666666666
4	4	1.0	0.0	1.0	0.0	1.0	0.0	4	0.0	4.0
2	2	1.3333333333333333	0.2222222222222222	1.7883587786263497	0.17068498339267568	1.0	0.0	7	0.0	3.6666666666666665
4	2	2.9166666666666665	1.326388888888889	10.033333333332989	9.027410491797388	1.5	0.5833333333333334	36	1.5416666666666667	4.476190476190476
2	2	3.142857142857143	1.1700680272108843	7.982352941176498	4.969639605466767	1.380952380952381	0.23582766439909295	22	2.1904761904761907	3.375
26	6	3.9727891156462585	4.822388819473368	13.0	14.55292999805574	2.391156462585034	0.585091859873201	165	23.31972789115646	31.354515050167223
13	5	3.25	1.4375	2.549999999999999	0.45	1.375	0.234375	15	2.25	6.5
