precision_mean	precision_std	recall_mean	recall_std	f1_mean	f1_std	accuracy_mean	accuracy_std	classifier	classes	method
0.6756123903059288	0.006824653435036482	0.6754643206256109	0.006639061303092918	0.674882260996986	0.674882260996986	0.6754643206256109	0.006639061303092899	SVM	All	MusicHON
0.9064843076874156	0.012120032763389903	0.9065102639296188	0.011584893367670752	0.90519082295958	0.90519082295958	0.9065102639296188	0.011584893367670688	RF	All	MusicHON
0.5598468469053479	0.009705235382587362	0.5626197458455524	0.00851856664157733	0.5587427192234109	0.5587427192234109	0.5626197458455524	0.008518566641577295	MLP	All	MusicHON
0.8296478346621827	0.009085366809106378	0.8295210166177908	0.009019681231219774	0.8295052587060312	0.8295052587060312	0.8295210166177908	0.009019681231219757	SVM	CF	MusicHON
0.8973476430383297	0.012701727440272526	0.8961876832844574	0.01225059444583359	0.8961158644600907	0.8961158644600907	0.8961876832844574	0.01225059444583357	RF	CF	MusicHON
0.8171500408051149	0.0042630721182354975	0.816617790811339	0.004011394824766994	0.8165420453815585	0.8165420453815585	0.8166177908113392	0.004011394824767029	MLP	CF	MusicHON
0.8771482587117898	0.016196837831241987	0.8768571428571429	0.016472611777599493	0.8768291708040511	0.8768291708040511	0.8768571428571429	0.016472611777599504	SVM	CJ	MusicHON
0.9542063695457308	0.005675973539882942	0.954	0.0055988336977900914	0.9539950271916539	0.9539950271916539	0.954	0.005598833697790126	RF	CJ	MusicHON
0.8311342580563373	0.02138798446476642	0.8291428571428572	0.022123955065835352	0.8288627789848577	0.8288627789848577	0.8291428571428572	0.02212395506583535	MLP	CJ	MusicHON
0.9268649651845987	0.004399143938211035	0.9265714285714285	0.004389226141639233	0.9265588135737793	0.9265588135737793	0.9265714285714285	0.004389226141639175	SVM	CP	MusicHON
0.969743397962888	0.00937853447424457	0.9694285714285714	0.009240549502169255	0.9694241465673243	0.9694241465673243	0.9694285714285714	0.009240549502169274	RF	CP	MusicHON
0.8811185627142649	0.010207292396151684	0.8805714285714286	0.010713333291001544	0.8805236132513137	0.8805236132513137	0.8805714285714286	0.010713333291001511	MLP	CP	MusicHON
0.8970180237452692	0.01145912123107997	0.8965714285714286	0.011661903789690587	0.8965403602648531	0.8965403602648531	0.8965714285714286	0.011661903789690587	SVM	CR	MusicHON
0.9283470325572012	0.012926010893015339	0.9277142857142857	0.01323569693931482	0.9276845022706481	0.9276845022706481	0.9277142857142857	0.013235696939314825	RF	CR	MusicHON
0.8762989358095028	0.012069262251438433	0.8751428571428572	0.012796683243747832	0.8750379010427582	0.8750379010427582	0.8751428571428571	0.012796683243747813	MLP	CR	MusicHON
0.8910586677115185	0.004435009147880466	0.890713587487781	0.0044431351622144675	0.8906894194995729	0.8906894194995729	0.890713587487781	0.0044431351622144675	SVM	FJ	MusicHON
0.9725160919581596	0.0034597125314791595	0.9724340175953079	0.003546110879221317	0.9724326461640868	0.9724326461640868	0.9724340175953079	0.003546110879221317	RF	FJ	MusicHON
0.8577798470826099	0.0035808973751579004	0.8574780058651026	0.0037171365282173074	0.8574474144204295	0.8574474144204295	0.8574780058651026	0.0037171365282173074	MLP	FJ	MusicHON
0.8708929468836185	0.009653737816729152	0.870772238514174	0.009787870538579836	0.8707604829254312	0.8707604829254312	0.870772238514174	0.009787870538579836	SVM	FP	MusicHON
0.9721355062215356	0.009631060611049473	0.9719452590420332	0.009570686236011185	0.9719427476388928	0.9719427476388928	0.9719452590420332	0.009570686236011185	RF	FP	MusicHON
0.8124610579963221	0.016273437619507638	0.8124144672531768	0.016232082895067387	0.8124082643868004	0.8124082643868004	0.8124144672531768	0.016232082895067387	MLP	FP	MusicHON
0.8051722563924933	0.004156685219333579	0.8050830889540566	0.0041518593512405244	0.8050688684172108	0.8050688684172108	0.8050830889540567	0.004151859351240566	SVM	FR	MusicHON
0.921407616694137	0.02912756923266944	0.9195503421309873	0.02954075457015393	0.9194490846554556	0.9194490846554556	0.9195503421309873	0.029540754570153913	RF	FR	MusicHON
0.7701688001138678	0.005661383976005081	0.7699902248289344	0.005829150152835019	0.7699504928973935	0.7699504928973935	0.7699902248289344	0.005829150152835019	MLP	FR	MusicHON
0.7136113053805547	0.05276029005737933	0.7122448979591837	0.052982673411212954	0.7117125665006719	0.7117125665006719	0.7122448979591837	0.052982673411212954	SVM	JP	MusicHON
0.7564305397964508	0.06635636545992074	0.7551020408163265	0.06613000712661081	0.7547841110400028	0.7547841110400028	0.7551020408163265	0.06613000712661081	RF	JP	MusicHON
0.5679683820872263	0.14282607527436103	0.5795918367346939	0.11351782845039493	0.5576415930630151	0.5576415930630151	0.5795918367346939	0.11351782845039493	MLP	JP	MusicHON
0.7895239258845195	0.019668482831558608	0.7878896103896104	0.020920287697397476	0.7875462498082595	0.7875462498082595	0.7878896103896104	0.020920287697397448	SVM	JR	MusicHON
0.88447477509379	0.011692697161652534	0.8837175324675325	0.01192692054267588	0.8836576974332904	0.8836576974332904	0.8837175324675325	0.01192692054267586	RF	JR	MusicHON
0.7342992859545735	0.02496439650879883	0.7286461038961038	0.029857209938746142	0.7265876105787966	0.7265876105787966	0.7286461038961038	0.02985720993874613	MLP	JR	MusicHON
0.6747235745931519	0.012744315088456084	0.6744415584415584	0.012571123346085424	0.6743182413966073	0.6743182413966073	0.6744415584415585	0.012571123346085374	SVM	PR	MusicHON
0.8537198271555047	0.03254401023206657	0.8518474025974025	0.032790305332495454	0.8516356403123295	0.8516356403123295	0.8518474025974025	0.03279030533249546	RF	PR	MusicHON
0.6277974719636751	0.015440505714170865	0.6271720779220779	0.014766826279674752	0.6267812975579686	0.6267812975579686	0.6271720779220779	0.014766826279674752	MLP	PR	MusicHON
0.5964173493706463	0.006373512068900239	0.5947450980392157	0.007091861681855595	0.5925023510791376	0.5925023510791376	0.5947450980392157	0.007091861681855572	SVM	All	SimpleNetwork+
0.8870749439970933	0.008422082703268517	0.8870196078431374	0.008587608536535497	0.8858004782558568	0.8858004782558568	0.8870196078431372	0.00858760853653552	RF	All	SimpleNetwork+
0.4753570194293828	0.018777992132121155	0.48639215686274506	0.015783814387425026	0.4724124765310226	0.4724124765310226	0.4863921568627451	0.015783814387425044	MLP	All	SimpleNetwork+
0.7749981898046732	0.004740889804990179	0.7739215686274509	0.005154289971801957	0.7736964159304233	0.7736964159304233	0.7739215686274509	0.0051542899718019465	SVM	CF	SimpleNetwork+
0.8756190450726604	0.0270811756795162	0.873627450980392	0.026396774353520277	0.8734731577030062	0.8734731577030062	0.8736274509803922	0.026396774353520266	RF	CF	SimpleNetwork+
0.7657734569113372	0.00552171128853655	0.7648039215686274	0.005828181940275235	0.7645857465231817	0.7645857465231817	0.7648039215686274	0.005828181940275256	MLP	CF	SimpleNetwork+
0.8170807263969578	0.013592033919077057	0.8158823529411766	0.013586834661707162	0.8157075646399298	0.8157075646399298	0.8158823529411766	0.013586834661707162	SVM	CJ	SimpleNetwork+
0.9437455358997834	0.005442499433264836	0.943529411764706	0.005470904481687708	0.9435224215498417	0.9435224215498417	0.943529411764706	0.005470904481687708	RF	CJ	SimpleNetwork+
0.7659663564265715	0.01926020629431821	0.7617647058823529	0.020377068324339696	0.760761739007869	0.760761739007869	0.7617647058823529	0.02037706832433971	MLP	CJ	SimpleNetwork+
0.8526060206792765	0.009473601646688335	0.851764705882353	0.009179109726074889	0.851678639329713	0.851678639329713	0.851764705882353	0.009179109726074844	SVM	CP	SimpleNetwork+
0.9461530007747283	0.011328673798188615	0.9455882352941177	0.011653889856564046	0.9455684670537527	0.9455684670537527	0.9455882352941177	0.011653889856564084	RF	CP	SimpleNetwork+
0.8003390927275614	0.011175763824564998	0.7958823529411764	0.01231787740668941	0.7950969018978724	0.7950969018978724	0.7958823529411764	0.012317877406689366	MLP	CP	SimpleNetwork+
