precision_mean	precision_std	recall_mean	recall_std	f1_mean	f1_std	accuracy_mean	accuracy_std	classifier	classes	method
0.8000211568942499	0.010642040414679234	0.7985294117647059	0.010398629135096293	0.798281089635151	0.798281089635151	0.7985294117647059	0.010398629135096293	SVM	CR	SimpleNetwork+
0.8747387760755772	0.025938886393804338	0.8726470588235294	0.025600064878810485	0.87247288134045	0.87247288134045	0.8726470588235294	0.025600064878810537	RF	CR	SimpleNetwork+
0.7705420242223345	0.015413252332939432	0.7685294117647058	0.014898735461075214	0.7681072082861679	0.7681072082861679	0.7685294117647058	0.014898735461075216	MLP	CR	SimpleNetwork+
0.8581582344860402	0.004845137130894823	0.8572549019607845	0.00556669394767778	0.8571608401205191	0.8571608401205191	0.8572549019607842	0.0055666939476778305	SVM	FJ	SimpleNetwork+
0.9758316155988787	0.0021859884692070823	0.9757843137254902	0.0021834370050314	0.9757837144593104	0.9757837144593104	0.9757843137254902	0.0021834370050313736	RF	FJ	SimpleNetwork+
0.8288247482525423	0.007242540811036614	0.8281372549019608	0.007572537849932367	0.8280444049943594	0.8280444049943594	0.8281372549019608	0.007572537849932382	MLP	FJ	SimpleNetwork+
0.8388640703507739	0.008817733968716851	0.8384313725490194	0.00887024669511181	0.8383791653318916	0.8383791653318916	0.8384313725490197	0.00887024669511175	SVM	FP	SimpleNetwork+
0.9751185024523317	0.003470557229387266	0.9747058823529413	0.0036234742377600796	0.9747000717142008	0.9747000717142008	0.9747058823529411	0.003623474237760052	RF	FP	SimpleNetwork+
0.8040932266797896	0.017631695716459814	0.8035294117647058	0.017293295076253844	0.8034451763321785	0.8034451763321785	0.8035294117647058	0.017293295076253868	MLP	FP	SimpleNetwork+
0.7640066124745495	0.0047467585961326626	0.7638235294117647	0.004856653363333679	0.7637816022665265	0.7637816022665265	0.7638235294117647	0.0048566533633336946	SVM	FR	SimpleNetwork+
0.9206903749636897	0.01755817583669698	0.9187254901960784	0.018509430039427694	0.9186160253854346	0.9186160253854346	0.9187254901960784	0.018509430039427694	RF	FR	SimpleNetwork+
0.726754149939589	0.010235547992507048	0.726078431372549	0.010538189644537526	0.7258659296507396	0.7258659296507396	0.726078431372549	0.01053818964453747	MLP	FR	SimpleNetwork+
0.699896500428155	0.02619703256128154	0.6975	0.024238399287081647	0.6967218219210476	0.6967218219210476	0.6975	0.024238399287081647	SVM	JP	SimpleNetwork+
0.7106612294469066	0.0428012673591504	0.7074999999999999	0.043011626335213146	0.7063136519232398	0.7063136519232398	0.7074999999999999	0.043011626335213146	RF	JP	SimpleNetwork+
0.5979435474975622	0.0602207541796325	0.585	0.048989794855663564	0.5711538126396063	0.5711538126396063	0.585	0.048989794855663564	MLP	JP	SimpleNetwork+
0.7831110980143363	0.01226169359160527	0.7825	0.011956954043568132	0.7823877451118497	0.7823877451118497	0.7825	0.011956954043568132	SVM	JR	SimpleNetwork+
0.8788390680013652	0.024054868349031977	0.8756250000000001	0.02159644067896375	0.8754019797372955	0.8754019797372955	0.875625	0.021596440678963765	RF	JR	SimpleNetwork+
0.6538684100185661	0.06152927458753185	0.6493749999999999	0.06012357066908122	0.6462280838824842	0.6462280838824842	0.6493749999999999	0.0601235706690812	MLP	JR	SimpleNetwork+
0.6484762013796409	0.018866096540605136	0.646875	0.017897276329095442	0.6459918044786673	0.6459918044786673	0.646875	0.017897276329095445	SVM	PR	SimpleNetwork+
0.8377175183172785	0.04682569779731239	0.828125	0.054306709990571175	0.8262597731047883	0.8262597731047883	0.828125	0.054306709990571134	RF	PR	SimpleNetwork+
0.5659550123564294	0.03494091357815839	0.5650000000000001	0.0344827855603343	0.563192382455464	0.563192382455464	0.5650000000000001	0.03448278556033428	MLP	PR	SimpleNetwork+
0.525355995545423	0.007369552585676023	0.5231372549019608	0.0059628479399994735	0.5172487853254827	0.5172487853254827	0.5231372549019607	0.005962847939999455	SVM	All	SimpleNetwork
0.8568428971825183	0.012423919303607178	0.8569019607843137	0.012905714931499062	0.8554288394201022	0.8554288394201022	0.8569019607843137	0.012905714931499068	RF	All	SimpleNetwork
0.46185016252604943	0.005875898181360338	0.47031372549019607	0.004329028115993883	0.4562617299611024	0.4562617299611024	0.47031372549019607	0.004329028115993907	MLP	All	SimpleNetwork
0.7494071233578602	0.009379587000105506	0.7478431372549019	0.00968853668908267	0.7474399648009771	0.7474399648009771	0.7478431372549019	0.009688536689082702	SVM	CF	SimpleNetwork
0.8648101948590267	0.024829835455724973	0.8630392156862744	0.02394165020166916	0.8628907300140067	0.8628907300140067	0.8630392156862745	0.02394165020166913	RF	CF	SimpleNetwork
0.7390981981766113	0.007455861591295914	0.737843137254902	0.008395958457257477	0.7374808608868351	0.7374808608868351	0.737843137254902	0.00839595845725753	MLP	CF	SimpleNetwork
0.8023065621493458	0.010598728506065545	0.7999999999999999	0.012233314319461999	0.7995900488563568	0.7995900488563568	0.7999999999999999	0.012233314319462011	SVM	CJ	SimpleNetwork
0.9351484099511864	0.00885437542012515	0.9347058823529413	0.008705087404087463	0.9346900698029141	0.9346900698029141	0.9347058823529413	0.008705087404087463	RF	CJ	SimpleNetwork
0.7666134201684203	0.016126452317899765	0.7644117647058823	0.018470962903655963	0.763841771526818	0.763841771526818	0.7644117647058823	0.018470962903655963	MLP	CJ	SimpleNetwork
0.815698745350287	0.011794888399508473	0.8144117647058824	0.011368322405933894	0.8142275328143478	0.8142275328143478	0.8144117647058824	0.011368322405933927	SVM	CP	SimpleNetwork
0.9371548933111222	0.011933652128852805	0.9367647058823529	0.012019303965707339	0.9367498391152758	0.9367498391152758	0.9367647058823529	0.012019303965707372	RF	CP	SimpleNetwork
0.7769344176195958	0.013558434843786774	0.773235294117647	0.014950900031928093	0.772437482109871	0.772437482109871	0.773235294117647	0.01495090003192804	MLP	CP	SimpleNetwork
0.7780831222027145	0.009624734247730674	0.7776470588235294	0.009593827311941295	0.7775601605813343	0.7775601605813343	0.7776470588235294	0.009593827311941196	SVM	CR	SimpleNetwork
0.850589918755434	0.01841224795185218	0.8479411764705883	0.019165099479582257	0.8476356836815313	0.8476356836815313	0.8479411764705882	0.019165099479582247	RF	CR	SimpleNetwork
0.7681159580691181	0.017668388848467345	0.7673529411764706	0.017285512064605997	0.7671976058069507	0.7671976058069507	0.7673529411764706	0.017285512064606007	MLP	CR	SimpleNetwork
0.8346163373699579	0.005011281396138933	0.8325490196078432	0.004594264515239217	0.8322919695001557	0.8322919695001557	0.8325490196078432	0.0045942645152392235	SVM	FJ	SimpleNetwork
0.9701023906912869	0.00303806731352372	0.97	0.0031372549019607968	0.9699981857024312	0.9699981857024312	0.97	0.003137254901960773	RF	FJ	SimpleNetwork
0.8108377028137908	0.009970947713168424	0.8096078431372551	0.009246922449060042	0.8094277710316267	0.8094277710316267	0.8096078431372551	0.009246922449060084	MLP	FJ	SimpleNetwork
0.7690820513271657	0.008463097016261575	0.766470588235294	0.007735784919442701	0.7659115182130722	0.7659115182130722	0.7664705882352941	0.007735784919442711	SVM	FP	SimpleNetwork
0.9637659106918626	0.004188291414573475	0.9634313725490197	0.00431372549019609	0.9634244401915657	0.9634244401915657	0.9634313725490197	0.004313725490196063	RF	FP	SimpleNetwork
0.7541454097422982	0.009075039142770526	0.7518627450980392	0.00852659408045444	0.7513120618486204	0.7513120618486204	0.7518627450980392	0.008526594080454477	MLP	FP	SimpleNetwork
0.7089385805670327	0.01316949395108031	0.7061764705882352	0.013027047248527905	0.7052003725576101	0.7052003725576101	0.7061764705882352	0.013027047248527905	SVM	FR	SimpleNetwork
0.8946128370845552	0.019343123482596453	0.892450980392157	0.021388732854426714	0.8922639052046542	0.8922639052046542	0.8924509803921568	0.0213887328544267	RF	FR	SimpleNetwork
0.6851436458591228	0.014269284058176195	0.6845098039215687	0.014045978215735189	0.6842497341383496	0.6842497341383496	0.6845098039215687	0.014045978215735217	MLP	FR	SimpleNetwork
0.7018551753982851	0.04974021261780062	0.6975	0.04834769901453428	0.6958675206975826	0.6958675206975826	0.6975	0.04834769901453428	SVM	JP	SimpleNetwork
0.706807204732578	0.03802256492719331	0.7025	0.03482097069296031	0.7012250388096672	0.7012250388096672	0.7025	0.03482097069296031	RF	JP	SimpleNetwork
0.6788931149985917	0.05486709139566868	0.6575000000000001	0.04301162633521312	0.6480883862877334	0.6480883862877334	0.6575000000000001	0.04301162633521312	MLP	JP	SimpleNetwork
0.7698259628644	0.015027036536254411	0.7681250000000001	0.014973935688388673	0.7677573385814667	0.7677573385814667	0.7681250000000001	0.014973935688388673	SVM	JR	SimpleNetwork
0.8588640805415318	0.02208830884940121	0.8556250000000001	0.020386883037875118	0.8553293686624837	0.8553293686624837	0.8556250000000001	0.020386883037875118	RF	JR	SimpleNetwork
0.6937911438047267	0.04181032370034643	0.679375	0.03737479096931514	0.6733054976703465	0.6733054976703465	0.679375	0.03737479096931515	MLP	JR	SimpleNetwork
0.6095186947517381	0.019350238424707067	0.60875	0.019100883487420183	0.6081084033376902	0.6081084033376902	0.60875	0.019100883487420183	SVM	PR	SimpleNetwork
0.8207153596787432	0.05336070125356949	0.809375	0.05516311040904056	0.8073152275042398	0.8073152275042398	0.809375	0.05516311040904056	RF	PR	SimpleNetwork
0.5703450465548432	0.02474518677507587	0.561875	0.02186606960566985	0.5464723576271519	0.5464723576271519	0.561875	0.02186606960566985	MLP	PR	SimpleNetwork
