52 => 59 8
69 57 => 60 3
65 => 57 4
65 => 70 1
65 => 50 1
65 => 53 9
65 => 64 3
65 => 67 24
65 => 69 4
70 58 => 62 2
64 69 => 64 1
64 69 => 50 3
64 69 => 53 2
64 69 => 67 1
65 57 60 => 69 3
67 => 59 3
67 => 58 7
67 => 48 4
67 => 55 4
67 => 52 8
67 => 74 2
67 => 65 3
67 => 70 7
67 => 69 16
58 62 => 69 1
58 62 => 65 3
62 65 67 => 69 1
62 65 67 => 58 4
62 65 67 => 70 1
50 60 => 69 1
50 60 => 62 3
58 => 60 8
58 => 62 4
58 => 65 3
58 => 67 3
64 65 67 => 74 1
64 65 67 => 58 1
64 65 67 => 48 1
46 58 => 62 2
46 58 => 65 3
61 69 => 65 2
61 69 => 50 1
48 58 => 60 1
48 58 => 67 3
58 62 65 => 53 3
65 67 69 => 60 1
65 67 69 => 50 3
65 67 69 => 67 2
69 67 => 55 3
69 67 => 69 3
69 67 => 52 3
69 67 => 65 1
69 67 => 70 2
62 67 => 55 1
62 67 => 59 1
62 67 => 70 1
64 70 => 67 2
65 69 => 64 2
65 69 => 53 1
65 69 => 67 1
69 60 => 64 1
64 65 => 69 1
64 65 => 64 1
64 65 => 53 2
64 65 => 67 3
58 65 67 => 48 1
55 => 59 4
69 60 64 => 67 1
70 67 => 69 1
70 67 => 58 2
70 67 => 48 1
64 69 67 => 65 1
57 => 60 13
57 => 69 5
57 => 62 4
57 => 65 3
67 65 => 57 1
67 65 => 53 1
67 65 => 70 1
60 64 65 => 69 1
60 64 65 => 53 2
58 65 => 69 1
58 65 => 53 1
58 65 => 67 1
64 65 53 => 69 2
70 69 => 53 1
60 69 => 57 2
60 69 => 50 1
60 69 => 53 2
60 69 => 67 4
62 => 46 1
62 => 69 8
62 => 70 6
62 => 65 10
62 => 67 3
58 60 69 => 53 2
74 => 46 2
74 => 62 1
53 => 69 4
53 => 57 11
53 => 65 4
64 => 67 1
64 => 62 1
64 => 74 1
64 => 65 7
64 => 70 2
64 => 69 7
64 69 53 => 69 2
62 70 => 46 3
62 70 => 69 1
62 70 => 58 2
45 => 61 7
67 58 => 60 7
69 64 => 62 1
69 64 => 65 2
69 64 => 70 1
58 60 => 69 2
58 60 => 64 5
58 60 => 65 1
62 69 65 => 69 1
70 => 46 7
70 => 69 1
70 => 67 4
70 => 58 2
70 => 65 2
60 => 69 9
60 => 62 4
60 => 64 6
60 => 65 5
60 => 67 2
53 69 => 65 1
53 69 => 53 1
53 69 => 67 2
65 67 => 59 1
65 67 => 58 5
65 67 => 48 3
65 67 => 52 4
65 67 => 74 2
65 67 => 70 3
65 67 => 69 6
58 67 69 => 57 1
65 64 => 69 1
65 64 => 74 1
65 64 => 70 1
60 67 => 59 1
60 67 => 52 1
59 => 62 10
59 => 67 5
65 57 => 60 3
65 57 => 62 1
57 69 => 64 1
57 69 => 65 3
57 69 => 53 1
53 65 => 67 4
64 62 => 46 1
69 57 60 => 65 3
69 65 => 69 1
69 65 => 57 1
69 65 => 50 1
69 65 => 53 1
69 65 => 67 5
62 65 => 64 1
62 65 => 53 3
62 65 => 67 6
50 57 => 69 2
50 57 => 62 3
50 57 => 65 1
69 => 57 3
69 => 45 7
69 => 50 9
69 => 53 9
69 => 60 1
69 => 61 2
69 => 64 4
69 => 65 9
69 => 67 12
59 67 69 => 45 3
59 67 69 => 65 1
74 46 => 62 2
46 53 => 65 1
46 62 => 65 4
62 69 => 61 2
62 69 => 45 3
62 69 => 65 1
62 69 => 67 1
58 60 65 => 57 1
59 62 => 69 6
59 62 => 70 4
46 => 62 4
46 => 58 5
46 => 53 1
59 67 => 69 4
59 67 => 70 1
61 69 65 => 57 1
61 69 65 => 50 1
60 62 => 70 1
60 62 => 67 3
69 65 67 => 69 2
69 65 67 => 74 1
69 65 67 => 70 2
57 65 => 69 1
57 65 => 64 1
57 65 => 67 1
70 65 => 57 1
70 65 => 53 1
61 => 69 3
61 => 64 6
60 64 => 69 2
60 64 => 65 3
60 64 => 67 1
62 46 => 53 1
50 => 60 4
50 => 57 6
58 67 => 69 1
58 67 => 65 2
53 69 67 => 52 2
48 => 58 4
