65 => 55 6
65 => 59 2
71 => 55 12
71 => 59 2
71 => 64 5
67 => 55 28
67 => 66 1
62 55 62 => 61 7
62 55 62 => 64 2
60 55 => 60 10
60 55 => 62 3
60 55 => 71 5
60 55 62 => 55 1
60 55 62 => 71 2
65 55 => 64 4
65 55 => 65 2
71 55 => 71 12
61 60 => 55 8
61 60 => 65 2
60 55 60 => 55 1
60 55 60 => 59 9
61 55 => 60 1
61 55 => 61 10
64 55 67 => 55 5
55 => 59 9
55 => 66 5
55 => 60 19
55 => 61 14
55 => 62 20
55 => 63 5
55 => 64 17
55 => 65 6
55 => 71 17
55 => 67 29
55 => 69 5
60 => 55 18
60 => 59 9
60 => 65 2
62 => 55 14
62 => 61 7
62 => 64 2
62 => 71 2
69 55 => 67 9
64 55 64 => 69 2
64 55 64 => 63 5
64 55 67 55 => 66 5
64 => 55 20
64 => 69 2
64 => 63 5
66 => 55 6
59 55 => 60 7
59 55 => 59 9
61 55 61 => 60 10
63 62 => 55 5
62 61 => 55 7
59 => 55 16
59 => 69 2
59 => 64 3
59 => 67 1
66 55 => 69 5
66 55 => 67 1
64 63 => 55 5
62 55 => 61 4
62 55 => 62 9
62 55 => 64 1
69 => 55 9
63 55 => 63 5
71 64 => 55 5
67 55 => 64 5
67 55 => 65 4
67 55 => 66 5
67 55 => 67 14
55 63 => 62 5
71 64 55 => 67 5
61 => 55 11
61 => 60 10
64 55 => 62 8
64 55 => 64 7
64 55 => 67 5
65 55 65 => 59 2
63 => 55 5
63 => 62 5
