
-12 -5 4 -5 4 -5 4 -5 -7 -7 2 -7 2 -7 2 -7 -5 -5 4 -5 4 -5 4 -5 -5 5 -8 0 0 0 -8 0 0 0 -7 0 0 0 -7 0 0 0 0 -1 -12 -12 -17 -20 -24 -12 -12 -19 -19 -17 -17 -5
-12 -12 -19 -18 -17 -10 -5 -5 -5 -5 -12 -12 -5 -12 -5 -5 -12 -14 -15 -19 -17 -17 -12 -24 -17 -13 -10 -5 -10 -13 -17 -24 -20 -17 -12 -24 -12 -10 -5 5 0 -2 -3 -3 -4 -4 -5 -5 -12 -5
-5 -12 4 -12 4 4 4 -7 2 2 2 -5 4 -5 -7 -12 -24 -24 -12 -12 -19 -19 -17 -17 -5
-12 -12 -19 -18 -17 -10 -5 -5 -5 -5 -12 -12 -5 -12 -5 -5 -12 -14 -15 -19 -17 -17 -12 -24 -17 -13 -10 -5 -10 -13 -17 -24 -20 -17 -12 -24 -12 -10 -5 5 0 -2 -3 -3 -4 -4 -5 -5 -12 -5
-5 -12 4 -12 4 4 4 -7 2 2 2 -5 4 -5 -7 -12 -24 -24
