-7 -13 -13 -13 -13 -13 -14 -14 -10 -12 -12 -13 -13 -12 -12 -12 -7 -7 -7 -9 -9 -9 -9 -10 -10 -5 -5 -7 -7 -9 -18 -17 -12
-5 -5 -7 -7 -9 -18 -17 -12
