-24 -24 -24 -24
-24 -24 -24 -24 -24 -19
-19 -19 -19 -19 -19 -26
-26 -26 -26 -26 -26 -21 -22 -22 -24 -24 -26 -26 -24 -24 -22 -22 -22 -22 -17
-24 -24 -24 -24 -24 -24 -30 -29
