
-24
-28 -28 -28 -28
-10 -17 -24 -21 -16 -19 -14 -21 -16 -23 -19 -21 -16 -23 -22 -21 -21 -16
-13 -13 -13 -13
-16 -15 -17 -24 -19 -20 -22 -19 -17 -17 -17 -19 -22 -17 -24
