-20 -20 -20 -20 -20 -20 -20 -20
-26 -26 -26 -26
-26 -26 -26 -26
-17 -17 -17 -17
-26 -26 -26 -26
-26 -26 -26 -26
-22 -22 -22 -22 -22 -24 -22 -24 -15 -15 -15 -15 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17
-17 -17 -17 -17
-22 -22 -22 -22 -22 -24 -22 -24 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -17 -24 -24 -24 -24
-26 -26 -26 -26
-26 -26 -26 -26
