
-22 -17 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -29 -22 -29 -29 -29 -22 -29 -29 -29 -22 -29 -31 -31 -24 -31 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -29 -22 -29 -29 -29 -22 -29 -29 -29 -22 -29 -31 -31 -24 -31 -24 -24 -29 -29 -24 -24 -29 -24 -24 -29 -32 -32 -37 -31 -31 -36 -31 -29 -29 -34 -24 -24 -29 -32 -32 -37 -34 -31 -27 -31 -29 -29 -34 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -29 -34 -34 -29 -29 -24 -22 -19 -17 -29 -29 -22 -22 -31 -31 -24 -24 -24 -24 -29 -29 -36 -36 -31 -29 -26 -24 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -22 -29 -22 -29
-24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -29 -22 -29 -29 -29 -22 -29 -29 -29 -22 -29 -31 -31 -24 -31 -24 -24 -29 -29 -24 -24 -29 -24 -24 -29 -32 -32 -37 -31 -31 -36 -31 -29 -29 -34 -24 -24 -29 -32 -32 -37 -34 -31 -27 -31 -29 -29 -34 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -24 -24 -29 -29 -29 -29 -34 -34 -29 -29 -24 -22 -19 -17 -29 -29 -22 -22 -31 -31 -24 -24 -24 -24 -29 -29 -24 -24 -29 -24 -29 -29 -22 -22 -31 -31 -24 -24 -24
