
-12 -17 -12 -17 -10 -17 -10 -17 -12 -8 -12 -10 -8 -5 -12 -10 -8 -5 -12 -10 -8 -5 -12 -13 -12 -17 -8 -10 -12 -8 -10 -13 -12 -17 -12 -17 -10 -17 -10 -17 -12 -8 -12 -10 -8 -5 -12 -10 -8 -5 -12 -10 -8 -5 -12 -13 -12 -8 -10 -13 -12 -5 -8 -12
0 0 0 -12 0 0 0 0 0 0 0 -12 0 0 0 0 0 0 0 2 2 2 2 2 0 -13 -12 -8 -5 -5 -7 -7 -8 -11 -10 -7 -12 -12 -10 -10 -13 -12 -12 -12 -12 -12 -12 -12 -12 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -10 -12 -3 -5 -17 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -5 -3 -5 -6 -10 -5 -5 -5 -10 -10 -10 -10 -10 -10 -10 -8 -11 -3 -3 -3 -7 -7 -7 -7 -10 -13 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -14 -13 -12 -12 -12 -12 -10 -10 -10 -10 -10 -10 -10 -12 -12 -12 -12 -12 -12 -12 -18 -17 -10 -10 -10 -10 -10 -10 -9
-12 -17 -12 -17 -10 -17 -10 -17 -12 -8 -12 -10 -8 -5 -12 -10 -8 -5 -12 -10 -8 -5 -12 -13 -12 -17 -8 -10 -12 -8 -10 -13 -12 -17 -12 -17 -10 -17 -10 -17 -12 -8 -12 -10 -8 -5 -12 -10 -8 -5 -12 -10 -8 -5 -12 -13 -12 -8 -10 -13 -12 0 0 0 -12 0 0 0 0 0 0 0 -12 0 0 0 0 0 0 0 2 2 2 2 2 0 -13 -12 -8 -5 -5 -7 -7 -8 -11 -10 -7 -12 -12 -10 -10 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -13 -13 -10 -10 -12 -12 -12 -12 -12 -12 -12 -12 -12 -12 -13 -13 -10 -10 -10 -12
