
0 2 4 4 5 6 7 5 4 2 -1 -1 -1 7 4 4
0 2 3 4 3 2 1 0 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 -12 -13 0 2 4 4 5 6 7 5 4 2 -1 -1 -1 7 4 4
0 -3 -3 0 4 7 7 -4 -5 -4 -5 -3 4 -5 -5 -5 -5 -8 -6 4 3 2 0 2 4 -3 0 -1 -5
