-24 => -20 0.027777777777777776
-24 => -27 0.16666666666666666
-24 => -36 0.4722222222222222
-24 => -29 0.3333333333333333
-36 => -29 0.3333333333333333
-36 => -30 0.3333333333333333
-36 => -31 0.16666666666666666
-36 => -24 0.16666666666666666
-36 -24 => -29 1.0
-36 -29 => -24 1.0
-36 -29 -24 => -27 1.0
-27 => -29 0.6666666666666666
-27 => -25 0.3333333333333333
-27 -29 => -24 1.0
-27 -29 -24 => -36 1.0
-30 => -29 1.0
-30 -29 => -24 1.0
-30 -29 -24 => -36 1.0
-25 => -24 1.0
-25 -24 => -29 1.0
-20 => -19 1.0
-19 => -22 1.0
-22 => -29 1.0
-29 => -36 0.029411764705882353
-29 => -24 0.8823529411764706
-29 => -27 0.08823529411764706
-22 -29 => -36 1.0
-34 => -29 1.0
-34 -29 => -27 1.0
-24 -29 => -24 1.0
-24 -29 -24 => -29 0.5454545454545454
-24 -29 -24 => -36 0.45454545454545453
-24 -29 -24 -36 => -29 1.0
-27 -29 -24 -36 => -30 1.0
-30 -29 -24 -36 => -24 0.5
-30 -29 -24 -36 => -31 0.5
-29 -27 => -25 1.0
-31 => -34 1.0
