-6|	-3|-6	1.0
-3|	-5|-3	0.5
-3|	0|-3	1.0
-3|	2|-3	0.5
-3|	-1|-3	1.0
0|	-1|	0.22580645161290322
0|	4|	0.06451612903225806
0|	5|	0.1935483870967742
0|	7|	0.03225806451612903
0|	-3|0	1.0
0|	2|0	0.5454545454545454
-5|	0|	0.2857142857142857
-5|	-6|	0.14285714285714285
-5|	-3|-5	0.5
-5|	4|-5	1.0
-1|	2|	0.125
-1|	-3|-1	1.0
-1|	0|-1	0.5
4|	1|	0.125
4|	-5|4	1.0
4|	0|4	1.0
4|	2|4	1.0
2|	-1|	0.2222222222222222
2|	0|	0.48148148148148145
2|	-5|2	0.5
2|	4|2	0.5
5|	4|5	1.0
1|	2|1	1.0
7|	-1|	1.0
-3|0	-5|-3	1.0
-3|-6	-5|-3	1.0
-3|-5	-1|-3	0.5
-3|-5	0|-3	0.5
-3|-1	2|-3	1.0
-5|4	-3|-5	1.0
-5|2	-6|	0.5
-5|2	-3|-5	0.5
-5|-3	0|	0.5
-5|-3	4|-5	0.5
4|-5	0|4	1.0
4|5	2|4	1.0
4|2	1|	0.5
4|2	-5|4	0.5
0|4	-3|0	1.0
0|-1	5|	0.5
0|-1	4|	0.25
0|-1	2|0	0.25
0|-3	-1|0.-3	1.0
2|0	-1|	0.5454545454545454
2|0	0|	0.09090909090909091
2|0	4|2	0.36363636363636365
2|1	-5|2	1.0
2|4	0|	1.0
2|-3	0|	0.5
2|-3	-5|2	0.5
-1|-3	-3|-1	1.0
-1|0.-3	2|	1.0
