-22 => -27 0.3333333333333333
-22 => -34 0.16666666666666666
-22 => -29 0.3333333333333333
-22 => -24 0.16666666666666666
-24 => -20 0.12
-24 => -32 0.12
-24 => -27 0.12
-24 => -19 0.24
-24 => -22 0.22
-24 => -31 0.06
-24 => -25 0.12
-24 -22 => -29 0.5454545454545454
-24 -22 => -27 0.45454545454545453
-27 => -24 0.16666666666666666
-27 => -22 0.16666666666666666
-27 => -29 0.16666666666666666
-27 => -25 0.16666666666666666
-27 => -31 0.16666666666666666
-27 => -16 0.16666666666666666
-27 -22 => -34 1.0
-20 => -19 0.16666666666666666
-20 => -31 0.16666666666666666
-20 => -25 0.16666666666666666
-20 => -36 0.16666666666666666
-20 => -22 0.16666666666666666
-20 => -29 0.16666666666666666
-20 -22 => -24 1.0
-22 -27 => -24 0.5
-22 -27 => -25 0.5
-24 -27 => -22 0.5
-24 -27 => -31 0.5
-26 => -27 1.0
-26 -27 => -29 1.0
-25 => -26 0.2
-25 => -24 0.6
-25 => -27 0.2
-25 -27 => -16 1.0
-27 -24 => -20 1.0
-22 -24 => -25 1.0
-17 => -24 0.6666666666666666
-17 => -18 0.3333333333333333
-17 -24 => -20 0.5
-17 -24 => -19 0.5
-36 => -34 0.15
-36 => -29 0.6
-36 => -24 0.25
-36 -24 => -25 0.6
-36 -24 => -22 0.4
-29 => -36 0.3125
-29 => -24 0.5
-29 => -20 0.0625
-29 => -31 0.0625
-29 => -25 0.0625
-29 -24 => -22 0.25
-29 -24 => -19 0.25
-29 -24 => -31 0.125
-29 -24 => -32 0.125
-29 -24 => -27 0.25
-34 => -29 1.0
-34 -29 => -24 0.5
-34 -29 => -20 0.5
-34 -29 -24 => -32 1.0
-32 => -31 0.5
-32 => -36 0.25
-32 => -29 0.25
-32 -29 => -24 1.0
-32 -29 -24 => -27 1.0
-22 -29 => -24 1.0
-22 -29 -24 => -31 0.5
-22 -29 -24 => -19 0.5
-29 -25 => -24 1.0
-29 -25 -24 => -19 1.0
-27 -25 => -24 1.0
-27 -25 -24 => -32 1.0
-24 -25 => -27 0.5
-24 -25 => -24 0.5
-24 -25 -24 => -22 1.0
-29 -20 => -25 1.0
-18 => -19 1.0
-18 -19 => -20 1.0
-18 -19 -20 => -29 1.0
-24 -19 => -17 0.5
-24 -19 => -20 0.25
-24 -19 => -29 0.25
-24 -19 -20 => -36 1.0
-20 -19 => -20 1.0
-20 -19 -20 => -31 1.0
-24 -20 => -22 0.5
-24 -20 => -19 0.5
-19 => -20 0.5
-19 => -29 0.16666666666666666
-19 => -17 0.3333333333333333
-29 -24 -19 => -17 0.5
-29 -24 -19 => -29 0.5
-17 -24 -19 => -17 1.0
-31 => -29 0.6666666666666666
-31 => -32 0.3333333333333333
-29 -31 => -32 1.0
-24 -32 => -29 0.5
-24 -32 => -31 0.5
-24 -32 -31 => -32 1.0
-32 -36 => -29 1.0
-32 -36 -29 => -25 1.0
-20 -31 => -29 1.0
-20 -31 -29 => -36 1.0
-32 -31 => -32 0.5
-32 -31 => -29 0.5
-32 -31 -29 => -36 1.0
-27 -29 => -31 1.0
-20 -29 => -36 1.0
-19 -29 => -36 1.0
-20 -31 -29 -36 => -34 1.0
-20 -29 -36 => -24 1.0
-19 -29 -36 => -24 1.0
-29 -31 -32 => -36 1.0
-25 -24 => -22 0.3333333333333333
-25 -24 => -19 0.3333333333333333
-25 -24 => -32 0.3333333333333333
-25 -24 -32 => -29 1.0
-22 -24 -25 => -27 1.0
-20 -25 => -26 1.0
-16 => -17 1.0
-16 -17 => -18 1.0
