69|64	128|69.64	1.0
58|59	57|58	1.0
128|62	67|128.62	1.0
128|62	63|128.62	1.0
128|62	65|128.62	0.333333333333
128|62	57|	0.0555555555556
128|62	58|	0.111111111111
128|62	62|	0.444444444444
128|62	69|	0.0555555555556
60|128.60.61	64|60	1.0
63|62	128|63.62	0.5
48|	47|	1.0
51|	49|	0.5
51|	50|	0.5
69|60	60|69	1.0
64|	69|64	1.0
64|	128|64	0.125
64|	65|64	0.5
64|	63|64	0.333333333333
64|	62|	0.111111111111
70|72	68|70	1.0
59|	58|59	1.0
59|	60|59	1.0
63|64	128|63	0.333333333333
63|64	62|	0.666666666667
49|	128|49	1.0
49|	48|	0.5
62|65	63|62	0.5
62|65	58|	0.5
62|61	61|	0.5
62|61	64|	0.5
62|128.58	65|62	1.0
128|53	51|	1.0
128|62.128.64	67|128.62	1.0
60|128.58	62|	1.0
128|69.64	68|	1.0
67|63	68|67	1.0
50|	49|	1.0
128|69.67	60|	0.5
128|69.67	69|	0.5
64|65.64	62|	1.0
65|	68|	0.130434782609
65|	67|	0.0869565217391
65|	58|65	1.0
65|	62|65	0.5
65|	128|65	0.125
65|	64|	0.260869565217
67|66	128|67	1.0
62|58	65|62	0.5
62|58	128|62.58	1.0
62|58	61|	0.25
62|57	64|	1.0
128|63	70|	0.0909090909091
128|63	67|	0.0909090909091
128|63	60|	0.0909090909091
128|63	62|	0.272727272727
128|63	64|128	0.0909090909091
128|63	63|	0.272727272727
128|63	65|128.63	1.0
58|	57|58	0.5
58|	62|58	0.25
58|	128|58	0.2
128|68	67|	1.0
58|65	62|58	1.0
68|70	67|	1.0
128|62.58	69|	1.0
65|64	67|	0.25
65|64	128|65.64	0.5
65|64	64|65.64	1.0
47|	46|	1.0
60|59	54|	1.0
60|62	62|	1.0
65|67	68|	0.166666666667
65|67	128|65	0.166666666667
65|67	64|	0.666666666667
61|	62|61	0.5
61|	60|61	0.666666666667
67|69	69|67	1.0
53|	52|	0.5
53|	128|53	1.0
128|65	67|	0.125
128|65	55|	0.125
128|65	57|	0.125
128|65	69|128.65	1.0
128|65	70|	0.125
128|65	62|	0.125
128|65	56|	0.125
128|65	68|	0.125
62|128.64	128|62.128.64	1.0
64|65.128	62|	1.0
66|	65|	0.25
66|	62|66	1.0
66|	67|66	1.0
67|60	69|67	1.0
69|128.65	67|69	1.0
128|63.62	60|	0.5
128|63.62	65|128.63	0.5
