65|	128|65	1.0
71|	74|	0.5
71|	128|71	1.0
67|	62|	0.142857142857
67|	74|	0.285714285714
67|	71|	0.142857142857
67|	128|67	0.333333333333
128|62	62|	0.75
128|62	63|	0.25
128|63	62|	0.5
128|63	63|	0.25
128|63	75|	0.25
128|68	68|	0.5
128|68	56|	0.5
68|	128|68	0.5
128|67	67|	0.666666666667
128|67	60|	0.333333333333
67|62	71|	1.0
128|60	72|	1.0
60|	128|60	1.0
60|	64|	0.5
128|56	60|	0.5
128|56	56|	0.5
62|	128|62	0.75
62|	67|62	1.0
74|	79|	0.333333333333
74|	72|74	1.0
128|79	67|	0.5
128|79	63|	0.5
128|65	63|	1.0
64|	69|	1.0
72|	67|	0.333333333333
72|	79|	0.166666666667
72|	128|72	0.333333333333
128|71	67|	1.0
128|	65|	0.0384615384615
128|	71|	0.0384615384615
128|	67|	0.230769230769
128|	72|	0.0769230769231
128|	60|	0.0769230769231
128|	56|	0.0769230769231
128|	75|	0.0384615384615
128|	62|	0.192307692308
128|	68|	0.0769230769231
128|	63|	0.153846153846
69|	72|	1.0
79|	128|79	0.5
56|	128|56	0.5
72|74	67|	1.0
63|	128|63	0.5
128|72	67|	0.333333333333
128|72	72|	0.333333333333
128|72	71|	0.333333333333
