-30|	-29|-30	1.0
-31|128.-24	-29|-31	1.0
128|-24	-31|128.-24	1.0
128|-24	-29|128	0.125
128|-24	-36|	0.25
128|-24	-32|128	0.25
128|-24	-25|	0.125
-17|	-19|	0.5
-17|	128|-17	1.0
-24|128.-29	-22|-24	1.0
-24|-25	-22|-24	1.0
-32|-29	128|-32	0.333333333333
-32|-29	-36|	0.666666666667
128|-22	-34|128	1.0
-25|-24	-27|	1.0
-24|128.-17	-32|-24	1.0
128|-24.128	-31|128.-24	1.0
128|-29	-29|128	0.153846153846
128|-29	-37|	0.0769230769231
128|-29	-24|128.-29	1.0
128|-29	-25|	0.0769230769231
128|-29	-41|	0.230769230769
128|-29	-27|	0.0769230769231
128|-29	-34|128	0.0769230769231
128|-29	-31|	0.153846153846
128|-29.-34	-37|	0.5
128|-29.-34	-41|	0.5
-32|-24	-29|-32	1.0
128|-25	-24|128	1.0
-29|-30	128|-29	1.0
128|-36	-29|128	0.0909090909091
128|-36	-30|128	0.181818181818
128|-36	-32|128	0.0909090909091
128|-36	-36|	0.636363636364
128|-17	-24|128.-17	1.0
-22|-24	-34|-22	1.0
-19|	-20|	1.0
-29|-31	-27|	0.2
-29|-31	-32|-29	0.2
-29|-31	-24|-29	0.6
-29|-27	-31|-29	0.333333333333
-29|-27	-34|-29	0.333333333333
-29|-27	128|-29.-27	1.0
-37|	-34|-37	1.0
-37|	128|-37	1.0
-30|128	-29|-30.128	1.0
-29|-32	-32|-29	0.666666666667
-29|-32	-36|	0.333333333333
-25|	-22|-25	1.0
-25|	-24|-25	1.0
-25|	-27|	0.285714285714
-25|	-29|-25	1.0
-25|	128|-25	1.0
-29|-41	-31|-29	0.5
-29|-41	-17|	0.5
-34|-36	-32|-34	1.0
-27|	128|-27	1.0
-27|	-29|-27	0.333333333333
128|-34	-41|	0.25
128|-34	-34|128	0.5
128|-34	-32|128	0.25
-41|	-19|	0.142857142857
-41|	-34|-41	1.0
-41|	-29|-41	0.5
-41|	128|-41	0.333333333333
-34|128	128|-34	0.6
-34|128	-22|	0.4
-31|	-30|	0.157894736842
-31|	-32|	0.210526315789
-31|	128|-31	0.285714285714
-31|	-29|-31	0.6
-34|-32	-36|-34	0.5
-34|-32	-24|	0.25
-34|-32	-22|	0.25
128|-37	-36|	1.0
-22|-25	-25|-22	1.0
-34|-41	-29|-34	1.0
-34|-29	128|-34	1.0
-34|-37	-41|	1.0
-36|-34	-37|	0.5
-36|-34	-41|	0.5
-29|128	-31|-29	0.166666666667
-29|128	128|-29	0.833333333333
-29|-30.128	128|-29.-30.128	1.0
-22|128	128|-22	1.0
-29|	-17|	0.037037037037
-29|	-34|-29	1.0
-29|	-32|-29	0.333333333333
-29|	-36|	0.037037037037
-29|	-31|-29	1.0
-29|	-41|	0.037037037037
-29|	128|-29	0.0769230769231
-29|	-24|-29	0.666666666667
-29|	-27|	0.037037037037
-24|128	-22|-24	0.4
-24|128	-32|-24	0.2
-24|128	128|-24.128	1.0
128|-29.-27	-34|128	1.0
128|-24.-22	-29|128	0.333333333333
128|-24.-22	-25|	0.333333333333
128|-24.-22	-36|	0.333333333333
-25|-22	-29|-25	1.0
128|	-37|	0.0166666666667
128|	-34|128	0.6
128|	-29|128	0.833333333333
128|	-36|	0.216666666667
128|	-31|	0.183333333333
128|	-22|128	1.0
128|	-24|128	0.4
128|	-41|	0.0666666666667
128|	-25|	0.0666666666667
128|	-32|128	0.571428571429
128|	-30|128	1.0
128|	-27|	0.0166666666667
-24|-29	128|-24.-29	1.0
-24|-29	-20|	0.333333333333
-34|-22	-29|-34	0.333333333333
-34|-22	-37|	0.333333333333
-34|-22	-32|-34	0.333333333333
-32|128	128|-32	0.571428571429
-32|128	-29|-32	0.285714285714
-32|128	-34|-32	0.142857142857
128|-32	-32|128	0.333333333333
128|-32	-31|	0.5
128|-32	-34|128	0.166666666667
-29|-34	128|-29.-34	0.5
-31|-32	-30|	0.4
-31|-32	-29|-31	0.6
-24|	-22|-24	1.0
-24|	128|-24	0.125
-24|	-32|-24	1.0
-24|	-25|-24	1.0
-24|	-20|	0.0666666666667
128|-24.-29	-32|128	1.0
128|-31	-32|128	0.142857142857
128|-31	-31|	0.571428571429
128|-31	-25|	0.285714285714
-36|	-37|	0.0588235294118
-36|	-34|-36	1.0
-36|	-41|	0.0588235294118
-36|	128|-36	0.636363636364
-24|-22	-25|-24	0.4
-24|-22	128|-24.-22	0.333333333333
-31|-29	-32|	1.0
128|-27	-29|128	1.0
-34|	-24|	0.0526315789474
-34|	-29|-34	1.0
-34|	-37|	0.0526315789474
-34|	-41|	0.0526315789474
-34|	128|-34	0.25
-34|	-36|-34	0.5
-34|	-22|	0.157894736842
-34|	-32|-34	0.2
-20|	-22|	0.666666666667
-20|	-17|	0.333333333333
128|-41	-22|128	0.333333333333
128|-41	-29|128	0.333333333333
128|-41	-36|	0.333333333333
-29|-25	-41|	1.0
-32|	128|-32	0.166666666667
-32|	-31|-32	0.6
-32|	-29|-32	0.333333333333
-32|	-36|	0.1
-32|	-34|-32	0.25
-32|-34	-31|-32	0.8
-32|-34	-34|-32	0.2
-22|	-34|-22	0.333333333333
-22|	128|-22	1.0
-22|	-25|-22	1.0
-22|	-24|-22	0.6
128|-29.-30.128	-24|128.-29	1.0
