-1|	0|-1	1.0
0|	-5|	0.16666666666666666
0|	3|	0.16666666666666666
0|	-1|	0.08333333333333333
0|	2|0	0.5
0|	5|0	1.0
0|	19|0	1.0
3|	0|3	0.25
3|	2|3	0.36363636363636365
3|	7|3	0.5
3|	8|3	1.0
3|	12|3	1.0
3|	19|3	1.0
2|	-5|	0.09523809523809523
2|	11|	0.09523809523809523
2|	0|2	0.25
2|	5|2	1.0
2|	3|2	0.3333333333333333
2|	4|2	1.0
-5|	0|-5	1.0
-5|	2|-5	1.0
7|	5|	0.3333333333333333
7|	9|	0.030303030303030304
7|	3|7	0.3333333333333333
7|	15|7	0.5
7|	12|7	0.5
7|	10|7	0.5
7|	8|7	0.09090909090909091
7|	19|7	1.0
15|	18|	0.0625
15|	3|15	1.0
15|	5|15	1.0
15|	7|15	1.0
15|	8|15	1.0
15|	14|15	0.6666666666666666
15|	12|15	0.5
15|	17|15	0.5
15|	19|15	1.0
4|	2|4	1.0
4|	12|4	0.5
5|	3|	0.15
5|	7|5	0.15384615384615385
5|	8|5	1.0
5|	12|5	0.5
5|	11|5	1.0
14|	8|14	1.0
14|	12|14	0.3333333333333333
14|	15|14	0.3333333333333333
14|	10|14	1.0
14|	17|14	0.5
12|	14|	0.25
12|	13|	0.0625
12|	10|	0.21875
12|	11|	0.09375
12|	5|12	1.0
12|	7|12	0.3333333333333333
12|	8|12	0.5
12|	15|12	0.3333333333333333
12|	4|12	1.0
8|	3|	0.04
8|	5|8	0.6666666666666666
8|	7|8	0.5833333333333334
8|	10|8	0.25
8|	12|8	0.25
8|	17|8	1.0
10|	13|	0.0625
10|	7|10	1.0
10|	12|10	0.4
10|	15|10	1.0
10|	8|10	0.7142857142857143
10|	17|10	1.0
17|	8|	0.08333333333333333
17|	22|	0.08333333333333333
17|	16|	0.08333333333333333
17|	7|17	1.0
17|	5|17	1.0
17|	15|17	1.0
17|	14|17	1.0
17|	12|17	1.0
17|	19|17	0.5
19|	20|	0.125
19|	22|	0.125
19|	16|	0.125
19|	15|19	1.0
19|	12|19	0.5
19|	17|19	0.5
13|	12|13	1.0
13|	10|13	1.0
11|	12|11	0.6666666666666666
11|	14|11	1.0
11|	19|11	1.0
9|	10|9	1.0
16|	17|16	0.5
18|	17|18	1.0
22|	17|22	1.0
22|	19|22	1.0
20|	19|20	1.0
0|3	-1|	0.25
0|3	2|0	0.25
0|3	5|0	0.5
0|2	19|0	0.25
0|2	2|0	0.75
0|-5	3|	1.0
0|-1	-5|	1.0
5|2	3|5.2	1.0
3|7	8|3	0.3333333333333333
3|7	0|3	0.3333333333333333
3|7	7|3	0.3333333333333333
3|15	12|3	1.0
3|2	0|3	0.3333333333333333
3|2	19|3	0.16666666666666666
3|2	2|3	0.5
2|0	-5|	0.5
2|0	3|2	0.5
2|-5	5|2	1.0
2|3	11|	0.18181818181818182
2|3	3|2	0.36363636363636365
2|3	0|2	0.45454545454545453
2|4	4|2	1.0
8|14	7|8.14	1.0
5|12	12|5	1.0
5|15	11|5	1.0
5|8	7|5.8	0.5
5|8	8|5	0.3333333333333333
7|10	8|7.10	1.0
7|17	19|7	1.0
7|3	5|	0.5
7|3	10|7	0.5
7|15	5|7.15	1.0
7|12	5|7.12	1.0
7|12	10|7	0.3333333333333333
7|12	8|7	0.3333333333333333
5|17	7|5.17	1.0
7|5	9|	0.07692307692307693
7|5	5|7.5	1.0
7|5	12|7	0.15384615384615385
7|5	8|7	0.38461538461538464
7|5	3|7	0.23076923076923078
7|5	15|7	0.07692307692307693
7|8	5|	0.5833333333333334
7|8	8|7.8	0.5
7|8	15|7	0.08333333333333333
8|15	10|8.15	1.0
8|3	17|8	1.0
8|12	12|8.12	1.0
8|12	10|8.12	1.0
8|5	12|8	1.0
12|14	11|	0.3333333333333333
12|14	14|	0.3333333333333333
12|14	10|12.14	0.5
12|10	13|	0.2
12|10	10|12.10	1.0
12|10	14|12.10	1.0
12|10	8|12	0.2
5|0	7|5.0	1.0
15|12	5|15	0.3333333333333333
15|12	8|15	0.3333333333333333
15|12	14|15	0.3333333333333333
15|7	3|15	0.5
15|7	12|15	0.5
15|17	14|15	1.0
15|19	17|15	1.0
15|10	7|15	1.0
15|14	18|	0.16666666666666666
15|14	14|15.14	0.5
15|14	12|15	0.16666666666666666
15|14	19|15	0.16666666666666666
15|14	17|15	0.16666666666666666
14|15	15|14.15	1.0
14|15	12|14	0.6666666666666666
