-2 1 => -2 1.0
5 -3 => -2 1.0
-1 128 => -4 0.2
-1 128 => 3 0.2
-1 128 => 2 0.2
-1 128 => -2 0.4
4 -2 => 1 1.0
7 2 => 5 1.0
-7 2 => -10 1.0
0 => -5 0.025
0 => -2 0.25
0 => 1 0.05
0 => 3 0.1
0 => 2 0.3
0 => -1 0.075
0 => 6 0.025
0 => 128 0.125
0 => 5 0.025
0 => -8 0.025
-1 => 128 0.384615384615
-1 => 0 0.153846153846
-1 => -2 0.307692307692
-1 => -4 0.153846153846
-5 0 => 2 0.5
-5 0 => 6 0.5
4 5 => 4 1.0
2 0 2 => -5 0.222222222222
2 0 2 => 0 0.444444444444
2 0 2 => 3 0.111111111111
2 0 2 => -3 0.222222222222
-1 -2 128 => 5 1.0
-2 -3 128 => -4 0.5
-2 -3 128 => -3 0.5
0 -2 => 128 0.3
0 -2 => 0 0.3
0 -2 => -5 0.1
0 -2 => -3 0.3
2 -2 => -3 1.0
-5 128 => -5 0.434782608696
-5 128 => -4 0.0434782608696
-5 128 => -7 0.0869565217391
-5 128 => -6 0.0434782608696
-5 128 => 5 0.0434782608696
-5 128 => 4 0.0434782608696
-5 128 => -3 0.173913043478
-5 128 => -2 0.130434782609
6 128 => 6 1.0
-2 -3 => 128 0.25
-2 -3 => -4 0.125
-2 -3 => -7 0.25
-2 -3 => -5 0.25
-2 -3 => -2 0.125
2 -5 128 -5 => 2 1.0
-2 -5 => 128 0.4
-2 -5 => 0 0.4
-2 -5 => -2 0.2
0 128 0 => -1 1.0
-3 -4 => -5 0.5
-3 -4 => -3 0.5
0 -2 -3 => -5 0.333333333333
0 -2 -3 => -4 0.333333333333
0 -2 -3 => -7 0.333333333333
6 5 => 128 1.0
1 => -5 0.166666666667
1 => 0 0.25
1 => 2 0.0833333333333
1 => 4 0.25
1 => -2 0.25
4 3 => -4 1.0
-4 3 2 => -6 1.0
1 0 => -1 0.333333333333
1 0 => -2 0.666666666667
-6 2 0 => 5 1.0
-3 128 => 0 0.166666666667
-3 128 => -5 0.166666666667
-3 128 => -4 0.0833333333333
-3 128 => -7 0.0833333333333
-3 128 => 2 0.25
-3 128 => -3 0.166666666667
-3 128 => -2 0.0833333333333
-7 128 => -5 0.5
-7 128 => -3 0.5
-6 128 => -5 0.125
-6 128 => -7 0.375
-6 128 => -6 0.125
-6 128 => 5 0.25
-6 128 => -8 0.125
-5 -3 => 128 0.5
-5 -3 => -2 0.5
5 -7 => 2 1.0
1 -5 128 => -4 1.0
1 -5 => 128 0.5
1 -5 => -4 0.5
-8 128 => -10 1.0
2 -4 => -3 1.0
-4 -3 => 2 0.5
