-22|	-20|-22	0.25
-20|	-32|	0.1509433962264151
-20|	-18|	0.11320754716981132
-20|	-22|	0.05660377358490566
-20|	-19|-20	0.6538461538461539
-20|	-27|-20	1.0
-20|	-31|-20	1.0
-12|	-10|	0.6666666666666666
-12|	-20|-12	1.0
-19|	-25|	0.12962962962962962
-19|	-22|	0.05555555555555555
-19|	-20|-19	0.6
-19|	-17|-19	0.3
-19|	-29|-19	1.0
-19|	-24|-19	0.5
-32|	-20|-32	0.2727272727272727
-32|	-19|-32	1.0
-32|	-24|-32	1.0
-17|	-15|	0.1875
-17|	-19|-17	1.0
-17|	-29|-17	0.9090909090909091
-17|	-25|-17	1.0
-24|	-22|	0.27419354838709675
-24|	-12|	0.04838709677419355
-24|	-15|	0.04838709677419355
-24|	-19|-24	0.5
-24|	-25|-24	0.6666666666666666
-24|	-29|-24	0.6666666666666666
-15|	-13|	0.3333333333333333
-15|	-17|-15	1.0
-18|	-17|-18	1.0
-29|	-27|	0.07407407407407407
-29|	-31|	0.12962962962962962
-29|	-30|	0.05555555555555555
-29|	-33|	0.05555555555555555
-29|	-12|	0.05555555555555555
-29|	-24|-29	0.3
-29|	-25|-29	1.0
-30|	-29|-30	1.0
-25|	-24|-25	0.2608695652173913
-25|	-27|-25	1.0
-31|	-29|-31	1.0
-31|	-32|-31	1.0
-27|	-25|	0.4117647058823529
-27|	-29|-27	0.4
-7|	-29|-7	1.0
-33|	-32|-33	1.0
-13|	-12|-13	1.0
-10|	-8|	1.0
-8|	-7|	1.0
-20|-12	-19|-20.-12	1.0
-20|-19	-22|	0.2
-20|-19	-19|-20	0.6
-20|-19	-31|-20	0.2
-19|-20	-22|	0.11538461538461539
-19|-20	-20|-19.-20	1.0
-19|-20	-17|-19	0.6538461538461539
-19|-20	-29|-19	0.11538461538461539
-20|-32	-32|	0.7272727272727273
-20|-32	-19|-20.-32	1.0
-20|-22	-18|	0.25
-20|-22	-19|-20	0.4583333333333333
-20|-22	-27|-20	0.2916666666666667
-19|-17	-20|-19	1.0
-19|-32	-25|	1.0
-19|-24	-25|	0.25
-19|-24	-24|-19	0.5
-19|-24	-17|-19	0.25
-17|-19	-15|	0.3
-17|-19	-25|-17	0.15
-17|-19	-29|-17	0.55
-17|-15	-19|-17	1.0
-17|-18	-19|-17	1.0
-29|-30	-33|	1.0
-29|-17	-27|	0.09090909090909091
-29|-17	-24|-29.-17	0.3
-24|-29	-22|	0.1
-24|-29	-12|	0.1
-24|-29	-29|-24.-29	0.6666666666666666
-24|-29	-19|-24	0.3
-24|-29	-25|-24	0.2
-24|-25	-22|	0.6086956521739131
-24|-25	-29|-24.-25	0.5
-24|-25	-19|-24	0.13043478260869565
-29|-31	-27|	1.0
-29|-27	-31|	0.4
-29|-27	-30|	0.3
-29|-27	-24|-29.-27	1.0
-29|-19	-25|-29	1.0
-29|-7	-24|-29.-7	0.5
-27|-20	-25|	1.0
-27|-25	-29|-27	1.0
-31|-20	-29|-31	1.0
-32|-33	-24|-32	1.0
-32|-31	-20|-32	1.0
-24|-32	-25|-24.-32	1.0
-25|-24	-24|-25.-24	1.0
-25|-24	-27|-25	0.6666666666666666
-24|-19	-15|	0.5
-24|-19	-29|-24	0.5
-29|-24	-12|	0.16666666666666666
-29|-24	-31|	0.16666666666666666
-29|-24	-24|-29.-24	0.2727272727272727
-25|-17	-24|-25.-17	1.0
-25|-29	-24|-25.-29	1.0
-12|-13	-20|-12	1.0
-20|-19.-20	-31|-20	1.0
-19|-20.-32	-29|-19	1.0
-19|-20.-12	-22|	1.0
-29|-24.-29	-31|	0.3333333333333333
-29|-24.-29	-24|-29.-24.-29	0.5
-29|-24.-25	-12|	0.5
-29|-24.-25	-24|-29.-24	0.5
-25|-24.-32	-24|-25.-24	1.0
-24|-29.-24	-25|-24	0.2727272727272727
-24|-29.-24	-29|-24.-29	0.7272727272727273
-24|-29.-7	-22|	0.5
-24|-29.-7	-19|-24	0.5
-24|-29.-27	-19|-24	1.0
-24|-29.-17	-12|	0.3
-24|-29.-17	-19|-24	0.3
-24|-29.-17	-25|-24	0.3
-24|-29.-17	-29|-24.-29	0.1
-24|-25.-17	-19|-24	1.0
-24|-25.-29	-29|-24.-25	1.0
-24|-25.-24	-29|-24.-25	1.0
-24|-29.-24.-29	-29|-24.-29.-24.-29	1.0
-24|-29.-24.-29	-25|-24	0.5
-29|-24.-29.-24.-29	-31|	1.0
