75 71 => 67 1.0
65 70 => 68 1.0
67 70 => 69 0.363636363636
67 70 => 74 0.454545454545
67 70 => 67 0.181818181818
66 63 => 57 1.0
62 63 => 65 0.666666666667
62 63 => 66 0.166666666667
62 63 => 67 0.166666666667
60 63 => 67 1.0
71 72 70 => 67 1.0
75 77 => 74 1.0
73 72 => 69 0.25
73 72 => 70 0.5
73 72 => 67 0.25
70 72 => 73 0.333333333333
70 72 => 71 0.333333333333
70 72 => 70 0.333333333333
69 73 => 74 1.0
69 70 => 69 0.384615384615
69 70 => 72 0.153846153846
69 70 => 71 0.307692307692
69 70 => 67 0.153846153846
62 64 => 60 0.5
62 64 => 65 0.5
71 72 => 70 0.1
71 72 => 75 0.2
71 72 => 74 0.4
71 72 => 73 0.1
71 72 => 71 0.1
71 72 => 67 0.1
64 => 59 0.111111111111
64 => 60 0.111111111111
64 => 63 0.333333333333
64 => 65 0.222222222222
64 => 66 0.111111111111
64 => 67 0.111111111111
70 72 70 => 77 1.0
71 67 => 69 0.25
71 67 => 63 0.25
71 67 => 71 0.5
67 71 => 72 1.0
72 70 => 77 0.1
72 70 => 62 0.1
72 70 => 73 0.2
72 70 => 72 0.1
72 70 => 66 0.1
72 70 => 67 0.1
72 70 => 68 0.1
72 70 => 69 0.2
59 => 60 0.5
59 => 62 0.5
64 63 => 61 0.333333333333
64 63 => 65 0.333333333333
64 63 => 129 0.333333333333
69 65 => 62 0.333333333333
69 65 => 63 0.333333333333
69 65 => 71 0.333333333333
77 74 => 71 0.333333333333
77 74 => 70 0.666666666667
129 67 => 68 1.0
61 62 => 63 0.5
61 62 => 64 0.5
67 63 => 60 0.666666666667
67 63 => 67 0.333333333333
66 69 => 68 1.0
81 => 74 0.25
81 => 79 0.75
77 75 => 74 0.5
77 75 => 71 0.5
63 67 => 69 0.125
63 67 => 73 0.125
63 67 => 70 0.75
65 63 => 60 0.142857142857
65 63 => 61 0.142857142857
65 63 => 62 0.285714285714
65 63 => 64 0.142857142857
65 63 => 65 0.142857142857
65 63 => 68 0.142857142857
68 65 => 129 0.5
68 65 => 62 0.5
65 68 => 71 0.5
65 68 => 67 0.5
67 129 => 79 1.0
65 => 59 0.03125
65 => 71 0.03125
65 => 67 0.15625
65 => 61 0.03125
65 => 62 0.15625
65 => 63 0.21875
65 => 64 0.09375
65 => 66 0.03125
65 => 70 0.03125
65 => 68 0.0625
65 => 69 0.09375
65 => 129 0.0625
66 67 => 68 0.333333333333
66 67 => 69 0.333333333333
66 67 => 65 0.333333333333
63 66 => 63 1.0
129 62 => 63 1.0
63 65 62 => 67 1.0
70 71 => 72 1.0
58 62 => 58 1.0
69 129 => 69 1.0
77 67 => 74 1.0
58 => 60 0.333333333333
58 => 61 0.166666666667
58 => 62 0.166666666667
58 => 63 0.166666666667
58 => 65 0.166666666667
61 63 => 62 0.5
61 63 => 65 0.5
70 77 => 63 1.0
70 68 => 69 0.4
70 68 => 67 0.4
70 68 => 70 0.2
76 77 => 76 0.5
76 77 => 67 0.5
66 => 60 0.1
66 => 63 0.1
66 => 65 0.3
66 => 67 0.3
66 => 68 0.1
66 => 69 0.1
66 67 65 => 62 1.0
74 75 => 77 0.6
74 75 => 76 0.4
75 79 => 81 0.5
75 79 => 78 0.5
69 73 74 => 69 1.0
64 65 => 63 0.5
64 65 => 67 0.5
69 63 => 60 1.0
66 60 => 58 1.0
59 60 => 67 1.0
67 65 => 59 0.111111111111
67 65 => 62 0.111111111111
67 65 => 63 0.444444444444
67 65 => 64 0.222222222222
67 65 => 70 0.111111111111
58 65 => 62 1.0
69 67 => 65 0.75
69 67 => 66 0.25
74 => 77 0.0952380952381
74 => 75 0.238095238095
74 => 73 0.0952380952381
74 => 72 0.285714285714
74 => 71 0.047619047619
74 => 70 0.0952380952381
74 => 69 0.0952380952381
74 => 79 0.047619047619
70 62 => 67 1.0
72 74 => 75 0.75
72 74 => 73 0.25
73 71 => 70 1.0
63 61 => 62 0.5
63 61 => 58 0.5
62 67 65 => 59 1.0
60 67 => 70 1.0
61 66 => 60 1.0
75 => 77 0.25
75 => 76 0.166666666667
75 => 74 0.25
75 => 71 0.166666666667
75 => 79 0.166666666667
68 71 => 73 1.0
62 65 => 68 0.4
62 65 => 69 0.6
67 68 => 64 0.166666666667
67 68 => 65 0.166666666667
67 68 => 70 0.666666666667
74 73 72 => 67 1.0
68 70 69 => 68 1.0
69 72 70 => 62 1.0
69 64 => 66 1.0
65 61 => 62 1.0
67 62 => 64 1.0
73 => 69 0.0909090909091
73 => 74 0.363636363636
73 => 72 0.363636363636
73 => 71 0.0909090909091
73 => 70 0.0909090909091
71 70 => 68 0.5
71 70 => 69 0.5
68 70 => 68 0.4
68 70 => 69 0.2
68 70 => 71 0.4
67 => 66 0.0652173913043
67 => 73 0.0217391304348
67 => 62 0.0217391304348
67 => 63 0.0652173913043
67 => 64 0.0217391304348
67 => 65 0.195652173913
67 => 71 0.0434782608696
67 => 70 0.239130434783
67 => 68 0.130434782609
67 => 129 0.0217391304348
67 => 69 0.130434782609
67 => 74 0.0217391304348
67 => 72 0.0217391304348
72 67 => 69 0.333333333333
72 67 => 70 0.666666666667
81 74 => 79 1.0
70 73 => 72 1.0
75 74 => 73 0.333333333333
75 74 => 72 0.666666666667
74 71 => 72 1.0
67 69 => 73 0.166666666667
67 69 => 65 0.333333333333
67 69 => 70 0.5
71 72 71 => 70 1.0
68 => 71 0.05
68 => 67 0.3
68 => 60 0.05
68 => 64 0.05
68 => 65 0.1
68 => 66 0.1
68 => 70 0.25
68 => 69 0.1
71 68 => 65 1.0
65 64 => 63 0.666666666667
65 64 => 67 0.333333333333
58 61 => 63 1.0
68 65 62 => 60 1.0
60 => 61 0.4
60 => 72 0.0666666666667
60 => 63 0.266666666667
60 => 58 0.2
60 => 67 0.0666666666667
67 66 => 69 0.333333333333
67 66 => 65 0.666666666667
