65|	61|65	1.0
69|64	73|69	1.0
71|64	73|	1.0
61|68	64|61	1.0
64|61	61|64.61	0.625
64|61	66|64	0.133333333333
64|61	68|64	0.333333333333
128|68	66|128	0.25
128|68	64|	0.75
68|71	66|68	0.4
68|71	71|68.71	1.0
68|71	69|	0.4
66|68	64|66	0.833333333333
66|68	59|	0.0833333333333
66|68	68|66.68	1.0
68|	64|68	0.7
68|	71|	0.145833333333
68|	61|68	1.0
68|	128|68	0.75
68|	66|68	0.0833333333333
68|	59|68	1.0
68|	69|	0.166666666667
66|64	68|66.64	1.0
66|64	64|66	0.333333333333
64|66	71|64	0.181818181818
64|66	61|64.66	1.0
64|66	66|64	0.0909090909091
69|71	66|	1.0
61|64.61	128|	0.375
61|64.61	68|61	0.625
66|71	68|66	0.5
66|71	128|66	0.5
59|68	128|59	1.0
61|128	128|	0.125
61|128	64|61	0.875
68|61	64|68	0.833333333333
68|61	66|68.61	1.0
71|68.71	128|71	1.0
71|	64|71	1.0
71|	69|71	1.0
71|	66|71	0.5
71|	128|71	1.0
71|	73|	0.47619047619
71|	68|71	0.4
128|56	68|128	1.0
73|69	64|73	1.0
68|66.128	71|	1.0
64|	69|64	1.0
64|	71|64	1.0
64|	68|64	0.2
64|	61|	0.574468085106
64|	66|64	0.666666666667
68|66.64	61|68	1.0
66|	64|66	0.727272727273
66|	128|66	1.0
66|	59|	0.0434782608696
66|	68|66	0.2
128|66	65|	1.0
64|73	71|64	0.5
64|73	68|64	0.5
61|59	64|61.59	1.0
59|	61|59	1.0
59|	56|	0.333333333333
59|	128|59	1.0
64|61.59	66|64	1.0
68|66.68	64|68	1.0
66|68.61	59|	1.0
61|64.66	128|	1.0
128|59	61|128	1.0
66|128	68|66.128	1.0
128|	65|	0.037037037037
128|	59|128	1.0
128|	61|128	0.125
128|	68|128	0.285714285714
128|	66|128	1.0
128|	64|	0.185185185185
69|	68|69	0.428571428571
69|	66|	0.2
69|	73|69	1.0
64|68	69|64	0.1
64|68	61|64.68	0.166666666667
64|68	71|64	0.2
66|68.69	68|66.68	1.0
64|71	68|64	1.0
64|68.69	69|64	0.5
64|68.69	71|64	0.5
68|64	71|	0.1
68|64	128|68	0.2
68|64	66|68	0.2
68|64	59|68	0.5
128|71	66|128	1.0
68|73	69|	1.0
59|128	61|59	1.0
61|64.68	128|	0.166666666667
61|64.68	59|61	0.833333333333
68|66	64|68	0.1
68|66	61|68	0.2
68|66	128|68	0.2
68|66	66|68	0.1
68|66	71|	0.4
68|128	66|68	0.714285714286
68|128	64|68	0.285714285714
56|	128|56	1.0
61|	64|61	0.333333333333
61|	68|61	0.833333333333
61|	128|	0.282051282051
61|	59|61	0.285714285714
61|65	68|61	1.0
68|69	64|68.69	0.5
68|69	71|	0.142857142857
68|69	66|68.69	1.0
68|69	69|	0.428571428571
59|61	61|59	0.285714285714
59|61	56|	0.714285714286
73|	71|	0.615384615385
73|	64|73	0.5
73|	68|73	1.0
