65|	128|65	1.0
79|128.77	72|	1.0
71|	128|71	0.285714285714
128|80	80|128.80	1.0
67|	68|67	1.0
67|	63|	0.4
67|	128|67	0.5
68|75	71|	1.0
74|128	72|74	0.5
74|128	73|74	0.5
68|128	67|	0.444444444444
68|128	72|68	0.111111111111
68|128	128|68	0.444444444444
128|63	68|128	1.0
128|68	68|128	0.5
128|68	79|	0.25
128|68	77|128	0.25
80|77	128|80	0.5
80|77	82|	0.5
128|77	75|128	0.5
128|77	79|128.77	1.0
128|77	77|128	0.25
128|77	68|128	0.0833333333333
128|77	73|	0.0833333333333
79|78	82|	1.0
82|	80|	0.25
82|	77|82	1.0
82|	79|82	1.0
76|73	78|	0.5
76|73	79|76	0.5
72|75	128|72	0.333333333333
72|75	75|72	0.333333333333
72|75	68|72	0.333333333333
75|80	72|75	1.0
80|	128|80	1.0
80|	82|	0.2
80|	79|	0.5
80|	77|80	1.0
80|	75|80	1.0
73|72	128|73	1.0
68|	71|	0.214285714286
68|	67|	0.285714285714
68|	74|68	1.0
68|	70|	0.0714285714286
68|	128|68	0.5
68|	72|68	1.0
68|67	70|	1.0
75|128	68|75	0.375
75|128	128|75	0.625
75|78	71|	1.0
72|73	75|72	1.0
128|70	76|	1.0
128|69	75|128	1.0
77|82	80|77	1.0
78|	75|78	1.0
78|	80|78	1.0
78|	128|78	1.0
78|	79|78	1.0
128|76	74|128	1.0
72|70	70|	0.333333333333
72|70	128|72	0.666666666667
76|	75|76	1.0
76|	79|76	1.0
76|	78|	0.125
76|	72|76	0.333333333333
76|	128|76	1.0
79|77	72|	0.2
79|77	128|79	0.8
74|79	77|74	1.0
77|128.74	80|77	1.0
74|	70|	0.142857142857
74|	128|74	1.0
74|	77|74	1.0
74|	73|74	1.0
74|	72|74	1.0
128|79	78|	0.1
128|79	80|	0.3
128|79	79|	0.4
128|79	76|	0.1
128|79	73|	0.1
68|72	74|68	1.0
74|72	128|74	1.0
80|128.80	75|80	1.0
79|82	80|	1.0
72|	73|72	1.0
72|	71|	0.0555555555556
72|	70|	0.166666666667
72|	68|72	1.0
72|	128|72	0.375
72|	75|72	0.5
72|	69|	0.0555555555556
72|	74|72	1.0
128|67	68|128	0.5
128|67	61|	0.5
128|71	70|	0.142857142857
128|71	68|128	0.285714285714
128|71	77|128	0.571428571429
128|79.76	78|	1.0
70|	72|70	0.666666666667
70|	128|70	1.0
128|75	71|	0.8
128|75	73|	0.2
77|73	79|77	0.25
77|73	128|77.73	0.5
77|73	73|	0.25
80|128.72	77|80	1.0
80|78	82|	1.0
128|77.73	68|128	0.5
128|77.73	73|	0.5
128|74	77|128.74	1.0
75|72	78|	0.5
75|72	72|75	0.5
128|78	79|	1.0
77|80	73|	1.0
74|68	70|	1.0
128|	71|	0.0666666666667
128|	74|128	0.5
128|	76|	0.0333333333333
128|	80|	0.0833333333333
128|	67|	0.0166666666667
128|	77|128	0.666666666667
128|	79|	0.15
128|	78|	0.0333333333333
128|	70|	0.0166666666667
128|	68|128	0.444444444444
128|	75|128	0.625
128|	61|	0.0166666666667
128|	73|	0.0666666666667
73|74	72|73	1.0
69|	128|69	1.0
73|77.128	70|73	1.0
75|76	72|75	1.0
70|73	128|70	1.0
128|73	79|	0.5
128|73	75|128	0.5
77|74	79|77	1.0
72|68	73|72	1.0
77|128	79|77	0.166666666667
77|128	80|77	0.0833333333333
77|128	128|77	0.666666666667
77|128	73|77.128	1.0
79|76	128|79.76	1.0
79|	80|	0.0869565217391
79|	72|	0.0869565217391
79|	82|	0.0869565217391
79|	76|	0.173913043478
79|	74|79	1.0
79|	128|79	0.1
72|76	70|	0.333333333333
72|76	128|72	0.333333333333
72|76	69|	0.333333333333
77|	79|77	0.8
77|	80|77	0.5
77|	128|77	0.25
77|	73|	0.130434782609
128|65	67|	1.0
61|	65|	1.0
75|	71|	0.0769230769231
75|	68|75	1.0
75|	78|	0.0769230769231
75|	128|75	0.2
75|	72|75	0.333333333333
72|74	74|72	1.0
63|	128|63	1.0
128|72	74|128	0.125
128|72	77|128	0.375
128|72	79|	0.125
128|72	78|	0.125
128|72	80|128.72	1.0
128|72	73|	0.125
73|	70|73	1.0
73|	128|73	0.5
73|	72|73	1.0
73|	76|73	0.5
73|	77|73	0.5
