-5|	0|-5	0.1
0|	-5|	0.07692307692307693
0|	4|0	0.8333333333333334
0|	7|0	0.6
0|	14|0	1.0
0|	16|0	1.0
0|	5|0	0.6923076923076923
0|	9|0	1.0
0|	2|0	1.0
4|	-5|	0.05405405405405406
4|	0|4	1.0
4|	7|4	0.375
4|	12|4	1.0
4|	5|4	1.0
4|	2|4	1.0
2|	0|2	0.25
2|	4|2	0.4
2|	7|2	1.0
2|	5|2	1.0
5|	21|	0.06896551724137931
5|	-1|	0.06896551724137931
5|	-3|	0.034482758620689655
5|	1|	0.034482758620689655
5|	2|	0.017241379310344827
5|	0|5	0.5555555555555556
5|	7|5	0.6
5|	17|5	1.0
5|	9|5	0.5909090909090909
5|	8|5	1.0
-3|	0|-3	1.0
9|	1|	0.029850746268656716
9|	0|9	1.0
9|	7|9	1.0
9|	12|9	0.21052631578947367
9|	14|9	0.8571428571428571
9|	5|9	0.5909090909090909
12|	9|	0.10382513661202186
12|	6|	0.01639344262295082
12|	24|	0.01092896174863388
12|	13|	0.00546448087431694
12|	21|	0.02185792349726776
12|	8|	0.02185792349726776
12|	0|12	0.375
12|	7|12	0.42105263157894735
12|	14|12	0.76
12|	16|12	0.5942028985507246
12|	10|12	1.0
12|	5|12	0.6
7|	-5|	0.029411764705882353
7|	-2|	0.0196078431372549
7|	0|7	1.0
7|	4|7	0.6666666666666666
7|	12|7	0.14285714285714285
7|	16|7	1.0
7|	19|7	1.0
7|	5|7	0.2857142857142857
7|	9|7	0.8333333333333334
7|	2|7	1.0
16|	4|16	0.625
16|	7|16	1.0
16|	14|16	0.6
16|	12|16	0.410958904109589
16|	19|16	0.375
16|	17|16	0.8571428571428571
16|	9|16	1.0
-1|	7|-1	1.0
-1|	2|-1	1.0
1|	7|1	1.0
1|	5|1	0.5
24|	7|24	1.0
18|	7|18	1.0
18|	19|18	0.45454545454545453
14|	16|	0.421875
14|	12|14	0.25
14|	19|14	1.0
14|	9|14	1.0
19|	15|	0.20270270270270271
19|	18|	0.20270270270270271
19|	12|19	1.0
19|	16|19	0.625
19|	14|19	1.0
19|	17|19	1.0
19|	21|19	1.0
6|	12|6	1.0
17|	7|	0.047619047619047616
17|	14|17	1.0
17|	16|17	1.0
17|	18|17	1.0
8|	12|8	0.6666666666666666
8|	9|8	1.0
13|	12|13	1.0
13|	15|13	1.0
21|	19|21	1.0
21|	17|21	1.0
10|	15|10	1.0
10|	19|10	0.5
15|	13|	0.047619047619047616
15|	10|15	1.0
15|	19|15	1.0
-2|	5|-2	1.0
0|4	7|0	1.0
0|2	7|0.2	1.0
0|2	5|0	0.25
0|2	16|0	0.5
0|5	2|0	0.5555555555555556
0|5	14|0	0.4444444444444444
0|-5	-5|	0.4
0|-5	4|0.-5	0.8
0|-5	7|0	0.1
0|-3	5|0.-3	1.0
0|9	5|0	1.0
0|12	5|0	0.375
0|12	4|0	0.375
0|12	9|0	0.25
0|7	4|0	1.0
4|7	7|4.7	1.0
4|7	0|4	0.6666666666666666
4|16	5|4	0.625
4|16	12|4	0.375
4|0	-5|	0.16666666666666666
4|0	7|4	0.8333333333333334
4|2	7|4	0.4
4|2	2|4	0.6
7|0	-5|	0.1
7|0	4|7	0.6
7|0	12|7	0.3
7|5	9|7	0.6
7|5	5|7	0.4
7|-1	-2|	1.0
7|1	2|7	1.0
7|9	5|7	1.0
7|24	12|7	1.0
7|16	12|7	1.0
7|2	12|7.2	1.0
7|18	19|7	1.0
7|4	-5|	0.125
7|4	12|7.4	0.16666666666666666
7|4	0|7	0.125
7|4	4|7	0.375
7|12	12|7.12	0.625
7|12	16|7	0.5263157894736842
7|12	0|7	0.05263157894736842
12|14	6|	0.09375
12|14	13|	0.03125
12|14	7|12.14	0.25
12|14	14|12.14	1.0
12|14	9|12.14	0.75
12|14	0|12	0.03125
12|14	5|12	0.09375
12|9	21|	0.21052631578947367
12|9	8|	0.10526315789473684
12|9	9|12.9	0.8181818181818182
12|9	0|12	0.10526315789473684
12|7	8|	0.05714285714285714
12|7	14|12.7	1.0
12|7	16|12.7	0.7619047619047619
12|7	0|12	0.14285714285714285
12|7	5|12	0.05714285714285714
12|19	16|12.19	0.6428571428571429
12|4	14|12.4	1.0
12|6	14|12.6	1.0
14|17	12|14.17	1.0
14|0	12|14.0	1.0
14|16	12|14.16	1.0
14|16	16|14.16	1.0
14|16	19|14	0.3
12|8	24|	0.6666666666666666
12|8	16|12.8	1.0
16|19	12|16.19	1.0
16|19	19|16	0.625
16|7	12|16.7	1.0
16|17	12|16.17	1.0
12|16	16|12.16	0.1875
12|16	14|12.16	1.0
12|16	7|12	0.410958904109589
12|16	10|12	0.0684931506849315
14|12	16|14.12	1.0
14|12	12|14	0.76
14|19	16|14.19	1.0
14|9	16|14.9	0.5
14|9	9|14	0.14285714285714285
12|13	16|12.13	1.0
16|12	12|16.12	0.12195121951219512
16|12	19|16.12	0.3333333333333333
16|12	14|16.12	1.0
16|12	7|16	0.08695652173913043
16|12	17|16	0.10144927536231885
16|12	4|16	0.07246376811594203
16|0	19|16	1.0
19|21	16|19.21	1.0
10|15	19|10	1.0
10|12	15|10	1.0
19|15	15|19.15	1.0
15|10	19|15	1.0
15|13	13|	1.0
19|18	18|	0.45454545454545453
19|18	12|19	0.45454545454545453
19|18	16|19	0.09090909090909091
19|16	16|19.16	1.0
19|16	12|19	0.375
19|16	21|19	0.25
19|16	14|19	0.125
19|14	16|19	1.0
19|10	15|	0.5
19|10	17|19	0.5
19|7	18|	1.0
17|5	7|	1.0
17|21	14|17	1.0
17|19	18|17	1.0
17|16	16|17	0.8571428571428571
17|16	18|17	0.14285714285714285
18|17	19|18	1.0
5|9	9|5	0.5909090909090909
5|9	0|5	0.4090909090909091
5|7	-1|	0.2857142857142857
5|7	21|	0.2857142857142857
5|7	-3|	0.2857142857142857
5|7	2|	0.14285714285714285
5|12	8|5	0.6
5|12	7|5	0.4
5|1	7|5	0.5
5|1	17|5	0.5
5|2	7|5	1.0
5|-2	1|	1.0
5|4	7|5	1.0
5|0	-1|	0.15384615384615385
5|0	21|	0.15384615384615385
5|0	9|5	0.6923076923076923
9|14	1|	1.0
9|7	0|9	0.8333333333333334
9|7	7|9	0.16666666666666666
9|16	14|9	1.0
9|8	12|9	1.0
9|5	5|9	0.5909090909090909
9|5	12|9	0.4090909090909091
9|0	14|9.0	1.0
2|-1	7|2	1.0
2|0	4|2	1.0
2|4	0|2	1.0
2|7	5|2	1.0
21|19	19|21	1.0
8|5	12|8	1.0
7|0.2	-5|	1.0
7|4.7	12|7.4	1.0
4|0.-5	-5|	0.2
4|0.-5	7|4.0.-5	0.5
7|12.14	12|7.12.14	0.3333333333333333
7|12.14	0|7	0.25
12|7.2	8|	1.0
12|7.4	14|12.7	0.16666666666666666
12|7.4	0|12	0.5
12|7.4	5|12	0.3333333333333333
14|12.4	12|14.12.4	1.0
14|12.6	12|14.12.6	1.0
14|12.7	12|14.12.7	0.8
14|12.14	12|14.12.14	1.0
12|14.17	14|12.14	1.0
12|14.0	7|12.14	1.0
12|14.16	0|12	1.0
12|16.19	16|12.16.19	1.0
12|16.7	16|12.16	1.0
12|16.17	14|12.16	1.0
12|7.12	16|12.7.12	0.5
12|7.12	0|12	0.125
12|7.12	14|12.7	0.25
16|12.16	12|16.12.16	1.0
16|12.16	17|16	0.1875
16|12.16	7|16	0.1875
16|14.16	9|16	1.0
16|14.12	9|16	1.0
16|14.19	14|16	1.0
16|14.9	14|16	0.5
16|14.9	19|16	0.25
16|14.9	4|16	0.25
16|12.8	17|16	1.0
16|12.13	14|16.12	1.0
16|12.19	19|16.12	0.6428571428571429
16|12.19	12|16.12	0.35714285714285715
16|12.7	12|16.12	0.7619047619047619
16|12.7	4|16	0.23809523809523808
12|16.12	16|12.16.12	1.0
12|16.12	10|12	0.12195121951219512
12|16.12	7|12	0.7317073170731707
16|19.21	12|16.19	1.0
15|19.15	10|15	1.0
19|16.12	14|19	0.3333333333333333
19|16.12	16|19.16	0.6666666666666666
16|19.16	19|16.19.16	1.0
5|0.-3	-1|	1.0
9|12.9	5|9	0.8181818181818182
9|12.9	7|9	0.18181818181818182
9|12.14	12|9	0.75
9|12.14	0|9	0.25
14|9.0	9|14	1.0
14|12.16	16|14.12	1.0
14|16.12	12|14.16	1.0
7|4.0.-5	-5|	0.5
7|4.0.-5	0|7	0.5
12|7.12.14	0|12	0.3333333333333333
12|7.12.14	14|12.7	0.6666666666666666
12|14.12.4	6|	1.0
12|14.12.6	5|12	1.0
12|14.12.7	13|	0.2
12|14.12.7	7|12.14	0.8
12|14.12.14	9|12.14	1.0
16|12.7.12	12|16.12.7.12	1.0
16|12.7.12	4|16	0.5
12|16.12.16	7|12	1.0
16|12.16.12	17|16	1.0
16|12.16.19	7|16	1.0
19|16.19.16	21|19	1.0
12|16.12.7.12	10|12	1.0
