-23 => -21 0.9088888888888889
-23 => -6 0.02666666666666667
-23 => -28 0.03777777777777778
-23 => -13 0.021111111111111112
-23 => -16 0.0011111111111111111
-23 => -15 0.0044444444444444444
-28 => -13 0.10416666666666667
-28 => -6 0.14583333333333334
-28 => -15 0.10416666666666667
-28 => -23 0.625
-28 => -20 0.020833333333333332
-28 -23 => -28 0.43333333333333335
-28 -23 => -16 0.03333333333333333
-28 -23 => -6 0.36666666666666664
-28 -23 => -13 0.13333333333333333
-28 -23 => -15 0.03333333333333333
-13 => -15 0.2222222222222222
-13 => -23 0.2962962962962963
-13 => -28 0.2222222222222222
-13 => -6 0.2222222222222222
-13 => -16 0.037037037037037035
-13 -23 => -13 0.375
-13 -23 => -15 0.25
-13 -23 => -28 0.25
-13 -23 => -6 0.125
-6 => -23 0.9347826086956522
-6 => -28 0.06521739130434782
-6 -23 => -13 0.046511627906976744
-6 -23 => -21 0.7209302325581395
-6 -23 => -28 0.23255813953488372
-21 => -23 0.9938875305623472
-21 => -6 0.004889975550122249
-21 => -28 0.0012224938875305623
-21 -6 => -23 0.75
-21 -6 => -28 0.25
-21 -6 -23 => -28 0.6666666666666666
-21 -6 -23 => -13 0.3333333333333333
-21 -23 => -21 0.966789667896679
-21 -23 => -6 0.013530135301353014
-21 -23 => -28 0.008610086100861008
-21 -23 => -13 0.01107011070110701
-21 -23 -6 => -23 0.8181818181818182
-21 -23 -6 => -28 0.18181818181818182
-21 -23 -6 -23 => -28 0.8888888888888888
-21 -23 -6 -23 => -13 0.1111111111111111
-16 => -28 0.25
-16 => -6 0.25
-16 => -23 0.25
-16 => -13 0.25
-16 -23 => -13 1.0
-15 => -28 0.26666666666666666
-15 => -23 0.26666666666666666
-15 => -16 0.13333333333333333
-15 => -13 0.06666666666666667
-15 => -6 0.26666666666666666
-15 -23 => -28 0.5
-15 -23 => -15 0.25
-15 -23 => -6 0.25
-13 -28 => -13 0.16666666666666666
-13 -28 => -6 0.3333333333333333
-13 -28 => -15 0.5
-16 -28 => -20 1.0
-15 -28 => -15 0.25
-15 -28 => -6 0.5
-15 -28 => -23 0.25
-16 -13 => -6 1.0
-15 -13 => -15 1.0
-16 -23 -13 => -16 1.0
-23 -15 => -6 0.5
-23 -15 => -13 0.25
-23 -15 => -23 0.25
-28 -15 => -28 0.6
-28 -15 => -23 0.4
-20 => -13 1.0
