0 => 128 1.0
0 128 => -5 1.0
-5 => 128 0.888888888889
-5 => -12 0.111111111111
-8 128 => -7 0.285714285714
-8 128 => -12 0.714285714286
-7 => 128 1.0
-18 => 128 1.0
-17 128 => -12 0.5
-17 128 => -15 0.25
-17 128 => -17 0.25
128 => -17 0.122807017544
128 => -20 0.0175438596491
128 => -13 0.0877192982456
128 => -5 0.122807017544
128 => 0 0.0175438596491
128 => -7 0.105263157895
128 => -6 0.0350877192982
128 => -15 0.0175438596491
128 => -12 0.280701754386
128 => -19 0.0701754385965
128 => -18 0.0350877192982
128 => -8 0.0877192982456
-17 -5 128 => 0 0.5
-17 -5 128 => -12 0.5
-5 128 => -5 0.5
-5 128 => 0 0.125
-5 128 => -12 0.125
-5 128 => -8 0.125
-5 128 => -17 0.125
-12 => 128 0.944444444444
-12 => -17 0.0555555555556
-8 128 -12 => 128 1.0
-13 128 => -13 0.666666666667
-13 128 => -20 0.333333333333
-8 => 128 1.0
-17 => 128 0.571428571429
-17 => -5 0.285714285714
-17 => -12 0.142857142857
-17 -5 => 128 1.0
-8 128 -12 128 => -19 0.4
-8 128 -12 128 => -17 0.6
-12 128 => -19 0.117647058824
-12 128 => -12 0.470588235294
-12 128 => -8 0.235294117647
-12 128 => -17 0.176470588235
-19 128 => -19 0.5
-19 128 => -7 0.5
-19 => 128 1.0
-6 => 128 1.0
-15 128 => -13 1.0
-7 128 => -5 0.333333333333
-7 128 => -7 0.333333333333
-7 128 => -6 0.333333333333
-18 128 => -17 1.0
-6 128 => -18 1.0
-13 => 128 0.6
-13 => -8 0.4
-15 => 128 1.0
