52|	128|52	0.714285714286
128|52	48|128.52	1.0
128|52	53|	0.285714285714
128|42	43|	1.0
48|	43|	0.0555555555556
48|	128|48	0.117647058824
128|55.43	60|	0.5
128|55.43	48|	0.5
128|47	40|	0.333333333333
128|47	47|	0.666666666667
128|	52|	0.0877192982456
128|	41|	0.0701754385965
128|	54|	0.0350877192982
128|	55|	0.122807017544
128|	47|	0.0877192982456
128|	40|	0.0175438596491
128|	60|	0.0175438596491
128|	45|	0.0175438596491
128|	48|	0.280701754386
128|	42|	0.0350877192982
128|	43|	0.122807017544
128|	53|	0.105263157895
128|43	43|	0.25
128|43	45|	0.25
128|43	48|	0.5
55|	48|	0.111111111111
55|	128|55	0.5
128|48.128.52	41|	0.4
128|48.128.52	43|	0.6
47|	52|	0.4
47|	128|47	0.666666666667
60|	128|60	1.0
45|	128|45	1.0
48|128.52	128|48.128.52	0.6
43|	55|43	1.0
43|	48|	0.142857142857
43|	128|43	0.25
53|	128|53	0.333333333333
41|	128|41	0.5
128|55	52|	0.125
128|55	60|	0.125
128|55	43|	0.125
128|55	55|	0.5
128|55	48|	0.125
128|41	41|	0.5
128|41	53|	0.5
55|43	128|55.43	0.5
128|54	42|	1.0
128|60	55|	1.0
128|53	55|	0.333333333333
128|53	53|	0.333333333333
128|53	54|	0.333333333333
54|	128|54	1.0
128|48	41|	0.117647058824
128|48	52|	0.235294117647
128|48	43|	0.176470588235
128|48	48|	0.470588235294
42|	128|42	1.0
128|45	47|	1.0
