-20|	-24|-20	1.0
-24|	-22|	0.35294117647058826
-24|	-20|	0.14705882352941177
-24|	-36|	0.029411764705882353
-24|	-27|-24	0.8
-24|	-25|-24	1.0
-24|	-31|-24	0.8
-24|	-29|-24	0.7777777777777778
-24|	-32|-24	0.6666666666666666
-22|	-28|	0.03571428571428571
-22|	-30|	0.03571428571428571
-22|	-24|-22	1.0
-22|	-27|-22	1.0
-22|	-25|-22	0.8888888888888888
-22|	-29|-22	1.0
-39|	-26|	0.25
-39|	-24|-39	1.0
-39|	-27|-39	1.0
-36|	-20|	0.16666666666666666
-36|	-37|	0.16666666666666666
-36|	-34|	0.1111111111111111
-36|	-24|-36	0.5
-36|	-29|-36	1.0
-36|	-32|-36	0.6666666666666666
-31|	-32|	0.42857142857142855
-31|	-30|	0.05714285714285714
-31|	-24|-31	1.0
-31|	-29|-31	0.5882352941176471
-29|	-41|	0.22580645161290322
-29|	-32|	0.016129032258064516
-29|	-24|-29	0.35
-29|	-25|-29	0.5
-29|	-22|-29	0.5
-29|	-27|-29	0.5
-29|	-31|-29	1.0
-29|	-36|-29	1.0
-32|	-20|	0.3076923076923077
-32|	-34|	0.19230769230769232
-32|	-39|	0.07692307692307693
-32|	-29|-32	1.0
-32|	-31|-32	0.7142857142857143
-32|	-36|-32	1.0
-25|	-37|	0.05263157894736842
-25|	-28|	0.02631578947368421
-25|	-24|-25	0.35294117647058826
-25|	-27|-25	0.25
-25|	-29|-25	0.8
-41|	-29|	0.2857142857142857
-41|	-32|	0.07142857142857142
-41|	-24|-41	1.0
-41|	-36|-41	0.2857142857142857
-23|	-22|-23	1.0
-30|	-22|-30	1.0
-30|	-29|-30	0.5
-30|	-32|-30	1.0
-30|	-34|-30	1.0
-27|	-30|	0.10526315789473684
-27|	-26|	0.02631578947368421
-27|	-23|	0.02631578947368421
-27|	-28|	0.05263157894736842
-27|	-39|	0.05263157894736842
-27|	-25|-27	0.8235294117647058
-27|	-31|-27	1.0
-27|	-29|-27	0.3333333333333333
-26|	-27|-26	1.0
