-25|	-15|-25	1.0
-15|	-8|	0.1
-15|	-19|	0.5
-15|	-17|	0.1
-15|	-20|-15	0.6666666666666666
-26|	-13|	0.05555555555555555
-26|	-8|	0.05555555555555555
-26|	-15|-26	1.0
-26|	-20|-26	0.8
-8|	-13|	0.6666666666666666
-8|	-26|-8	0.5
-13|	-8|	0.36363636363636365
-13|	-24|	0.09090909090909091
-13|	-20|-13	1.0
-19|	-17|	0.1
-19|	-13|-19	1.0
-19|	-20|-19	0.14285714285714285
-17|	-13|-17	1.0
-17|	-19|-17	1.0
-20|	-16|	0.27906976744186046
-20|	-15|	0.16279069767441862
-20|	-13|	0.023255813953488372
-20|	-19|	0.09302325581395349
-20|	-26|	0.37209302325581395
-20|	-24|	0.06976744186046512
-24|	-13|	0.42857142857142855
-24|	-12|	0.14285714285714285
-24|	-20|-24	0.3333333333333333
-16|	-20|-16	0.3333333333333333
-16|	-24|-16	1.0
-12|	-15|	1.0
-15|-25	-8|	1.0
-15|-26	-17|	1.0
-13|-19	-8|	1.0
-13|-17	-24|	1.0
-20|-15	-15|	0.6666666666666666
-20|-15	-16|	0.3333333333333333
-20|-24	-19|	0.3333333333333333
-20|-24	-24|	0.3333333333333333
-20|-24	-15|	0.3333333333333333
-20|-26	-26|	0.8
-20|-26	-16|-20.-26	0.6666666666666666
-20|-16	-15|	0.4444444444444444
-20|-16	-26|-20.-16	1.0
-20|-16	-16|-20.-16	1.0
-20|-13	-16|	1.0
-20|-19	-26|	0.14285714285714285
-20|-19	-19|	0.42857142857142855
-20|-19	-24|	0.2857142857142857
-20|-19	-13|	0.14285714285714285
-19|-17	-17|	1.0
-24|-16	-20|-24	1.0
-26|-8	-8|	0.5
-26|-8	-15|-26	0.5
-16|-20.-26	-20|-16.-20.-26	1.0
-16|-20.-26	-24|-16	0.3333333333333333
-26|-20.-16	-20|-26.-20.-16	1.0
-16|-20.-16	-24|-16	1.0
-20|-16.-20.-26	-15|	1.0
-20|-26.-20.-16	-16|-20.-26	1.0
