72|	71|72	0.428571428571
68|	128|68	0.25
68|	66|	0.2
69|64	128|69	1.0
71|	72|	0.230769230769
71|	128|71	0.25
71|	74|	0.0769230769231
71|	69|	0.307692307692
71|	73|	0.0769230769231
67|	128|	0.1
67|	66|	0.4
67|	69|67	0.4
128|71	69|128	0.25
128|71	71|128	0.75
71|72	72|	0.428571428571
71|72	74|	0.142857142857
71|72	128|71	0.428571428571
69|128	68|	0.5
69|128	64|	0.5
57|	67|	1.0
66|	68|	0.5
66|	64|	0.5
128|68	67|	0.75
128|68	57|	0.25
76|	74|	1.0
71|128	69|	0.666666666667
71|128	73|	0.333333333333
69|67	67|	0.6
69|67	128|69	0.4
128|	72|	0.235294117647
128|	67|	0.294117647059
128|	69|128	0.5
128|	57|	0.0588235294118
128|	71|128	0.666666666667
128|	68|	0.117647058824
74|	76|	1.0
128|69	67|	0.125
128|69	69|128	0.125
128|69	72|	0.5
128|69	68|	0.25
69|	71|	0.0555555555556
69|	67|	0.222222222222
69|	128|69	0.25
69|	68|	0.111111111111
69|	64|	0.166666666667
64|	62|	0.25
64|	69|64	1.0
