-3|128.-6	128|-3.128.-6	1.0
-7|128	128|-7	0.813953488372
-7|128	-8|-7.128	0.5
0|128.-5.-1	2|0	1.0
-9|	0|-9	1.0
-9|	-8|-9	0.666666666667
-9|	128|-9	1.0
0|128.0	4|0	1.0
-1|0	0|-1	0.666666666667
-1|0	-3|-1	0.333333333333
-7|-8.-7	-10|-7	1.0
0|	-12|0	1.0
0|	-1|0	0.666666666667
0|	4|0	0.333333333333
0|	128|0	0.0416666666667
0|	2|0	0.571428571429
0|	-3|0	0.5
0|	-8|0	1.0
-5|128.2	128|-5.128.2	0.666666666667
128|-11	-16|	0.125
128|-11	-1|128.-11	1.0
128|-11	-10|	0.5
128|-11	-4|	0.25
-4|-1	-8|	0.25
-4|-1	-3|-4	0.75
-1|	0|-1	0.571428571429
-1|	128|-1	0.588235294118
-1|	-4|-1	0.25
-1|	2|-1	0.5
-1|	3|	0.0277777777778
-1|	-7|-1	1.0
-1|	-3|-1	1.0
-1|	-5|-1	0.5
0|-5	-8|0	0.285714285714
0|-5	4|0	0.285714285714
0|-5	128|0.-5	0.333333333333
-1|-3	128|-1	0.25
-1|-3	-4|-1	0.5
-1|-3	0|-1	0.25
128|-12.0	-5|	1.0
-13|128	128|-13	1.0
-9|128	128|-9	1.0
128|-12.128.-2	-12|128.-12	1.0
128|-1	2|128	0.117647058824
128|-1	0|128	0.588235294118
128|-1	-3|128	0.176470588235
128|-1	3|	0.117647058824
-8|4	128|-8.4	1.0
128|0.-5	-5|128.0	0.333333333333
128|0.-5	-7|128	0.333333333333
128|0.-5	0|128.0	0.333333333333
-8|-15	128|-8.-15	1.0
4|0	5|4.0	1.0
4|0	2|4	0.333333333333
-8|-7	-10|-8	0.0625
-8|-7	-9|	0.0625
-8|-7	-7|-8.-7	1.0
-8|-7	128|-8.-7	1.0
-8|-7	-5|-8	0.25
-4|	-8|	0.0555555555556
-4|	-3|-4	0.5
-4|	128|-4	0.0909090909091
9|	5|9	1.0
128|-3.-4	-8|128.-3	0.333333333333
128|-3.-4	-10|128.-3	0.666666666667
0|-3	128|0.-3	1.0
0|-3	-1|0	0.5
128|0.128.-5	-8|128.0	0.5
128|0.128.-5	2|128	0.5
2|4	6|	1.0
128|-8.-3	-7|128.-8.-3	1.0
-3|-1	-4|	1.0
-8|-12	-3|-8	1.0
128|-13	-12|	0.75
128|-13	-13|128	0.25
-8|	-10|-8	1.0
-8|	-7|-8	0.222222222222
