-13|128.-13	128|-13.128.-13	0.333333333333
128|-19.-17	-13|	1.0
-19|128.-19	-21|	0.545454545455
-19|128.-19	128|-19.128.-19	0.6
128|-20	-15|128.-20	1.0
128|-20	-17|	0.0855614973262
128|-20	-16|	0.133689839572
128|-20	-24|128.-20	1.0
128|-20	-26|	0.122994652406
128|-20	-5|	0.00534759358289
128|-20	-20|	0.524064171123
128|-20	-13|	0.0909090909091
128|-20	-19|128.-20	1.0
-24|-21	128|-24.-21	1.0
128|-26.128.-13	-16|	0.571428571429
128|-26.128.-13	-26|	0.285714285714
128|-26.128.-13	-13|	0.142857142857
128|-11	-26|128.-11	1.0
128|-11	-13|	0.25
128|-17.128.-21	-17|128.-17.128.-21	1.0
128|-17.128.-21	-19|	0.5
128|-13.128.-26.128.-11	-11|	1.0
128|-18.128.-13	-24|	1.0
-26|-19	128|-26.-19	1.0
128|-26.128.-11	-26|	0.333333333333
128|-26.128.-11	-13|128.-26.128.-11	1.0
-21|-19.128.-20	-24|-21	1.0
128|-24.128.-19	-17|128.-24.128.-19	1.0
128|-26.-19	-13|128.-26.-19	1.0
128|-5	-14|	0.2
128|-5	-20|128.-5	1.0
128|-19.128.-19	-13|	0.6
128|-19.128.-19	-17|	0.4
-20|128.-17	128|-20.128.-17	0.5
-14|	128|-14	1.0
-15|128.-20	128|-15.128.-20	1.0
-19|-17	128|-19.-17	1.0
-19|-17	-21|	0.333333333333
-19|-17	-15|-19	0.166666666667
128|-13	-13|128.-13	1.0
128|-13	-26|128.-13	1.0
128|-13	-18|128.-13	1.0
128|-13	-11|	0.0526315789474
128|-13	-16|	0.302631578947
128|-13	-24|	0.0263157894737
128|-13	-5|	0.0131578947368
128|-13	-20|	0.355263157895
128|-13	-15|	0.0131578947368
-26|128.-18	128|-26.128.-18	0.1
-19|128.-20	-21|-19.128.-20	1.0
128|-20.128.-18	-15|128.-20	0.0322580645161
128|-20.128.-18	-17|	0.0967741935484
128|-20.128.-18	-20|128.-20.128.-18	1.0
128|-20.128.-18	-13|	0.290322580645
128|-15	-13|	0.0769230769231
128|-15	-17|	0.0384615384615
128|-15	-15|	0.884615384615
128|-7	-24|	1.0
128|-18	-16|	0.0208333333333
128|-18	-24|	0.0416666666667
128|-18	-26|128.-18	1.0
128|-18	-17|128.-18	1.0
128|-18	-7|	0.0208333333333
128|-18	-13|128.-18	1.0
128|-18	-20|128.-18	1.0
-20|128.-20.128.-5	128|-20.128.-20.128.-5	0.25
-20|	128|-20	0.0267379679144
-20|128.-18	128|-20.128.-18	0.58064516129
128|-17.-15	-24|	1.0
128|-24.-21	-20|	1.0
-17|	-21|	0.025641025641
-17|	-19|-17	0.5
-17|	128|-17	0.328571428571
-13|128.-16	128|-13.128.-16	0.125
128|-24.128.-26	-13|	0.5
128|-24.128.-26	-26|	0.5
-17|128.-24	128|-17.128.-24	0.333333333333
128|-17	-17|	0.614285714286
128|-17	-24|	0.0142857142857
128|-17	-20|128.-17	1.0
128|-17	-5|	0.0142857142857
128|-17	-19|	0.328571428571
-26|128.-13	128|-26.128.-13	0.285714285714
128|-20.128.-17	-13|	0.5
128|-20.128.-17	-19|128.-20	0.5
128|-13.128.-18	-13|128.-13	1.0
-21|	128|-21	0.764705882353
-21|	-24|-21	1.0
128|-26.128.-18	-24|128.-26	0.1
128|-26.128.-18	-20|	0.9
-20|128.-20.128.-20.128.-18	128|-20.128.-20.128.-20.128.-18	0.0588235294118
-17|-15	-19|-17.-15	1.0
-17|-15	128|-17.-15	1.0
-16|	128|-16	0.0333333333333
128|-19	-19|128.-19	0.454545454545
128|-19	-17|	0.0606060606061
128|-19	-13|	0.333333333333
128|-19	-21|	0.212121212121
128|-19	-24|128.-19	1.0
128|-19	-15|	0.030303030303
-19|	128|-19	0.030303030303
-19|	-21|	0.2
-19|	-15|-19	1.0
-19|	-26|-19	1.0
-13|128.-26.-19	128|-13.128.-26.-19	0.5
128|-17.128.-24	-5|	0.166666666667
128|-17.128.-24	-17|	0.5
128|-17.128.-24	-19|128.-17.128.-24	1.0
128|-13.128.-16	-5|	0.125
128|-13.128.-16	-24|	0.125
128|-13.128.-16	-16|128.-13.128.-16	1.0
128|-15.128.-20	-17|	1.0
128|-17.128.-24.128.-19	-5|	1.0
-13|128.-18	128|-13.128.-18	1.0
128|-14	-15|128.-14	1.0
-19|-17.-15	-15|-19	1.0
-20|128.-5	128|-20.128.-5	1.0
12|	128|12	1.0
-5|	128|-5	0.8
-17|128.-18	128|-17.128.-18	1.0
-18|	128|-18	0.0416666666667
-18|128.-13	128|-18.128.-13	1.0
-17|128.-21	128|-17.128.-21	0.5
128|-20.128.-20.128.-5	-26|	0.75
128|-20.128.-20.128.-5	-24|128.-20	0.25
-19|128.-17.128.-24	-26|-19	1.0
-24|128.-20	128|-24.128.-20	0.2
128|-16.128.-13.128.-16	-26|	0.333333333333
128|-16.128.-13.128.-16	-24|	0.333333333333
128|-16.128.-13.128.-16	-13|128.-16	0.333333333333
-17|128.-17.128.-21	-21|	1.0
128|	-14|	0.0016
128|	-17|	0.1216
128|	-11|	0.0064
128|	-16|	0.096
128|	-24|	0.0512
128|	12|	0.0032
128|	-26|	0.0944
128|	-5|	0.008
128|	-13|	0.1232
128|	-20|	0.2992
128|	-7|	0.0016
128|	-21|	0.0112
128|	-19|	0.0624
128|	-18|	0.0768
128|	-15|	0.0432
128|-16	-17|	0.0166666666667
128|-16	-24|	0.0333333333333
128|-16	-13|128.-16	1.0
128|-16	-26|	0.0333333333333
128|-16	-18|	0.783333333333
-17|128.-24.128.-19	128|-17.128.-24.128.-19	1.0
128|-13.128.-13	-16|	0.333333333333
128|-13.128.-13	-13|128.-13	0.333333333333
128|-13.128.-13	-15|	0.333333333333
-16|128.-13.128.-16	128|-16.128.-13.128.-16	0.333333333333
-24|	128|-24	0.484848484848
-26|128.-11	128|-26.128.-11	0.333333333333
-20|128.-20.128.-18	128|-20.128.-20.128.-18	0.944444444444
-13|	128|-13	0.0526315789474
128|-13.128.-26.-19	-13|128.-13	0.5
128|-13.128.-26.-19	-11|	0.5
128|-24	-24|	0.484848484848
128|-24	-26|	0.030303030303
