12|128.7	128|12.128.7	0.1
24|	128|24	0.272727272727
24|	26|	0.0714285714286
24|	15|24	1.0
24|	17|	0.0714285714286
8|5	7|8	1.0
11|17.128	10|11	0.333333333333
11|17.128	12|11	0.666666666667
19|20	23|	1.0
14|15	17|14	0.166666666667
14|15	128|14	0.166666666667
14|15	18|	0.166666666667
14|15	12|14	0.5
11|128.11	17|11	1.0
9|6	12|9	0.5
9|6	7|	0.5
11|17	10|11	0.2
11|17	128|11.17	1.0
11|17	12|11	0.6
0|	2|0	0.1
0|	128|0	0.85
0|	1|	0.0816326530612
0|	-5|	0.0408163265306
0|	-1|	0.163265306122
0|	3|	0.0816326530612
0|	5|	0.0204081632653
128|12.128.14	14|	0.75
128|12.128.14	11|128	0.25
16|	17|16	0.5
16|	128|16	0.333333333333
15|128.10	128|15.128.10	0.857142857143
12|128.15	128|12.128.15	0.111111111111
-1|	0|-1	0.222222222222
-1|	2|-1	1.0
10|11	14|	1.0
128|19.17	17|128.19.17	1.0
128|12.128.0	24|	1.0
24|23	15|24	1.0
2|0.2	0|2	1.0
7|128.3	128|7.128.3	1.0
19|	128|19	0.12
19|	15|19	1.0
19|	24|19	0.5
19|	16|	0.0294117647059
19|	17|	0.0294117647059
19|	23|	0.0588235294118
19|	20|19	1.0
128|7.128.8	8|128	0.4
128|7.128.8	10|128.7	0.6
128|21	24|	0.333333333333
128|21	15|128.21	1.0
128|21	21|	0.222222222222
128|21	12|128.21	1.0
15|128.24	128|15.128.24	1.0
128|15.128.7	14|128.15	1.0
14|128.14	17|14	1.0
0|128.0.-1	-1|	1.0
8|7.128	128|8	1.0
3|5	7|3	0.0833333333333
3|5	5|3.5	1.0
3|5	0|3	0.166666666667
3|5	1|3	0.166666666667
3|5	2|3	0.5
9|	7|	0.0625
9|	12|9	1.0
9|	128|9	0.875
9|	11|9	1.0
9|	10|9	1.0
9|	3|	0.0625
20|19	21|20	1.0
19|128.12	128|19.128.12	0.5
11|	10|11	1.0
11|	8|11	1.0
11|	128|11	0.111111111111
11|	17|11	1.0
11|	14|11	0.333333333333
11|	12|11	0.5
128|0.-1	0|128.0.-1	1.0
22|21	23|	0.5
22|21	19|22	0.5
128|12.128.9	21|	0.142857142857
128|12.128.9	12|128.12	0.571428571429
128|12.128.9	11|128	0.285714285714
128|12.128.7	10|128.12	0.1
128|12.128.7	19|128.12	0.1
128|12.128.7	12|128.12	0.8
128|16	17|128	0.666666666667
128|16	19|	0.333333333333
128|10	12|	0.0666666666667
128|10	8|128	0.2
128|10	14|	0.133333333333
128|10	9|128	0.0666666666667
128|10	7|128	0.0666666666667
128|10	15|128.10	1.0
128|19.128.22	22|	0.333333333333
128|19.128.22	15|	0.666666666667
1|	0|1	1.0
1|	3|1	0.5
128|15	24|	0.0384615384615
128|15	15|128.15	0.75
128|15	3|128	0.0192307692308
128|15	10|	0.134615384615
128|15	13|	0.0384615384615
128|15	14|128.15	0.8
128|15	19|	0.0769230769231
128|15	21|	0.0384615384615
128|15	12|128.15	1.0
128|15	20|	0.0192307692308
128|15	17|128.15	1.0
128|15	22|	0.0384615384615
128|12.128.15	19|128.12	0.111111111111
128|12.128.15	8|128	0.111111111111
128|12.128.15	15|128.12	0.333333333333
128|12.128.15	7|128.12.128.15	1.0
128|15.13	13|	1.0
128|18	19|	1.0
128|15.128.24	22|	1.0
0|1	1|	1.0
128|24.19	19|	1.0
19|22	23|	1.0
17|16	20|17	0.5
17|16	18|	0.5
128|11	11|128.11	1.0
128|11	7|128.11	1.0
128|11	12|128.11	1.0
18|	128|18	1.0
18|	19|18	0.333333333333
12|9	15|12	1.0
9|128	128|9	1.0
0|128.24	128|0.128.24	1.0
19|128.20	17|	0.333333333333
19|128.20	128|19.128.20	0.5
0|4	-1|	1.0
128|15.128.21	3|128	1.0
17|128.15	128|17	1.0
15|19	14|15	1.0
15|17	17|15	0.571428571429
15|17	14|15	0.285714285714
15|17	12|15	0.142857142857
19|128.19	24|19	1.0
128|10.128.7	8|128	0.75
128|10.128.7	9|128	0.25
10|	128|10	0.0666666666667
10|	12|10	1.0
10|	8|10	1.0
10|	14|	0.05
10|	11|10	1.0
15|128.21	128|15.128.21	1.0
26|	128|26	1.0
7|6	9|7	1.0
15|128.15	17|15	0.125
15|128.15	14|15	0.125
15|128.15	128|15.128.15	0.666666666667
14|11	17|14	0.666666666667
14|11	12|14	0.333333333333
15|128.7	128|15.128.7	1.0
15|128.12	128|15.128.12	0.333333333333
11|9	12|11	1.0
7|128.12.128.15	128|7.128.12.128.15	1.0
3|128	6|	0.25
3|128	128|3	0.75
5|7	8|5	0.230769230769
5|7	3|5	0.692307692308
5|7	7|5.7	1.0
3|2	7|3	0.1
3|2	2|3	0.2
3|2	5|3	0.6
3|2	-1|	0.1
17|128.12	11|17.128	1.0
-3|	-1|	1.0
6|	7|6	1.0
6|	9|6	0.5
14|20	128|14.20	1.0
14|128.2	15|14	1.0
128|7.128.7	0|128	0.333333333333
128|7.128.7	2|128	0.666666666667
19|128.7	24|19	1.0
128|9	5|128	0.125
128|9	12|128.9	1.0
128|17	17|128	0.0454545454545
128|17	19|	0.136363636364
128|17	15|	0.409090909091
128|17	12|128.17	1.0
128|17	14|	0.181818181818
128|17	20|	0.0454545454545
128|17	22|	0.0909090909091
17|128.20	128|17.128.20	0.5
20|17	24|	0.5
20|17	19|20	0.5
7|3	6|	0.333333333333
7|3	12|7	0.333333333333
7|3	5|7	0.333333333333
13|	128|13	1.0
13|	14|13	1.0
13|	15|13	1.0
15|128.17.128.19.17	13|	1.0
15|128.20	128|15.128.20	1.0
7|128.0	8|7.128	1.0
128|19.128.20	22|	0.5
128|19.128.20	20|	0.5
128|12.7	15|128.12	1.0
128|12.128.21	21|	1.0
128|10.128.12	7|128	0.5
128|10.128.12	12|	0.5
0|-1	2|0	0.666666666667
0|-1	-5|	0.222222222222
0|-1	128|0.-1	1.0
128|4	7|128	1.0
128|7	12|128.7	1.0
128|7	2|128	0.0625
128|7	3|128	0.125
128|7	0|128	0.03125
128|7	8|128	0.0625
128|7	19|128.7	1.0
128|7	10|128.7	1.0
128|7	7|128.7	1.0
128|7	15|128.7	1.0
128|7	11|128	0.0625
12|11.10	13|	1.0
2|128	128|2	1.0
128|0.2	12|128.0	1.0
7|	12|7	1.0
7|	5|7	0.230769230769
7|	4|	0.0147058823529
7|	128|7	0.0625
7|	6|	0.0294117647059
7|	8|7	0.153846153846
7|	3|	0.0147058823529
7|	9|7	0.8
128|11.17	11|128.11	1.0
22|23	23|	1.0
128|14.128.19	18|128	1.0
12|128.17	128|12.128.17	1.0
128|15.128.22	21|	1.0
17|12	20|17	0.5
17|12	11|17	0.5
7|8	5|7	0.909090909091
7|8	4|	0.0909090909091
5|3	7|5	0.916666666667
5|3	3|5	0.0833333333333
12|7	128|12.7	1.0
128|12.11	17|128.12	0.6
128|12.11	0|128.12	0.2
128|12.11	7|128	0.2
15|14	16|	0.5
15|14	14|15	0.25
15|14	128|15	0.25
128|15.128.20	20|	1.0
128|19.128.12	24|	0.5
128|19.128.12	19|128.19	0.5
21|20	22|21	1.0
12|128.0	128|12.128.0	1.0
128|24	24|	0.272727272727
128|24	19|	0.0909090909091
128|24	21|	0.181818181818
128|24	0|128.24	1.0
128|24	22|	0.181818181818
128|24	12|128.24	1.0
128|24	15|128.24	1.0
12|	128|12	0.0724637681159
12|	7|12	0.25
12|	11|12	0.666666666667
12|	13|	0.0120481927711
12|	17|12	0.5
12|	15|12	1.0
12|	14|12	0.666666666667
128|12.128.17	16|	1.0
20|	24|	0.0666666666667
20|	19|20	1.0
20|	21|20	1.0
20|	14|20	1.0
20|	22|	0.0666666666667
20|	128|20	0.333333333333
14|128.19	128|14.128.19	1.0
14|128.19	12|14	0.333333333333
7|128.11	128|7.128.11	1.0
128|0	4|	0.05
128|0	0|128	0.85
128|0	12|128.0	1.0
128|0	7|128.0	1.0
-5|	-6|	0.333333333333
-5|	-3|	0.666666666667
10|8	8|10	1.0
2|-1	0|2	1.0
7|128.7	128|7.128.7	0.333333333333
11|10	12|11.10	1.0
128|12.14	11|128	1.0
14|17	15|14	0.25
14|17	19|	0.5
14|17	22|	0.25
14|12	15|14	0.333333333333
14|12	11|14	0.666666666667
4|	0|4	1.0
4|	128|4	1.0
4|	2|4	1.0
8|10	7|8	1.0
0|128.12	2|0	1.0
128|3	7|128.3	1.0
