-7|128	-8|-7.128	1.0
128|-1	-1|128	0.428571428571
128|-1	2|128	0.0714285714286
128|-1	4|128.-1	1.0
128|-1	-6|	0.0714285714286
128|-1	-3|128	0.214285714286
128|-1	9|	0.0714285714286
-1|0	128|-1	0.458333333333
-1|0	0|-1	0.166666666667
-1|0	2|-1	0.0833333333333
-1|0	-3|-1	0.291666666667
0|	2|0	0.470588235294
0|	-1|0	0.458333333333
0|	4|0	0.75
0|	128|0	0.111111111111
0|	-3|0	0.666666666667
0|	-5|0	0.5
-1|	128|-1	0.0714285714286
-1|	0|-1	0.25
-1|	5|-1	1.0
-1|	2|-1	0.428571428571
-1|	-5|-1	0.111111111111
-1|	-3|-1	0.428571428571
0|-5	4|0	0.75
0|-5	-5|0	0.25
-1|-3	2|-1	0.142857142857
-1|-3	0|-1	0.285714285714
-1|-3	-5|-1.-3	1.0
-1|-3	-3|-1	0.285714285714
-1|-3	128|-1.-3	1.0
2|0.2	4|2	1.0
0|-12	4|0	1.0
4|0	7|	0.25
4|0	0|4.0	0.666666666667
9|	7|9	0.25
9|	11|	0.2
2|4	0|2	0.555555555556
2|4	7|	0.111111111111
2|4	128|2.4	0.666666666667
11|	14|	0.333333333333
11|	9|	0.333333333333
11|	12|	0.333333333333
-3|-1	-1|-3	0.142857142857
-3|-1	-5|-3.-1	0.666666666667
-3|-1	0|-3	0.142857142857
-3|-1	128|-3	0.428571428571
-3|-1	-4|	0.0714285714286
-8|-12	-5|-8	1.0
-8|	-10|-8	1.0
-8|	-7|-8	0.5
-8|	128|-8	0.5
-8|	-12|	0.1875
-8|	-5|-8	1.0
-8|-7.-5	128|-8	1.0
1|	2|1	1.0
-12|-10.128	128|-12	1.0
0|2.0	128|0	1.0
-1|0.128	128|-1.0.128	0.25
-1|128.-3	0|-1.128	1.0
128|-3	-1|128.-3	1.0
128|-3	0|128	0.333333333333
128|-3	-5|128	0.333333333333
128|-7	-8|128.-7	1.0
128|-6	4|	0.5
128|-6	-5|128	0.5
-3|-5	-1|-3	0.428571428571
-3|-5	9|	0.142857142857
-3|-5	-5|-3	0.428571428571
-7|-3	-8|-7.-3	1.0
-3|128	6|	0.111111111111
-3|128	-5|-3	0.555555555556
-3|128	-4|	0.333333333333
-1|-5.-3	5|-1	0.5
-1|-5.-3	-3|-1	0.5
-1|0.-1	-3|-1.0.-1	1.0
-1|0.-1	128|-1	0.25
6|7	4|6	1.0
128|-8	-10|128	0.5
128|-8	-8|128	0.5
0|4.0	-5|0	0.666666666667
0|4.0	-3|0	0.333333333333
7|6	6|7	0.666666666667
7|6	9|7	0.333333333333
128|2.4	0|128.2.4	1.0
128|2.4	4|128.2	0.333333333333
-3|-4	-1|-3.-4	1.0
2|1	128|2	1.0
-5|-8	-8|-5	1.0
4|128.-1	0|4	1.0
-3|	-1|-3	0.142857142857
-3|	9|	0.027027027027
-3|	6|	0.027027027027
-3|	0|-3	1.0
-3|	-5|-3	0.461538461538
-3|	2|-3	1.0
-3|	-4|	0.108108108108
-3|	-7|-3	1.0
-3|	128|-3	0.333333333333
6|	4|6	1.0
6|	7|6	0.333333333333
-8|-7.-8	-10|-8	1.0
2|0.-1	4|2	0.6
2|0.-1	-1|2.0	0.4
-8|-7.128	128|-8	1.0
4|7	0|4	1.0
-10|-12	128|-10	0.666666666667
-10|-12	0|	0.333333333333
-8|128	-10|-8	0.25
-8|128	-12|	0.25
-8|128	-7|-8.128	1.0
0|128.2.4	128|0	1.0
-1|5	-5|-1	1.0
128|-12	2|128	1.0
128|-4	-3|128	1.0
-3|0	2|-3	0.333333333333
-3|0	-7|-3	0.666666666667
0|4	-1|0.4	1.0
0|4	2|0.4	1.0
0|4	-3|0	0.0769230769231
0|4	-5|0	0.230769230769
7|9	2|	0.25
7|9	5|	0.75
0|-1	-1|0.-1	0.25
0|-1	2|0.-1	0.4
0|-1	128|0.-1	0.333333333333
128|4	2|128	0.222222222222
128|4	0|128.4	1.0
128|4	4|128.4	0.5
2|-3	5|2	1.0
2|128	0|2	0.25
2|128	1|	0.25
2|128	4|2	0.5
-7|-8.128	-5|-7	1.0
7|	6|7	1.0
7|	9|7	1.0
7|	2|	0.0625
7|	4|7	1.0
7|	5|	0.4375
