14 => 24 0.10126582278481013
14 => 11 0.06329113924050633
14 => 5 0.0379746835443038
14 => 15 0.26582278481012656
14 => 23 0.06329113924050633
14 => 0 0.012658227848101266
14 => -18 0.012658227848101266
14 => 9 0.02531645569620253
14 => 3 0.012658227848101266
14 => 8 0.012658227848101266
14 => 7 0.012658227848101266
14 => 2 0.0379746835443038
14 => 12 0.12658227848101267
14 => 26 0.012658227848101266
14 => 16 0.012658227848101266
14 => -15 0.012658227848101266
14 => 10 0.012658227848101266
14 => -5 0.012658227848101266
14 => 4 0.012658227848101266
14 => -1 0.02531645569620253
14 => 17 0.012658227848101266
14 => -13 0.012658227848101266
14 => -12 0.012658227848101266
14 => 20 0.012658227848101266
14 => -7 0.012658227848101266
14 => -10 0.012658227848101266
14 => -24 0.02531645569620253
14 => 13 0.012658227848101266
5 => 15 0.015625
5 => 17 0.0625
5 => 10 0.046875
5 => 2 0.046875
5 => 19 0.03125
5 => 12 0.03125
5 => 1 0.0625
5 => -17 0.046875
5 => -16 0.046875
5 => 8 0.03125
5 => 9 0.046875
5 => -8 0.015625
5 => 3 0.078125
5 => 7 0.0625
5 => 6 0.203125
5 => 11 0.03125
5 => -13 0.015625
5 => -11 0.015625
5 => 4 0.03125
5 => 14 0.046875
5 => -19 0.015625
5 => -14 0.015625
5 14 => 12 0.3333333333333333
5 14 => 17 0.3333333333333333
5 14 => 4 0.3333333333333333
-13 => 14 0.09523809523809523
-13 => 12 0.09523809523809523
-13 => -12 0.5714285714285714
-13 => -16 0.047619047619047616
-13 => 11 0.047619047619047616
-13 => 3 0.09523809523809523
-13 => 5 0.047619047619047616
-13 14 => 5 0.5
-13 14 => -12 0.5
16 => 14 0.1111111111111111
16 => 17 0.3333333333333333
16 => 9 0.05555555555555555
16 => 13 0.05555555555555555
16 => 25 0.1111111111111111
16 => 4 0.05555555555555555
16 => -3 0.05555555555555555
16 => 11 0.05555555555555555
16 => -24 0.05555555555555555
16 => -5 0.05555555555555555
16 => 6 0.05555555555555555
16 14 => 23 0.5
16 14 => 15 0.5
15 => 12 0.07352941176470588
15 => 17 0.23529411764705882
15 => 24 0.14705882352941177
15 => 14 0.16176470588235295
15 => 0 0.029411764705882353
15 => 3 0.04411764705882353
15 => 7 0.04411764705882353
15 => 13 0.04411764705882353
15 => 16 0.029411764705882353
15 => 8 0.014705882352941176
15 => 10 0.04411764705882353
15 => -2 0.014705882352941176
15 => 4 0.014705882352941176
15 => 23 0.014705882352941176
15 => 2 0.029411764705882353
15 => 5 0.029411764705882353
15 => -6 0.014705882352941176
15 => -24 0.014705882352941176
15 14 => 24 0.36363636363636365
15 14 => 12 0.09090909090909091
15 14 => -24 0.18181818181818182
15 14 => 23 0.18181818181818182
15 14 => 5 0.09090909090909091
15 14 => -5 0.09090909090909091
12 => 14 0.2289156626506024
12 => 3 0.04819277108433735
12 => 5 0.012048192771084338
12 => 22 0.024096385542168676
12 => 20 0.024096385542168676
12 => -11 0.024096385542168676
12 => -12 0.024096385542168676
12 => 7 0.024096385542168676
12 => -9 0.024096385542168676
12 => 24 0.03614457831325301
12 => 9 0.03614457831325301
12 => 21 0.04819277108433735
12 => 10 0.08433734939759036
12 => -17 0.024096385542168676
12 => -1 0.024096385542168676
12 => 11 0.03614457831325301
12 => -15 0.012048192771084338
12 => 8 0.024096385542168676
12 => 13 0.024096385542168676
12 => 18 0.024096385542168676
12 => 17 0.012048192771084338
12 => -10 0.024096385542168676
12 => 2 0.012048192771084338
12 => 0 0.024096385542168676
12 => -6 0.012048192771084338
12 => 15 0.024096385542168676
12 => 19 0.024096385542168676
12 => -7 0.024096385542168676
12 => -8 0.012048192771084338
12 => -5 0.012048192771084338
12 => -4 0.012048192771084338
12 15 => 14 0.5
12 15 => 7 0.5
12 15 14 => 5 1.0
-6 => 10 0.25
-6 => 14 0.125
-6 => 11 0.125
-6 => 5 0.125
-6 => 21 0.125
-6 => 17 0.125
-6 => 15 0.125
-6 14 => 26 1.0
2 => 14 0.14285714285714285
2 => -15 0.03571428571428571
2 => 7 0.10714285714285714
2 => 11 0.07142857142857142
2 => 15 0.07142857142857142
2 => 8 0.03571428571428571
2 => -14 0.07142857142857142
2 => 12 0.03571428571428571
2 => 9 0.03571428571428571
2 => 10 0.03571428571428571
2 => 3 0.17857142857142858
2 => -10 0.03571428571428571
2 => 5 0.03571428571428571
2 => -1 0.03571428571428571
2 => 19 0.03571428571428571
2 => 0 0.03571428571428571
2 14 => 12 0.25
2 14 => 15 0.5
2 14 => 9 0.25
3 => 20 0.047619047619047616
3 => 15 0.023809523809523808
3 => 19 0.11904761904761904
3 => 6 0.023809523809523808
3 => 9 0.047619047619047616
3 => 12 0.047619047619047616
3 => 17 0.047619047619047616
3 => -10 0.047619047619047616
3 => -9 0.023809523809523808
3 => -5 0.07142857142857142
3 => 4 0.09523809523809523
3 => 10 0.023809523809523808
3 => -11 0.023809523809523808
3 => 8 0.023809523809523808
3 => 1 0.023809523809523808
3 => -1 0.023809523809523808
3 => -2 0.023809523809523808
3 => 7 0.023809523809523808
3 => -6 0.023809523809523808
3 => -17 0.023809523809523808
3 => 0 0.09523809523809523
3 => 5 0.047619047619047616
3 => 14 0.023809523809523808
3 => 2 0.023809523809523808
3 14 => 20 1.0
-3 => -10 0.2857142857142857
-3 => 10 0.14285714285714285
-3 => 12 0.07142857142857142
-3 => -12 0.07142857142857142
-3 => 7 0.07142857142857142
-3 => 27 0.07142857142857142
-3 => 14 0.07142857142857142
-3 => 18 0.14285714285714285
-3 => 9 0.07142857142857142
-3 14 => -1 1.0
17 => 14 0.06557377049180328
17 => 19 0.21311475409836064
17 => 24 0.06557377049180328
17 => 15 0.13114754098360656
17 => 7 0.03278688524590164
17 => 5 0.06557377049180328
17 => 26 0.08196721311475409
17 => 0 0.01639344262295082
17 => 12 0.04918032786885246
17 => 18 0.03278688524590164
17 => 16 0.04918032786885246
17 => -4 0.01639344262295082
17 => -10 0.01639344262295082
17 => 20 0.03278688524590164
17 => 3 0.03278688524590164
17 => 2 0.01639344262295082
17 => -24 0.06557377049180328
17 => -17 0.01639344262295082
17 14 => 15 1.0
13 => 8 0.21052631578947367
13 => 11 0.05263157894736842
13 => 14 0.21052631578947367
13 => 6 0.05263157894736842
13 => -4 0.05263157894736842
13 => 20 0.05263157894736842
13 => 2 0.05263157894736842
13 => 17 0.05263157894736842
13 => 10 0.05263157894736842
13 => -5 0.05263157894736842
13 => 12 0.10526315789473684
13 => 22 0.05263157894736842
13 14 => 10 0.25
13 14 => 15 0.25
13 14 => 12 0.25
13 14 => 13 0.25
-4 => -20 0.11764705882352941
-4 => -14 0.058823529411764705
-4 => -5 0.058823529411764705
-4 => 18 0.058823529411764705
-4 => 12 0.058823529411764705
-4 => -18 0.058823529411764705
-4 => 5 0.058823529411764705
-4 => 16 0.058823529411764705
-4 => 32 0.058823529411764705
-4 => -7 0.058823529411764705
-4 => -2 0.058823529411764705
-4 => 14 0.058823529411764705
-4 => 24 0.058823529411764705
-4 => 17 0.11764705882352941
-4 => 8 0.058823529411764705
-4 14 => -1 1.0
-24 => 14 0.11764705882352941
-24 => 8 0.058823529411764705
-24 => 0 0.058823529411764705
-24 => -26 0.058823529411764705
-24 => 27 0.058823529411764705
-24 => 18 0.11764705882352941
-24 => 26 0.058823529411764705
-24 => 25 0.058823529411764705
-24 => 15 0.11764705882352941
-24 => 23 0.058823529411764705
-24 => 19 0.058823529411764705
-24 => 17 0.058823529411764705
-24 => 16 0.058823529411764705
-24 => 24 0.058823529411764705
-24 14 => 11 0.5
-24 14 => 24 0.5
-16 => -19 0.18181818181818182
-16 => -4 0.045454545454545456
-16 => -14 0.2727272727272727
-16 => -17 0.045454545454545456
-16 => -15 0.09090909090909091
-16 => -7 0.045454545454545456
-16 => 14 0.045454545454545456
-16 => 12 0.045454545454545456
-16 => 3 0.045454545454545456
-16 => -1 0.045454545454545456
-16 => 8 0.045454545454545456
-16 => 5 0.045454545454545456
-16 => 31 0.045454545454545456
-16 14 => -15 1.0
-9 => -10 0.05555555555555555
-9 => -2 0.1111111111111111
-9 => -3 0.08333333333333333
-9 => 8 0.027777777777777776
-9 => -12 0.08333333333333333
-9 => 12 0.08333333333333333
-9 => 2 0.027777777777777776
-9 => -7 0.05555555555555555
-9 => 3 0.027777777777777776
-9 => 7 0.027777777777777776
-9 => -8 0.05555555555555555
-9 => -13 0.027777777777777776
-9 => -11 0.19444444444444445
-9 => 18 0.05555555555555555
-9 => 27 0.027777777777777776
-9 => 14 0.027777777777777776
-9 => -5 0.027777777777777776
-9 14 => 12 1.0
7 => 15 0.05128205128205128
7 => 14 0.01282051282051282
7 => 19 0.038461538461538464
7 => -17 0.02564102564102564
7 => -14 0.05128205128205128
7 => -12 0.0641025641025641
7 => -10 0.02564102564102564
7 => 6 0.07692307692307693
7 => 12 0.038461538461538464
7 => 1 0.02564102564102564
7 => -2 0.02564102564102564
7 => -7 0.01282051282051282
7 => -5 0.038461538461538464
7 => 4 0.038461538461538464
7 => 9 0.07692307692307693
7 => 2 0.038461538461538464
7 => 8 0.14102564102564102
7 => 5 0.07692307692307693
7 => 13 0.01282051282051282
7 => 10 0.02564102564102564
7 => -11 0.02564102564102564
7 => -4 0.01282051282051282
7 => 26 0.01282051282051282
7 => -8 0.01282051282051282
7 => -19 0.01282051282051282
7 => 3 0.01282051282051282
7 => 0 0.01282051282051282
7 14 => 23 1.0
11 => 12 0.25
11 => 7 0.0625
11 => 14 0.020833333333333332
11 => 17 0.0625
11 => -9 0.041666666666666664
11 => 8 0.020833333333333332
11 => 2 0.020833333333333332
11 => 0 0.020833333333333332
11 => 20 0.0625
11 => 9 0.16666666666666666
11 => -12 0.020833333333333332
11 => 16 0.020833333333333332
11 => 6 0.041666666666666664
11 => -4 0.020833333333333332
11 => -7 0.020833333333333332
11 => 5 0.020833333333333332
11 => -19 0.020833333333333332
11 => -5 0.020833333333333332
11 => -10 0.020833333333333332
11 => -17 0.020833333333333332
11 => -2 0.020833333333333332
