9|	7|	1.0
7|	2|7	1.0
2|	5|	0.1
2|	4|	0.2
2|	1|	0.1
2|	-7|2	1.0
2|	-17|2	1.0
2|	0|2	1.0
2|	-5|2	1.0
2|	-2|2	1.0
0|	-20|	0.02040816326530612
0|	-14|	0.02040816326530612
0|	2|0	1.0
0|	-7|0	0.7777777777777778
0|	-17|0	1.0
0|	-8|0	1.0
0|	-12|0	0.45454545454545453
0|	-10|0	1.0
0|	-1|0	0.3333333333333333
0|	-3|0	1.0
0|	-5|0	0.9285714285714286
-8|	-5|	0.041666666666666664
-8|	1|	0.041666666666666664
-8|	2|-8	1.0
-8|	-7|-8	0.6666666666666666
-8|	-12|-8	0.8888888888888888
-8|	-10|-8	0.3333333333333333
-8|	0|-8	0.75
-8|	-6|-8	0.5
4|	2|4	0.5
4|	-7|4	1.0
-2|	1|	0.16666666666666666
-2|	-14|	0.08333333333333333
-2|	2|-2	1.0
-2|	-7|-2	1.0
-2|	-12|-2	0.5
-2|	-10|-2	1.0
-2|	-5|-2	1.0
-7|	2|-7	0.5
-7|	-8|-7	0.25
-7|	-10|-7	1.0
-7|	-3|-7	0.5
-7|	0|-7	0.125
-7|	-5|-7	0.5
-7|	-15|-7	1.0
-7|	-2|-7	1.0
5|	4|	1.0
-17|	-1|	0.6530612244897959
-17|	-7|-17	0.5
-17|	-12|-17	0.5
-17|	-10|-17	0.6
-17|	-5|-17	0.625
1|	-22|	0.25
1|	-7|1	1.0
1|	-8|1	1.0
-10|	-22|	0.15789473684210525
-10|	-13|	0.02631578947368421
-10|	-18|	0.02631578947368421
-10|	-27|	0.07894736842105263
-10|	-7|-10	0.5
-10|	-17|-10	0.8
-10|	-8|-10	0.3333333333333333
-10|	-1|-10	0.6666666666666666
-10|	-3|-10	1.0
-10|	0|-10	1.0
-10|	-5|-10	0.42857142857142855
-10|	-6|-10	0.5
-5|	-13|	0.03125
-5|	12|	0.015625
-5|	-7|-5	1.0
-5|	-17|-5	0.1
-5|	-8|-5	1.0
-5|	-12|-5	1.0
-5|	-10|-5	0.5
-5|	-1|-5	0.8
-5|	-3|-5	1.0
-5|	0|-5	0.7647058823529411
-5|	-15|-5	1.0
-5|	-6|-5	0.4
-5|	-2|-5	0.5
-1|	-25|	0.02040816326530612
-1|	-17|-1	1.0
-1|	-12|-1	0.8571428571428571
-1|	-10|-1	0.3333333333333333
-1|	-3|-1	0.3333333333333333
-1|	0|-1	0.5
-1|	-5|-1	0.14285714285714285
-1|	-13|-1	1.0
-19|	-17|-19	1.0
-3|	-7|	0.09523809523809523
-3|	-11|	0.047619047619047616
-3|	-4|	0.047619047619047616
-3|	-8|-3	1.0
-3|	-12|-3	0.5
-3|	-10|-3	0.5
-3|	-1|-3	1.0
-3|	0|-3	0.5
-3|	-5|-3	1.0
-3|	-15|-3	1.0
-3|	-6|-3	1.0
-6|	-18|	0.17647058823529413
-6|	-8|-6	1.0
-6|	-10|-6	1.0
-6|	-22|-6	1.0
-6|	-3|-6	0.25
-6|	-5|-6	0.25
-15|	-22|	0.5
-15|	-8|-15	1.0
-15|	-3|-15	1.0
-15|	-6|-15	1.0
-12|	-20|	0.02702702702702703
-12|	-17|	0.21621621621621623
-12|	-10|-12	0.5
-12|	-3|-12	0.6666666666666666
-12|	0|-12	0.08333333333333333
-12|	-5|-12	0.8888888888888888
-12|	-2|-12	0.5
-20|	-19|	0.5
-20|	-1|-20	1.0
-22|	-17|	0.08333333333333333
-22|	-10|-22	0.375
-22|	-5|-22	1.0
-22|	-6|-22	1.0
-18|	-13|	0.25
-18|	-10|-18	1.0
-18|	-6|-18	1.0
-13|	-1|-13	0.25
-13|	-5|-13	0.8
-11|	-3|-11	1.0
-4|	-5|-4	1.0
-25|	-13|	1.0
-14|	-2|-14	0.5
-27|	-15|	1.0
12|	-12|	1.0
2|0	4|	1.0
2|7	5|	1.0
2|-8	1|	1.0
2|4	0|2	0.5
2|4	-5|2	0.5
2|-2	-2|2	1.0
2|-7	-7|2	0.5
2|-7	-17|2	0.5
-7|0	0|-7	0.7777777777777778
-7|0	-2|-7	0.2222222222222222
-7|-17	-8|-7	0.5
-7|-17	-15|-7	0.5
-7|1	-3|-7	1.0
-7|-10	-5|-7	0.5
-7|-10	-3|-7	0.5
-7|-5	-10|-7	1.0
-7|2	2|-7	1.0
-7|-2	-3|-7	1.0
-7|4	2|-7	1.0
-7|-8	-8|-7	0.6666666666666666
-7|-8	-5|-7	0.3333333333333333
-17|0	-10|-17	1.0
-17|2	-7|-17	1.0
-17|-1	-1|	1.0
-17|-5	-12|-17	0.1
-17|-5	-5|-17	0.8
-17|-5	-7|-17	0.1
-17|-19	-12|-17	1.0
-17|-10	-1|-17.-10	1.0
-17|-10	-10|-17	0.8
-8|-7	-5|	0.25
-8|-7	-12|-8.-7	1.0
-8|-7	-10|-8	0.25
-8|-7	-7|-8	0.25
-8|-3	1|	1.0
-8|1	2|-8	1.0
-8|-6	-10|-8	1.0
-8|-5	-12|-8	1.0
-8|-15	-7|-8	1.0
-8|0	0|-8	1.0
-8|-10	-7|-8	0.3333333333333333
-8|-10	-6|-8	0.6666666666666666
-12|-2	-3|-12	0.5
-12|-2	-2|-12	0.5
-12|-8	-17|	0.8888888888888888
-12|-8	-20|	0.1111111111111111
-12|-5	-5|-12	1.0
-12|-3	-2|-12	0.5
