9|	7|	1.0
-12|-3	-3|-12	0.5
-12|-1	0|-12	0.8571428571428571
-12|-1	-3|-12	0.14285714285714285
-12|-17	0|-12.-17	1.0
-12|-17	-10|-12	0.5
-12|0	0|-12.0	0.2
-12|0	-5|-12	0.45454545454545453
-12|0	-10|-12	0.09090909090909091
-10|-3	-3|-10	0.5
-10|-3	-5|-10	0.25
-10|-3	-1|-10	0.25
-10|-6	-17|-10	1.0
-10|-5	-17|-10	0.5
-10|-5	-1|-10	0.25
-10|-5	-8|-10	0.25
-10|-8	-13|	0.3333333333333333
-10|-8	-5|-10	0.3333333333333333
-10|-8	-8|-10	0.3333333333333333
-10|-2	-6|-10	1.0
-10|-22	-22|	0.375
-10|-22	-18|	0.125
-10|-22	-27|	0.375
-10|-22	-17|-10	0.125
-10|0	-5|-10	1.0
-10|-17	-5|-10	0.6
-10|-17	-6|-10	0.4
-10|-1	-1|-10	0.3333333333333333
-10|-1	0|-10	0.3333333333333333
-10|-1	-5|-10	0.3333333333333333
-10|-7	-7|-10	1.0
-10|-18	-22|	1.0
-10|-12	-22|-10.-12	1.0
-10|-12	-8|-10	0.5
-22|-6	-6|-22	1.0
-1|-20	-3|-1	1.0
-1|0	-5|-1	0.3333333333333333
-1|0	-3|-1	0.6666666666666666
-1|-5	-5|-1	0.8
-1|-5	-12|-1	0.2
-1|-13	-25|	0.25
-1|-13	-17|-1	0.25
-1|-13	-13|-1	0.5
-1|-10	-10|-1	0.6666666666666666
-1|-10	-13|-1	0.3333333333333333
-1|-3	0|-1	1.0
-3|-7	-7|	0.25
-3|-7	-4|	0.25
-3|-7	0|-3	0.5
-3|-15	-10|-3	1.0
-3|-6	-11|	0.25
-3|-6	-8|-3	0.25
-3|-6	-6|-3	0.5
-3|-5	-5|-3	1.0
-3|-1	-7|	0.3333333333333333
-3|-1	-1|-3	0.3333333333333333
-3|-1	-5|-3	0.3333333333333333
-3|-11	-15|-3	1.0
-3|0	0|-3	1.0
-3|-12	-12|-3	0.6666666666666666
-3|-12	-10|-3	0.3333333333333333
-3|-10	-10|-3	1.0
0|-12	-14|	0.08333333333333333
0|-12	-7|0	0.25
0|-12	-12|0	0.4166666666666667
0|-12	2|0	0.08333333333333333
0|-12	-10|0	0.08333333333333333
0|-12	-17|0	0.08333333333333333
0|2	-1|0	1.0
0|-1	-7|0	0.5
0|-1	-1|0	0.5
-5|-1	0|-5.-1	1.0
-5|-1	-1|-5	0.42857142857142855
-5|-1	-10|-5	0.14285714285714285
-5|-1	-2|-5	0.2857142857142857
0|-5	-5|0	0.7647058823529411
0|-5	2|0	0.058823529411764705
0|-5	-7|0	0.058823529411764705
0|-5	-12|0	0.11764705882352941
-5|2	0|-5.2	1.0
0|-3	-3|0	0.5
0|-3	-8|0	0.5
0|-8	-20|	0.25
0|-8	-12|0	0.75
0|-10	-1|0	1.0
0|-7	-5|0	0.125
0|-7	-7|0	0.5
0|-7	-12|0	0.125
0|-7	-8|0	0.25
-5|-7	-2|-5	0.5
-5|-7	0|-5	0.5
-5|-3	-6|-5	1.0
-5|-17	-13|	0.125
-5|-17	-17|-5	0.625
-5|-17	-12|-5	0.125
-5|-17	-15|-5	0.125
-5|-10	-10|-5	0.42857142857142855
-5|-10	-12|-5	0.14285714285714285
-5|-10	-1|-5	0.2857142857142857
-5|-10	-17|-5	0.14285714285714285
-5|-13	-17|-5	0.8
-5|-13	-6|-5	0.2
-5|-22	-6|-5	1.0
-5|-12	-13|	0.1111111111111111
-5|-12	-8|-5	0.8888888888888888
-5|0	12|	0.07142857142857142
-5|0	0|-5	0.9285714285714286
-5|-6	-3|-5	0.25
-5|-6	-6|-5	0.25
-5|-6	-2|-5	0.25
-5|-6	-12|-5	0.25
-5|-2	-7|-5	1.0
-5|-4	-12|-5	1.0
-13|-1	-1|-13	1.0
-15|-5	-6|-15	1.0
-15|-3	-3|-15	1.0
-15|-7	-8|-15	1.0
-6|-8	-18|	0.5
-6|-8	-5|-6	0.5
-6|-3	-3|-6	1.0
-6|-10	-10|-6	0.5
-6|-10	-3|-6	0.5
-6|-18	-22|-6	1.0
-6|-22	-18|	1.0
-6|-5	-8|-6	0.4
-6|-5	-5|-6	0.6
-6|-15	-22|-6	1.0
-2|-14	-14|	0.5
-2|-14	-12|-2	0.5
-2|2	1|	1.0
-2|-5	-5|-2	0.5
-2|-5	-10|-2	0.5
-2|-12	-7|-2	0.5
-2|-12	-12|-2	0.5
-2|-7	2|-2	1.0
-12|-8.-7	-20|	1.0
-22|-10.-12	-17|	1.0
-1|-17.-10	-10|-1	1.0
0|-12.-17	2|0	1.0
0|-12.0	-14|	0.2
0|-12.0	-10|0	0.2
0|-12.0	-7|0	0.6
0|-5.-1	2|0	1.0
0|-5.2	-12|0	1.0
