-33|	-31|-33	0.5
-31|	-34|	0.14285714285714285
-31|	-23|	0.14285714285714285
-31|	-24|	0.2857142857142857
-31|	-18|	0.14285714285714285
-31|	-26|	0.14285714285714285
-31|	-20|-31	1.0
-20|	-18|	0.125
-20|	-12|	0.25
-20|	-16|	0.125
-20|	-21|	0.125
-20|	-31|-20	1.0
-20|	-27|-20	1.0
-20|	-22|-20	1.0
-24|	-27|	0.25
-24|	-31|-24	1.0
-24|	-23|-24	1.0
-24|	-22|-24	1.0
-34|	-31|-34	1.0
-18|	-23|	0.3333333333333333
-18|	-20|-18	0.5
-27|	-23|	0.9428571428571428
-27|	-19|	0.009523809523809525
-27|	-31|	0.009523809523809525
-27|	-20|-27	0.25
-12|	-20|	0.3333333333333333
-12|	-33|	0.3333333333333333
-12|	-27|	0.3333333333333333
-23|	-27|	0.9807692307692307
-23|	-22|	0.009615384615384616
-23|	-31|	0.009615384615384616
-19|	-21|	0.6666666666666666
-19|	-23|-19	1.0
-22|	-24|	0.4
-22|	-23|	0.2
-22|	-12|	0.2
-22|	-26|	0.2
-26|	-18|	0.5
-26|	-33|	0.5
-16|	-19|	1.0
-21|	-22|	0.6666666666666666
-21|	-19|	0.3333333333333333
-31|-20	-26|	1.0
-31|-24	-18|	1.0
-31|-33	-34|	0.5
-31|-33	-20|-31	0.5
-31|-34	-23|	1.0
-20|-18	-16|	0.5
-20|-18	-12|	0.5
-20|-27	-21|	0.25
-20|-27	-31|-20	0.25
-20|-27	-22|-20	0.25
-20|-27	-27|-20	0.25
-20|-31	-18|	1.0
-23|-19	-22|	1.0
-27|-20	-19|	1.0
-23|-24	-27|-23.-24	1.0
-22|-24	-12|	1.0
-22|-20	-26|	1.0
-27|-23.-24	-31|	1.0
