65|	128|65	1.0
74|73.81	76|74	1.0
71|	73|71	0.2
71|	69|71	0.0909090909091
71|	128|71	0.333333333333
71|	76|71	1.0
67|	64|67	1.0
67|	65|	0.333333333333
78|80	76|78	1.0
64|69.71	61|	1.0
81|76.74	69|81	1.0
71|69.81	73|71	1.0
81|83	80|81.83	1.0
78|79	77|	1.0
71|128	69|71	0.2
71|128	128|71	0.6
71|128	76|71	0.2
68|	128|68	0.2
68|	69|	0.545454545455
128|76.75	74|	1.0
128|76.71	73|128	0.333333333333
128|76.71	68|	0.666666666667
128|66	63|	1.0
76|77	75|	1.0
80|	78|80	1.0
80|	79|	0.5
80|	128|80	1.0
69|71	68|	0.0909090909091
69|71	78|69	0.181818181818
69|71	128|69	0.272727272727
69|71	64|69.71	1.0
69|71	73|69	0.181818181818
69|71	71|69	0.181818181818
76|128.78	74|76	1.0
76|69	74|76	1.0
81|76.128	73|81	1.0
128|64	71|128	0.166666666667
128|64	65|	0.25
128|64	68|	0.0833333333333
128|64	64|	0.5
128|69	68|	0.625
128|69	74|	0.125
128|69	64|	0.25
69|81	71|69.81	1.0
78|	77|	0.4
78|	128|78	1.0
78|	76|78	0.5
76|128	74|76	0.25
76|128	81|76.128	1.0
128|76	76|128	0.444444444444
128|76	68|	0.222222222222
128|76	74|	0.222222222222
128|76	73|128	0.111111111111
73|74.76.78	81|73	1.0
69|	68|	0.0357142857143
69|	78|69	1.0
69|	128|69	0.625
69|	76|69	1.0
69|	81|69	1.0
69|	73|69	1.0
69|	64|	0.107142857143
69|	71|69	0.125
76|	75|	0.121212121212
76|	128|76	0.222222222222
76|	74|76	1.0
76|	81|	0.424242424242
78|75	128|78	1.0
69|71.73	78|69	0.333333333333
69|71.73	73|69	0.333333333333
69|71.73	71|69	0.333333333333
73|69	128|73	1.0
74|	76|74	0.5
74|	128|	0.05
74|	73|	0.55
128|65	64|	1.0
64|	128|64	0.0833333333333
64|	67|	0.166666666667
64|	61|	0.0555555555556
64|	68|	0.0555555555556
64|	63|	0.0555555555556
128|80	85|	1.0
72|	71|	1.0
74|76	73|74.76	0.333333333333
69|73	76|69	1.0
66|	128|66	1.0
73|71	69|73	0.2
73|71	71|73	0.8
76|71	128|76.71	0.666666666667
76|74	128|76	0.5
76|74	81|76.74	1.0
74|73.128	128|	1.0
76|75	128|76.75	1.0
76|78	74|76.78	1.0
76|78	81|	0.5
64|67	67|	1.0
71|73.74.76	76|71	1.0
74|76.78	73|74.76.78	1.0
128|78	76|128.78	1.0
128|68	66|	0.2
128|68	69|128	0.4
128|68	71|128	0.2
128|68	68|	0.2
81|69	80|	1.0
73|81	74|73.81	1.0
128|	69|128	0.333333333333
128|	65|	0.0576923076923
128|	76|128	0.75
128|	63|	0.0192307692308
128|	73|128	1.0
128|	85|	0.0384615384615
128|	66|	0.0192307692308
128|	71|128	0.6
128|	68|	0.173076923077
128|	74|	0.0576923076923
128|	64|	0.25
71|73	73|71	0.375
71|73	128|71	0.125
71|73	76|71	0.125
71|73	69|71.73	0.333333333333
69|71.69	68|	0.333333333333
69|71.69	64|69.71	0.333333333333
69|71.69	128|69	0.333333333333
83|	81|83	1.0
73|128	74|73.128	1.0
81|	80|	0.4
81|	69|81	1.0
81|	73|81	1.0
128|73	71|128	1.0
71|69	73|71	0.5
71|69	128|71	0.125
71|69	69|71.69	0.333333333333
128|71	69|128	0.666666666667
128|71	76|128	0.333333333333
73|74.76	74|	0.333333333333
73|74.76	81|73	0.333333333333
73|74.76	71|73.74.76	1.0
79|	78|79	1.0
85|	83|	1.0
78|69	76|78	1.0
77|	76|77	1.0
80|81.73	128|80	1.0
61|	57|	1.0
69|128	128|69	0.333333333333
69|128	81|69	0.333333333333
69|128	71|69	0.166666666667
69|128	64|	0.166666666667
75|	78|75	1.0
75|	76|75	1.0
63|	72|	0.5
63|	64|	0.5
80|81.83	78|80	1.0
81|73	80|81.73	1.0
73|	128|73	1.0
73|	69|73	1.0
73|	74|	0.333333333333
73|	81|73	1.0
73|	71|73	0.125
