12|7	11|12.7	1.0
15|14	6|	0.166666666667
15|14	17|15	0.333333333333
15|14	19|15	0.5
24|	23|	0.75
24|	26|	0.25
10|	13|10	1.0
10|	12|10	0.8
10|	14|	0.0833333333333
10|	8|	0.25
11|12.14	14|11	1.0
26|	21|	0.5
26|	24|	0.5
7|6	9|7.6	1.0
12|	13|12	1.0
12|	11|	0.545454545455
12|	6|	0.030303030303
12|	10|12	1.0
12|	14|	0.030303030303
12|	129|	0.030303030303
12|	15|12	1.0
12|	8|	0.0909090909091
12|	21|12	1.0
24|22	26|	1.0
20|	22|	1.0
9|7.6	11|	1.0
14|	15|14	0.5
14|	9|14	1.0
14|	12|14	0.666666666667
12|10	14|	0.2
12|10	13|12	0.8
12|13	10|12	0.333333333333
12|13	15|12	0.333333333333
12|13	8|	0.333333333333
22|	24|22	1.0
129|	14|	0.333333333333
129|	8|	0.666666666667
12|14	6|	0.166666666667
12|14	8|	0.166666666667
12|14	11|12.14	1.0
17|15	19|17	1.0
6|	7|6	1.0
19|	12|19	1.0
19|	24|	0.2
19|	18|	0.4
19|	20|	0.2
19|	21|	0.1
14|9	12|14	1.0
21|12	7|21	1.0
31|	19|	1.0
19|21	24|	0.666666666667
19|21	18|	0.333333333333
12|15	129|	1.0
11|12.7	9|11	1.0
9|	11|	0.1
9|	14|9	1.0
9|	31|	0.05
9|	12|9	1.0
9|	7|9	0.2
15|12	10|15	1.0
15|13	13|	0.5
15|13	12|15	0.25
15|13	8|	0.25
7|11	14|	0.125
7|11	9|	0.875
11|	7|11	0.875
11|	9|11	1.0
11|	14|11	0.8
19|15	18|	1.0
13|	12|13	0.333333333333
13|	14|13	1.0
13|	15|13	0.25
8|7	10|8.7	1.0
9|14	7|9	1.0
15|	17|15	1.0
15|	19|15	1.0
15|	6|	0.0833333333333
15|	13|	0.166666666667
15|	12|15	1.0
15|	10|15	1.0
15|	8|	0.0833333333333
9|11	12|9	1.0
21|	24|	0.333333333333
21|	7|21	1.0
21|	19|21	0.666666666667
13|17	14|13	1.0
17|	13|17	1.0
17|	19|17	1.0
13|12	15|13	1.0
23|	26|	0.333333333333
23|	21|23	1.0
23|	19|23	0.5
7|9	12|7	0.8
7|9	129|	0.2
14|13	15|14	1.0
10|12	13|10	1.0
19|17	20|	1.0
13|10	12|13	1.0
12|19	21|12	1.0
7|	12|7	1.0
7|	8|7	1.0
7|	14|	0.0625
7|	129|	0.0625
7|	9|	0.5625
10|15	8|	1.0
18|	17|	1.0
10|8.7	14|	1.0
12|9	11|	1.0
21|23	24|	1.0
7|21	8|7	1.0
14|11	9|14	0.8
14|11	12|14	0.2
19|23	21|	0.5
19|23	12|19	0.5
8|	13|	0.1
8|	14|	0.1
8|	10|	0.8
