14|9	12|14.9	1.0
9|17	14|9	1.0
16|	5|16	1.0
16|	12|16	0.25
16|	11|16	1.0
16|	14|16	0.463414634146
16|	17|	0.16049382716
10|11	11|10	1.0
5|4	7|5	1.0
11|12.2	6|	1.0
9|11.2	2|9	1.0
9|11	2|9	0.133333333333
9|11	7|9.11	0.454545454545
9|11	6|9	0.133333333333
9|	2|9	0.5
9|	7|	0.47619047619
9|	10|	0.142857142857
9|	17|9	0.5
9|	14|9	1.0
9|	6|9	1.0
9|	11|9	1.0
9|	8|	0.047619047619
12|16	14|12	0.25
12|16	4|	0.5
12|16	11|12.16	1.0
9|10	8|	0.333333333333
9|10	10|	0.333333333333
9|10	17|9	0.333333333333
11|	10|11	1.0
11|	4|11	1.0
11|	6|	0.0909090909091
11|	2|11	0.666666666667
11|	9|11	0.133333333333
11|	16|11	0.5
11|	12|11	1.0
17|9	14|	0.5
17|9	16|17	0.5
11|2	9|11.2	1.0
11|2	2|11	0.5
16|12	14|16	0.5
16|12	17|16.12	1.0
2|11	9|2	0.333333333333
2|11	11|2	0.666666666667
16|14.16	12|16	1.0
10|	9|10	0.333333333333
10|	12|10	0.5
10|	11|10	0.5
12|14.16.14	7|12	0.555555555556
12|14.16.14	11|12.14	0.444444444444
7|6	9|7.6	1.0
7|6	11|7.6	1.0
7|6	14|7	0.333333333333
2|14	5|2	1.0
9|7.6	11|9	1.0
7|9.7	6|	0.285714285714
7|9.7	5|7	0.714285714286
14|5	12|14	0.5
14|5	2|14	0.5
9|11.7	6|9	1.0
11|9	12|11	1.0
5|16	14|5	1.0
5|7	14|5	1.0
4|11	6|	1.0
6|	7|6	0.333333333333
6|	11|6	0.5
6|	9|6	1.0
14|7	16|14.7	1.0
14|16.11	12|14.16.11	1.0
11|6	9|11	0.5
11|6	4|11	0.5
17|16.12	4|	1.0
5|2	4|	1.0
7|	5|7	1.0
7|	4|	0.0377358490566
7|	9|7	0.222222222222
7|	6|	0.0377358490566
7|	14|7	1.0
7|	16|7	0.2
7|	11|7	0.25
16|7.12	5|16	1.0
12|14.12	10|	1.0
12|2	11|12.2	1.0
17|12	16|17	1.0
16|14.7	14|16.14	1.0
12|	9|12	1.0
12|	4|	0.13698630137
12|	11|	0.27397260274
12|	10|	0.109589041096
12|	7|12	1.0
12|	17|12	1.0
12|	16|12	0.5
12|	14|12	0.2
11|12.16	9|11	1.0
16|14.12	14|16.14	0.4375
16|14.12	17|16.14.12	0.222222222222
11|10	12|11	0.5
11|10	16|11	0.5
14|12	12|14.12	1.0
14|12	16|14.12	0.4375
4|	6|	0.0952380952381
4|	5|4	1.0
11|12.11	10|11	0.5
11|12.11	9|11	0.25
11|12.11	12|11	0.25
16|14	14|16.14	1.0
16|14	12|16	0.5
16|14	17|	0.275
17|16.14.12	12|17	0.555555555556
17|16.14.12	9|17	0.222222222222
17|16.14.12	129|	0.222222222222
12|14.16.11	9|12	1.0
7|14	9|7	1.0
9|129	10|	1.0
12|10	10|12.10	1.0
12|10	17|12	0.5
9|7	7|9.7	0.714285714286
9|7	11|9	0.222222222222
9|2	2|9	1.0
12|11	11|12.11	0.25
5|	14|5	0.5
5|	4|	0.142857142857
5|	7|5	1.0
11|12.14	12|11	0.2
11|12.14	2|11	0.8
7|12	16|7.12	1.0
12|17	14|12	1.0
7|9.11	11|7	0.545454545455
7|9.11	9|7	0.454545454545
14|16	7|14	0.0487804878049
14|16	16|14.16	1.0
14|16	12|14	0.463414634146
16|7	5|16	0.2
16|7	14|16.7	1.0
11|7.6	16|11	1.0
2|9	6|2	0.5
2|9	12|2	0.5
14|16.7	16|14.16	1.0
12|14.16.17	14|12	1.0
14|	16|14	0.5
14|	2|14	1.0
14|	7|14	1.0
14|	12|14	0.166666666667
2|	9|2	1.0
2|	12|2	1.0
2|	11|2	0.5
2|	6|2	1.0
2|	5|2	1.0
11|7	6|	0.25
11|7	16|11	0.25
11|7	9|11.7	1.0
11|7	12|11	0.25
129|	9|129	1.0
12|14	9|12	0.0666666666667
12|14	10|	0.133333333333
12|14	11|12.14	0.8
12|14	7|12	0.166666666667
12|14	16|12	0.133333333333
12|14	14|12	0.333333333333
9|12	10|	1.0
11|16	9|11	1.0
9|8	17|9	1.0
10|12.10	9|10	1.0
7|5	16|7	1.0
14|16.14	12|14.16.14	0.444444444444
16|11	11|16	0.5
16|11	14|16.11	1.0
7|9.6	4|	1.0
14|16.17	12|14.16.17	1.0
14|16.17	7|14	0.25
12|14.9	16|12	1.0
17|	4|	0.0952380952381
17|	16|17	1.0
17|	12|17	1.0
17|	14|	0.0952380952381
17|	9|17	1.0
17|	129|	0.0952380952381
9|6	7|9.6	1.0
16|17	14|16.17	0.75
6|9	9|6	1.0
6|2	11|6	1.0
8|	9|8	1.0
