-8|-12.-14	-12|-8.-12.-14	1.0
-4|	-7|-4	1.0
-4|	-9|-4	1.0
-4|	4|-4	1.0
-4|	0|-4	1.0
-9|	-14|	0.0512820512821
-9|	-4|-9	1.0
-9|	-5|-9	1.0
-9|	-6|	0.0512820512821
-9|	-10|-9	0.5
-9|	-12|-9	0.2
-5|0.4.-7	4|-5	1.0
2|7	-3|2	1.0
-7|-17	-10|-7.-17	1.0
-7|-17	-13|-7	0.25
0|	-3|0	1.0
0|	-17|0	1.0
0|	-5|0	0.214285714286
0|	129|	0.0526315789474
-13|-10.-7.-16	-6|-13	1.0
-4|-1	0|-4	1.0
-1|	-4|-1	1.0
-1|	2|-1	0.5
-1|	-5|-1	0.6
-7|-4	0|	1.0
-15|-14	-12|-15.-14	1.0
-12|-8.-5	-7|-12	0.666666666667
-12|-8.-5	4|-12	0.333333333333
-1|-8	-5|-1	1.0
-5|-9	-9|-5	1.0
-10|-7.-3	-6|	1.0
-8|-15	-12|-8.-15	1.0
2|-6	0|2	1.0
-3|-10	-7|-3	1.0
-9|-13	-12|-9.-13	1.0
-9|-13	-10|-9	0.333333333333
-14|-17	-10|-14	1.0
-10|-5	-13|-10.-5	0.5
-10|-5	-17|-10	0.222222222222
-10|-5	-3|-10	0.333333333333
-14|	-15|-14	1.0
-14|	-9|-14	1.0
-14|	-10|-14	1.0
-14|	-12|-14	0.666666666667
-13|-8	-16|	0.666666666667
-13|-8	-17|-13.-8	1.0
-8|-12	-12|-8.-12	0.666666666667
-8|-12	-5|-8	0.333333333333
-8|	-13|-8	0.333333333333
-8|	-12|-8	0.193548387097
-8|	-1|-8	1.0
-8|	-5|-8	1.0
-10|-13	-7|	0.25
-10|-13	-5|-10	0.75
-9|-5	-14|	0.5
-9|-5	-12|-9.-5	1.0
-12|-9.-5	-9|-12	1.0
-17|-10	-12|-17	0.333333333333
-17|-10	-13|-17	0.666666666667
-7|-13	4|-7	0.5
-7|-13	-13|-7	0.5
2|-5	-4|2	0.333333333333
2|-5	-1|	0.666666666667
-7|-17.-12	-13|-7	1.0
-10|-5.-1	-3|-10	1.0
-5|129	4|-5	1.0
-10|-6	-15|-10	1.0
4|-4	0|4.-4	1.0
-7|-3	-10|-7.-3	1.0
-12|-9	-9|-12	0.16
-12|-9	-15|-12.-9	1.0
-12|-9	-5|-12	0.2
-12|-9	-17|-12	0.4
-12|-9	-14|-12	0.08
-16|-12	-17|-16	1.0
-12|-9.-13	-15|-12.-9	1.0
-17|	-12|-17	0.125
-17|	-9|	0.0333333333333
-17|	-8|	0.0666666666667
-17|	-5|-17	0.75
-17|	-7|-17	0.75
-17|	-15|-17	1.0
-17|	-13|-17	0.666666666667
-17|	-10|-17	0.5
-17|	-14|-17	1.0
-17|-16	-12|-17	0.5
-17|-16	-13|-17	0.5
-4|2	-7|-4	0.25
-4|2	4|-4	0.75
-12|-17	-9|-12	0.375
-12|-17	-8|-12.-17	0.75
-12|-17	-5|-12	0.125
4|-5	0|4.-5	1.0
-12|-9.-4	-9|-12.-9.-4	1.0
-12|-9.-4	-14|-12	0.5
-5|-10.-9	-6|-5	1.0
-6|-5	-5|-6	0.4
-6|-5	2|-6	0.6
-5|-8	-8|-5	1.0
4|-12	0|4.-12	1.0
-4|-9	-9|-4	1.0
-3|	-6|-3	1.0
-3|	-7|-3	1.0
-3|	5|	0.375
-17|-12.-5	-7|-17.-12	1.0
-15|-12.-9	-8|-15	1.0
-12|-15.-14	-7|-12.-15	1.0
0|4.-5	-5|0.4.-5	1.0
