24 => 11 1.0
-9 => -10 1.0
15 14 => 12 1.0
0 2 3 => 2 1.0
12 17 16 => -19 1.0
11 12 => 11 0.225806451613
11 12 => 13 0.0645161290323
11 12 => 14 0.258064516129
11 12 => 17 0.0322580645161
11 12 => 16 0.193548387097
11 12 => 19 0.0322580645161
11 12 => 5 0.0322580645161
11 12 => 4 0.0645161290323
11 12 => 7 0.0322580645161
11 12 => 9 0.0645161290323
16 -3 0 => 5 1.0
4 5 => 2 0.227272727273
4 5 => -1 0.0454545454545
4 5 => 4 0.0454545454545
4 5 => 7 0.454545454545
4 5 => 6 0.227272727273
11 9 => 11 0.105263157895
11 9 => 8 0.157894736842
11 9 => 12 0.157894736842
11 9 => 7 0.526315789474
11 9 => 16 0.0526315789474
17 16 14 13 => 12 0.333333333333
17 16 14 13 => 16 0.666666666667
10 19 => 9 1.0
7 11 14 => 19 0.5
7 11 14 => 18 0.166666666667
7 11 14 => 7 0.166666666667
7 11 14 => 16 0.166666666667
9 => 11 0.175
9 => 10 0.0375
9 => 12 0.1625
9 => 15 0.0125
9 => 14 0.0375
9 => 17 0.025
9 => 16 0.025
9 => 0 0.075
9 => 2 0.0125
9 => 5 0.0375
9 => 4 0.0125
9 => 7 0.275
9 => 6 0.05
9 => 8 0.0625
11 12 16 => 11 0.333333333333
11 12 16 => 19 0.333333333333
11 12 16 => 12 0.166666666667
11 12 16 => 14 0.166666666667
16 12 => 9 0.125
16 12 => 7 0.8125
16 12 => 16 0.0625
-14 => -2 1.0
9 12 4 => 7 1.0
-2 -5 => -2 1.0
-1 -3 => -5 0.25
-1 -3 => 0 0.125
-1 -3 => -1 0.5
-1 -3 => 5 0.125
7 0 => 1 0.2
7 0 => 2 0.2
7 0 => -1 0.4
7 0 => 4 0.2
19 14 11 => 7 1.0
12 16 => 11 0.1
12 16 => 12 0.1
12 16 => 14 0.35
12 16 => 17 0.15
12 16 => 19 0.15
12 16 => 7 0.15
17 15 13 => 12 1.0
16 19 16 => 5 0.5
16 19 16 => 14 0.5
4 0 => -5 0.285714285714
4 0 => -1 0.285714285714
4 0 => 2 0.142857142857
4 0 => 5 0.142857142857
4 0 => 7 0.142857142857
14 2 => 9 0.25
14 2 => 19 0.25
14 2 => 12 0.25
14 2 => 8 0.25
9 11 9 => 11 0.333333333333
9 11 9 => 12 0.666666666667
4 1 => -3 1.0
19 0 => 4 1.0
9 11 => 9 0.214285714286
9 11 => 12 0.571428571429
9 11 => 7 0.214285714286
-8 -5 => -14 0.5
-8 -5 => -17 0.5
7 5 => 3 0.285714285714
7 5 => 4 0.571428571429
7 5 => 17 0.142857142857
-5 14 => 2 1.0
5 4 => 11 0.0714285714286
5 4 => 14 0.0714285714286
5 4 => 16 0.0714285714286
5 4 => 19 0.0714285714286
5 4 => 0 0.0714285714286
5 4 => 2 0.5
