-4|	-10|	1.0
10|12.15	7|10	1.0
0|	-2|	0.1
0|	2|0	0.285714285714
0|	12|0	1.0
16|	12|16	1.0
16|	17|16	1.0
16|	9|16	1.0
16|	14|16	0.272727272727
16|14.13.12	17|16	1.0
13|12.10	15|	1.0
7|19	5|	1.0
9|11	7|9.11	0.5
9|11	2|9	0.714285714286
2|0	3|2	0.285714285714
2|0	4|2	0.714285714286
7|9.2	8|7.9	0.5
7|9.2	9|7	0.5
3|5	0|	0.75
3|5	129|	0.25
14|16.14.13	11|14	1.0
9|	2|9	0.833333333333
9|	11|	0.358208955224
9|	14|9	1.0
9|	12|9	0.454545454545
9|	10|9	1.0
9|	19|9	1.0
9|	16|	0.0149253731343
9|	7|9	0.0454545454545
13|14	14|13	1.0
11|9.16	12|11.9.16	1.0
2|4	4|2.4	1.0
12|16	14|12.16	1.0
11|	9|11	0.714285714286
11|	12|11	0.08
4|19	16|	1.0
2|12.11	12|2	1.0
8|7.9	11|8	1.0
13|129	15|	1.0
17|16	18|	1.0
9|4.7	7|9.4	1.0
18|	19|18	1.0
12|9	7|12	0.0909090909091
12|9	9|12.9	1.0
12|9	16|	0.272727272727
12|9	0|12	0.181818181818
8|7.12	9|8	1.0
14|12.0	7|14	0.5
14|12.0	12|14.12	0.5
13|12	16|	0.769230769231
13|12	14|13.12	1.0
13|12	15|	0.153846153846
10|	13|10	1.0
10|	12|10	0.5
10|	7|10	1.0
10|	8|10	0.666666666667
3|8	8|3	1.0
4|2.4	5|	1.0
14|16	19|	0.0454545454545
14|16	9|14	0.272727272727
14|16	11|14	0.0909090909091
14|16	16|	0.0454545454545
14|16	12|14	0.545454545455
0|12	12|0	1.0
14|12.14	13|14	1.0
3|2	19|	1.0
14|-5	19|	1.0
14|21	16|	1.0
-5|14	-4|	1.0
14|7	13|14	1.0
9|4.2	11|9.4	1.0
9|15	10|9	1.0
4|7	9|4.7	1.0
13|	15|	0.190476190476
13|	12|13	1.0
13|	16|	0.47619047619
13|	14|13	1.0
9|14	2|9	0.166666666667
9|14	12|9	0.833333333333
2|12	4|2.12	1.0
2|12	9|2	0.333333333333
2|12	12|2	0.333333333333
7|9	12|7	0.0454545454545
7|9	9|7	0.227272727273
7|9	5|7.9	1.0
7|9	14|7	0.0454545454545
7|9	8|7.9	1.0
7|9	4|7	0.227272727273
7|	12|7	1.0
7|	9|7	1.0
7|	14|7	1.0
7|	3|7	1.0
7|	4|7	1.0
7|	8|	0.166666666667
7|	5|	0.214285714286
-2|	7|-2	1.0
12|14.12	14|12.14	1.0
12|2	2|12.2	1.0
-5|-10	14|-5	1.0
5|3	7|5	1.0
12|7	14|12	1.0
19|	12|19	0.5
19|	7|19	1.0
19|	21|	0.0714285714286
19|	17|	0.5
19|	4|19	1.0
19|	16|	0.142857142857
9|16	11|9.16	1.0
12|	9|12	0.5
12|	13|12	0.153846153846
12|	0|12	1.0
12|	10|	0.123287671233
12|	7|12	0.333333333333
12|	2|12	0.333333333333
12|	16|	0.041095890411
12|	15|12	1.0
12|	129|	0.013698630137
12|	14|12	0.0769230769231
-5|	14|-5	1.0
-5|	-4|	0.5
12|13	10|	1.0
13|15	12|13	1.0
14|12	-5|14	0.384615384615
14|12	7|14	0.0769230769231
14|12	12|14.12	1.0
14|12	11|14	0.0769230769231
14|12	16|	0.307692307692
14|12	13|14	0.0769230769231
4|	7|4	1.0
4|	5|	0.0555555555556
4|	16|	0.0555555555556
4|	9|4	0.5
4|	2|4	1.0
8|10	3|8	0.333333333333
8|10	129|	0.666666666667
7|9.12	4|7	1.0
-10|	-5|-10	1.0
10|9	13|10	1.0
17|19.9	8|	1.0
2|12.2	4|2.12	1.0
12|10	15|12	0.166666666667
12|10	13|12.10	1.0
12|10	10|	0.5
9|7	11|	1.0
15|	17|15	1.0
15|	10|	0.1
15|	12|15	1.0
15|	9|15	1.0
15|	13|15	1.0
9|2	7|9.2	0.5
7|14	12|7	1.0
21|	14|21	1.0
2|5	0|	1.0
12|11	9|12	0.08
12|11	13|12	0.44
12|11	0|12	0.04
12|11	2|12.11	1.0
12|11	14|12	0.24
5|	7|5	0.333333333333
5|	2|5	1.0
5|	3|5	0.25
7|10	3|7	1.0
7|12	9|7	0.333333333333
7|12	8|7.12	1.0
7|9.11	12|7	0.5
7|9.11	14|7	0.5
12|0	14|12.0	0.5
11|14	9|11	0.666666666667
11|14	12|11.14	1.0
9|4	7|9.4	1.0
9|4	11|9.4	1.0
2|9	9|2	0.833333333333
2|9	4|2.9	1.0
19|9	17|19.9	1.0
5|7.9	2|5	1.0
19|18	21|	1.0
14|	-5|14	1.0
14|	19|	0.152173913043
14|	9|14	0.833333333333
14|	7|14	1.0
14|	11|14	0.666666666667
14|	16|	0.195652173913
14|	13|14	1.0
14|	12|14	0.384615384615
4|2.9	2|4	1.0
11|9.4	12|11.9.4	1.0
2|	3|2	1.0
2|	9|2	1.0
2|	12|2	1.0
2|	0|	0.147058823529
2|	4|2	0.416666666667
129|	13|129	1.0
129|	7|129	1.0
12|14	9|12	0.384615384615
12|14	2|12.14	1.0
12|14	7|12	0.153846153846
12|14	14|12.14	1.0
9|12	7|9.12	1.0
9|12	14|9	0.0833333333333
9|12	12|9	0.5
9|8	16|	0.333333333333
9|8	11|	0.333333333333
9|8	19|9	0.333333333333
14|9	19|	1.0
11|9.7.4	12|11.9.7.4	1.0
11|8	9|11	1.0
12|11.14	0|12	1.0
12|15	10|12.15	1.0
12|11.9.16	9|12	1.0
7|9.4	5|7.9	1.0
12|11.9.4	2|12.11	1.0
15|12	10|	1.0
16|14.13	17|16	0.333333333333
16|14.13	14|16.14.13	1.0
4|2	7|4	0.416666666667
4|2	9|4.2	1.0
4|2	5|	0.0833333333333
4|2	2|4	0.0833333333333
2|12.14	9|2	1.0
14|13.12	16|14.13.12	1.0
7|5	9|7	0.333333333333
7|5	5|	0.666666666667
7|-2	5|	1.0
17|	19|	0.3
17|	18|	0.1
17|	8|	0.1
17|	15|	0.5
9|12.9	7|9.12	1.0
3|	8|3	1.0
3|	19|	0.222222222222
3|	129|	0.111111111111
3|	0|	0.333333333333
3|	5|3	1.0
14|13	16|14.13	0.666666666667
7|129	9|7	1.0
17|15	19|	1.0
13|10	15|	1.0
12|19	129|	0.5
12|19	14|12	0.5
8|3	10|	1.0
7|4	9|7.4	1.0
14|12.16	11|14	1.0
4|2.12	7|4	1.0
3|7	5|3	1.0
9|7.4	11|9.7.4	1.0
8|	10|	0.0833333333333
8|	3|8	1.0
8|	9|8	0.333333333333
8|	11|8	1.0
8|	129|	0.166666666667
12|11.9.7.4	14|12	1.0
