24|	23|	1.0
16|19	26|	1.0
-1|0	0|-1	0.5
-1|0	-3|-1.0	1.0
-1|0	2|-1	0.25
5|7.2	14|5	0.75
5|7.2	-1|5	0.25
7|0	5|7	1.0
0|	14|0	1.0
0|	2|0	0.625
0|	-3|0	1.0
0|	-1|0	0.5
0|	4|0	0.272727272727
0|	5|	0.0769230769231
0|	-5|	0.153846153846
0|	7|0	1.0
0|	17|	0.0153846153846
0|	3|	0.0615384615385
0|	-7|	0.0461538461538
0|	9|	0.0461538461538
0|	129|0	1.0
16|	12|16	1.0
16|	26|	0.272727272727
16|	14|16	0.25
16|	21|16	1.0
2|4.7	0|2.4.7	1.0
-1|	-3|	0.1875
-1|	4|-1	1.0
-1|	0|-1	0.125
-1|	-8|-1	1.0
-1|	2|-1	0.5
0|-5	4|0	0.6
0|-5	-5|0.-5	1.0
-1|-3	-3|	1.0
5|4	6|	0.142857142857
5|4	4|5.4	0.5
-1|7.6	2|-1	1.0
19|	16|19	1.0
19|	17|	0.1
19|	18|	0.6
4|0	-8|	0.0909090909091
4|0	1|	0.272727272727
4|0	2|4.0	1.0
4|0	0|4	0.0909090909091
0|2.-1	9|	1.0
9|	7|9	0.666666666667
9|	5|9	0.4
9|	8|	0.05
14|0	12|14	1.0
9|10	7|9	1.0
11|	7|11	1.0
11|	9|11	0.25
11|	14|11	1.0
11|	12|11	1.0
0|7	4|0.7	1.0
2|129	7|2	1.0
5|6	7|5	0.5
5|6	4|5.6	1.0
1|	2|1	1.0
-5|4	0|-5	0.25
-5|4	4|-5	0.75
16|12	12|16	1.0
4|-1	-5|4	1.0
-5|7	-3|-5	1.0
18|	19|18	1.0
18|	17|	0.5
-3|-5	-1|-3	1.0
0|2.5	-1|0	1.0
129|0	-1|129	1.0
0|4	-5|	0.2
0|4	4|0.4	1.0
0|4	5|	0.6
-1|-7	-8|-1	1.0
6|7	5|6	1.0
0|129	4|0	0.5
0|129	5|	0.5
10|	9|10	1.0
26|	24|	1.0
7|6	-1|7.6	1.0
7|6	4|7	0.25
-8|-1	-5|-8	1.0
14|16	13|	0.25
14|16	12|14	0.75
14|11	11|14	1.0
2|4.5	7|2	0.3
2|4.5	129|	0.1
2|4.5	4|2	0.6
14|5	5|14	1.0
0|2.4.2	7|0	0.75
0|2.4.2	129|0	0.25
2|1	-1|2	1.0
19|21.16	17|	1.0
-5|0.-8	4|-5	1.0
-5|-8	0|-5	1.0
5|9	4|5.9	0.5
5|9	2|5	0.4
5|7	17|5	0.15
5|7	-1|5	0.05
5|7	14|5	0.15
5|7	4|5.7	0.1
5|7	0|5	0.15
4|0.4	-8|	1.0
-3|	-1|-3	1.0
-3|	9|	0.0769230769231
-3|	-5|-3	0.666666666667
-3|	7|-3	0.5
6|	5|6	0.5
6|	7|6	0.75
4|0.7	1|	1.0
4|7	7|4.7	1.0
4|7	2|4.7	1.0
-1|0.5	2|-1	1.0
13|	12|	1.0
-5|0.-5	-8|	1.0
-1|5	4|-1	1.0
-3|0	9|	1.0
-3|2	7|-3	1.0
7|9	5|7	0.666666666667
7|9	6|7	0.333333333333
0|-1	14|0	0.1875
0|-1	5|0.-1	1.0
0|-1	2|0	0.4375
0|-1	-1|0	0.125
0|-1	3|	0.1875
0|2.4.0	-7|	0.6
0|2.4.0	-5|	0.4
7|	12|7	0.5
7|	5|7	0.15
7|	6|7	1.0
7|	0|7	1.0
7|	-5|7	1.0
7|	-1|	0.166666666667
7|	9|	0.0555555555556
7|	4|7	0.25
0|-1.129	5|0.-1	1.0
12|7	16|12	0.5
12|7	7|12	0.5
9|11	7|9	0.75
9|11	8|	0.25
-1|129	0|-1.129	1.0
12|	9|12	1.0
12|	11|	0.318181818182
12|	7|12	0.5
12|	16|12	1.0
12|	14|12	1.0
-5|	0|-5	0.4
-5|	-8|	0.166666666667
-5|	-3|-5	1.0
-5|	4|-5	0.5
-5|	129|	0.0416666666667
2|-1	0|2.-1	1.0
2|-1	7|2	0.5
4|3	2|4.3	0.5
4|3	0|4	0.142857142857
0|5	-1|0.5	1.0
0|5	-3|0	0.25
4|5.6	3|	1.0
14|17	11|14	1.0
14|12	21|	1.0
4|	129|4	1.0
4|	5|4	0.857142857143
4|	-5|4	0.25
4|	7|4	0.25
4|	-8|	0.0138888888889
4|	12|4	1.0
4|	1|	0.0416666666667
4|	0|4	0.2
4|	3|	0.0833333333333
4|	2|	0.416666666667
7|-3	12|7	0.5
7|-3	-5|7	0.5
11|12.14	14|11	0.5
11|12.14	12|11	0.5
7|9.12	6|7	1.0
17|5	14|17	1.0
5|7.12	0|5	1.0
0|-8	3|	0.2
0|-8	2|0	0.2
0|-8	-5|0.-8	1.0
4|5.14	0|4	1.0
-3|-1.0	-5|-3	1.0
0|2	-1|0	0.35
0|2	-5|	0.1
0|2	7|0	0.15
0|2	17|	0.05
0|2	-7|	0.15
0|2	9|	0.15
0|2	129|0	0.05
21|	19|	1.0
2|3	-3|2	1.0
2|5	0|2.5	1.0
12|11	14|12	1.0
5|	6|	0.0196078431373
5|	0|5	0.75
5|	-1|5	1.0
5|	4|5	0.09375
5|	2|5	1.0
5|	14|5	1.0
5|	7|5	1.0
5|	17|5	1.0
7|12	5|7.12	1.0
7|12	4|7	0.5
5|14	4|5.14	1.0
11|14	9|11	0.5
11|14	7|11	0.5
4|-5	5|4	0.5
4|-5	2|	0.5
7|4.7	6|7	1.0
2|0	6|2	0.375
2|0	4|2	0.625
7|4.2	12|7	1.0
0|2.4.7	17|	1.0
129|4	2|129	1.0
19|18	16|19	1.0
2|4.3	9|	0.5
2|4.3	10|	0.5
14|	13|	0.0526315789474
14|	5|14	1.0
14|	21|	0.157894736842
14|	11|14	0.5
14|	12|14	1.0
2|4.0	0|2.4.0	0.4
-7|	-1|-7	1.0
4|5.7	129|4	0.1
4|5.7	5|4	0.3
4|5.7	7|4	0.3
4|5.7	2|4.5	0.3
2|	-3|2	1.0
2|	9|	0.0545454545455
2|	10|	0.0545454545455
2|	0|2	0.05
2|	7|2	0.428571428571
2|	6|2	1.0
2|	4|2	0.272727272727
2|	-1|2	1.0
2|	129|	0.0181818181818
129|	0|129	0.5
129|	2|129	1.0
129|	-5|	0.2
129|	-1|129	1.0
12|14	11|12.14	0.5
9|12	7|9.12	1.0
0|-1.2	14|0	1.0
12|16	7|12	1.0
-1|2	0|-1.2	1.0
-5|-3	0|-5	0.666666666667
-5|-3	129|	0.333333333333
12|4	9|12	1.0
4|5.4	12|4	0.5
4|5.4	2|4.5	0.5
-1|7.4	0|-1.7.4	1.0
5|7.5	17|5	1.0
-8|	0|-8	0.6
-8|	-5|-8	1.0
4|2	2|4.2	1.0
4|2	7|4.2	1.0
4|2	5|4	0.0909090909091
4|2	-5|4	0.272727272727
7|11	9|	1.0
5|0.-1	0|5	1.0
7|5	5|7.5	1.0
17|	16|17	0.8
17|	14|17	1.0
23|	21|	1.0
3|	2|3	1.0
3|	4|3	0.142857142857
2|4.2	0|2.4.2	0.25
16|17	14|16	0.8
16|17	21|16	0.2
7|4	12|7	0.25
7|4	6|7	0.25
7|4	0|7	0.25
7|4	-1|7.4	1.0
4|5.9	7|4	0.5
4|5.9	3|	0.5
4|5	129|4	0.03125
4|5	5|4	0.09375
4|5	0|4	0.09375
4|5	7|4	0.1875
4|5	12|4	0.09375
4|5	2|4.5	0.1
4|5	3|	0.1875
21|16	19|21.16	1.0
6|2	7|6	1.0
0|-1.7.4	3|	1.0
8|	7|	1.0
7|2	5|7.2	0.25
7|2	-1|	0.428571428571
