-17|	-24|-17	1.0
-13|-24.-10	-1|-13	1.0
-24|-14	-14|	0.92
-24|-14	129|	0.04
-24|-14	-1|	0.04
-20|-14	-3|	1.0
-1|-13	-24|-1.-13	1.0
129|	-14|129	1.0
129|	-24|129	1.0
-1|	-10|	0.025
-1|	-24|-1	0.717948717949
-24|-10	-13|-24.-10	1.0
-3|	-20|-3	1.0
-3|	-14|	0.142857142857
-3|	-24|-3	0.666666666667
-24|-8	-8|	0.905660377358
-24|-8	-12|	0.0566037735849
-24|-8	-3|	0.0283018867925
-24|-8	-20|	0.00943396226415
-20|-3	-24|-20	1.0
-1|-24.-1.-20	-24|-1.-24.-1.-20	1.0
-24|-1.-13	-17|	1.0
-24|-3	-8|	0.333333333333
-24|-3	-12|	0.666666666667
-10|	-24|-10	1.0
-10|	-1|-10	1.0
-24|-13	-17|	0.166666666667
-24|-13	-15|	0.833333333333
-24|129	-14|	1.0
-12|	-24|-12	0.555555555556
-12|	-8|	0.0833333333333
-12|	-3|-12	1.0
-12|	-13|	0.0833333333333
-14|	-1|	0.0192307692308
-14|	-20|-14	1.0
-14|	-24|-14	0.04
-24|-1.-20	-1|-24.-1.-20	1.0
-24|-1.-20	-10|	0.4
-3|-12	-14|	1.0
-8|	-24|-8	0.0566037735849
-20|	-24|-20	1.0
-20|	-1|-20	0.833333333333
-20|	-3|	0.0909090909091
-24|-14.129	129|	1.0
-24|-1.-24.-1.-20	-20|	1.0
-24|-17	-8|	1.0
-24|-1	-13|	0.0512820512821
-24|-1	-20|	0.153846153846
-24|-1	-17|	0.025641025641
-24|-1	-10|	0.0512820512821
-24|-1	-1|	0.717948717949
-14|129	-24|-14.129	1.0
-24|-12	-13|	0.555555555556
-24|-12	-14|	0.222222222222
-24|-12	-8|	0.222222222222
-1|-20	-24|-1.-20	0.4
-1|-20	-10|	0.166666666667
-24|	-14|	0.220264317181
-24|	-3|	0.0176211453744
-24|	-8|	0.462555066079
-24|	-17|	0.00881057268722
-24|	-10|	0.00881057268722
-24|	-20|	0.0308370044053
-24|	-13|	0.0352422907489
-24|	-15|	0.0220264317181
-24|	-12|	0.0528634361233
-24|	129|	0.00881057268722
-24|	-1|	0.132158590308
-24|-1.-10	-13|	1.0
-1|-10	-24|-1.-10	1.0
-24|-15	-12|	0.8
-24|-15	-3|	0.2
-13|	-17|	0.111111111111
-13|	-24|-13	0.833333333333
-13|	-1|-13	1.0
-13|	-15|	0.111111111111
-24|-20	-8|	1.0
-15|	-3|	0.166666666667
-15|	-24|-15	0.8
