24 => 11 0.0153846153846
24 => 26 0.246153846154
24 => 21 0.261538461538
24 => 22 0.138461538462
24 => 23 0.169230769231
24 => 28 0.0153846153846
24 => 29 0.0461538461538
24 => 17 0.107692307692
21 17 => 12 0.6
21 17 => 29 0.2
21 17 => 16 0.2
16 => 19 0.367816091954
16 => 12 0.206896551724
16 => 14 0.264367816092
16 => 17 0.16091954023
22 21 => 24 0.333333333333
22 21 => 17 0.333333333333
22 21 => 22 0.333333333333
28 26 => 28 1.0
23 24 => 26 0.833333333333
23 24 => 29 0.0833333333333
23 24 => 21 0.0833333333333
24 26 28 => 31 1.0
19 => 21 0.271604938272
19 => 17 0.382716049383
19 => 16 0.246913580247
19 => 22 0.0740740740741
19 => 129 0.0123456790123
19 => 14 0.0123456790123
12 19 => 21 1.0
24 22 => 19 0.444444444444
24 22 => 24 0.111111111111
24 22 => 14 0.222222222222
24 22 => 21 0.222222222222
23 26 => 29 1.0
16 12 => 11 0.277777777778
16 12 => 14 0.5
16 12 => 17 0.222222222222
11 => 14 1.0
29 33 31 => 28 1.0
21 22 => 24 0.857142857143
21 22 => 21 0.142857142857
22 24 => 17 0.384615384615
22 24 => 21 0.538461538462
22 24 => 22 0.0769230769231
28 24 26 => 24 1.0
19 16 => 19 0.4
19 16 => 17 0.6
12 16 => 19 0.6
12 16 => 12 0.4
22 14 => 17 1.0
28 24 26 24 => 11 0.25
28 24 26 24 => 26 0.25
28 24 26 24 => 17 0.5
22 19 => 17 1.0
21 24 21 => 19 1.0
17 21 19 => 16 1.0
16 17 => 129 0.0714285714286
16 17 => 14 0.785714285714
16 17 => 21 0.142857142857
24 17 => 21 0.285714285714
24 17 => 16 0.714285714286
22 21 24 => 26 1.0
17 29 => 11 0.666666666667
17 29 => 14 0.333333333333
22 24 21 => 12 0.142857142857
22 24 21 => 22 0.857142857143
26 => 24 0.390243902439
26 => 28 0.536585365854
26 => 29 0.0487804878049
26 => 23 0.0243902439024
23 24 21 => 12 1.0
11 14 => 17 1.0
5 14 => 17 1.0
21 19 => 129 0.025
21 19 => 17 0.475
21 19 => 16 0.5
29 28 => 31 0.166666666667
29 28 => 29 0.833333333333
17 19 17 => 16 1.0
33 => 31 0.8
33 => 36 0.2
24 29 => 33 0.333333333333
24 29 => 24 0.333333333333
24 29 => 31 0.333333333333
17 16 19 => 17 1.0
26 24 => 11 0.0625
26 24 => 26 0.0625
26 24 => 22 0.25
26 24 => 17 0.125
26 24 => 23 0.4375
26 24 => 28 0.0625
24 17 21 => 24 1.0
16 19 => 22 0.1875
16 19 => 21 0.625
16 19 => 17 0.1875
24 21 19 => 16 1.0
29 26 => 24 0.0909090909091
29 26 => 28 0.909090909091
129 17 => 14 1.0
19 17 21 => 17 1.0
29 33 => 31 0.5
29 33 => 36 0.5
19 22 => 24 1.0
17 16 17 => 21 1.0
19 21 => 19 0.909090909091
19 21 => 17 0.0909090909091
28 24 => 26 0.4
28 24 => 29 0.2
28 24 => 23 0.4
12 19 21 => 17 1.0
12 17 => 21 1.0
28 => 24 0.25641025641
28 => 31 0.282051282051
28 => 26 0.205128205128
28 => 29 0.25641025641
29 26 24 => 28 1.0
21 19 17 => 14 1.0
12 => 11 0.19512195122
12 => 24 0.0243902439024
12 => 14 0.219512195122
12 => 17 0.170731707317
12 => 23 0.0487804878049
12 => 19 0.0487804878049
12 => 16 0.243902439024
12 => 29 0.0487804878049
12 16 19 => 22 1.0
36 33 => 31 1.0
26 23 24 => 29 1.0
19 14 => 17 1.0
12 14 => 12 1.0
129 17 14 12 => 24 1.0
