-17|-13	-8|-17.-13	1.0
4|-5.-12	-5|4.-5.-12	1.0
-9|	0|	1.0
0|-5.129	129|0	1.0
-1|0	-3|-1	0.125
-1|0	-9|	0.125
-1|0	0|-1	0.625
-1|0	-12|-1	0.125
-7|-17	-8|-7	0.4
-7|-17	-17|	0.6
2|-7	-7|2	0.0909090909091
2|-7	-8|	0.0909090909091
2|-7	0|2	0.0909090909091
2|-7	-3|2.-7	1.0
0|	-7|0	1.0
0|	-12|0	1.0
0|	-3|	0.0425531914894
0|	-8|0	1.0
0|	2|0	1.0
0|	-1|0	0.625
0|	129|0	1.0
0|	3|	0.0106382978723
0|	-5|0	0.897435897436
0|	-10|0	0.142857142857
-1|	129|-1	0.5
-1|	-12|-1	1.0
-1|	-8|	0.0227272727273
-1|	-9|	0.0227272727273
-1|	-3|-1	1.0
-1|	0|-1	0.2
-1|	2|-1	1.0
-1|	-7|-1	0.25
-1|	-5|-1	0.222222222222
-1|	-10|-1	0.222222222222
0|-5	-7|0	0.0238095238095
0|-5	-12|0	0.047619047619
0|-5	-3|	0.047619047619
0|-5	-8|0	0.571428571429
0|-5	-10|0	0.119047619048
0|-5	129|0	0.0238095238095
0|-5	-5|0.-5	0.428571428571
-1|-3	0|-1	1.0
-1|-8	-5|-1.-8	1.0
-1|-8	129|-1	0.333333333333
-17|-3	-10|-17	1.0
0|-5.-1	-5|0.-5	0.333333333333
0|-5.-1	-12|0	0.666666666667
-8|-7	0|-8	0.4
-8|-7	-1|-8	0.4
-8|-7	-5|	0.2
-10|-1	-5|-10	0.222222222222
-10|-1	-1|-10	0.777777777778
2|4	-24|	1.0
-10|-5	-5|-10	0.875
-10|-5	-1|-10	0.125
-14|	-15|	1.0
-3|-1	-5|-3	1.0
-5|-10.-17	-13|-5	1.0
-8|	-10|-8	1.0
-8|	-7|-8	0.5
-8|	0|-8	0.810810810811
-8|	-1|-8	0.666666666667
-8|	-12|-8	1.0
-8|	-17|	0.12962962963
-8|	-5|	0.0185185185185
2|129	-24|	1.0
-5|129	0|-5.129	1.0
-10|-13	-13|-10	1.0
-17|-10	-7|-17	0.5
-17|-10	-22|	0.25
-17|-10	-15|	0.25
-5|4	4|	0.461538461538
-5|4	-3|	0.0769230769231
-5|4	129|-5	0.0769230769231
-5|4	2|-5	0.153846153846
-5|4	5|	0.230769230769
-7|-13	-10|-7	1.0
2|-5	-5|2	0.5
2|-5	-3|	0.5
-7|0	2|-7	1.0
-7|2	2|-7	1.0
129|0	-8|129	1.0
-7|3	-2|	1.0
0|-5.-10	-5|0.-5.-10	0.5
-13|-12.-8	-14|	1.0
-1|0.-1	-12|-1	0.5
-1|0.-1	-9|	0.5
-17|	-8|-17	0.1
-17|	-10|-17	0.5
-17|	-12|-17	1.0
-17|	-7|-17	0.4
-17|	-22|	0.05
-17|	-15|	0.05
-8|0	0|-8	1.0
-3|0.-8	0|-3	1.0
-12|-17	0|-12	1.0
-10|-7	-17|-10	1.0
-10|-15	-17|-10	0.4
-10|-15	-12|	0.2
-10|-15	-15|	0.4
2|-3.2.-7	-8|	0.25
2|-3.2.-7	-7|2	0.75
-12|0	-5|-12	1.0
129|-1	-5|129	0.5
129|-1	2|129	0.5
-3|	-1|-3	1.0
-3|	-17|-3	1.0
-3|	0|-3	0.333333333333
-3|	-5|-3	1.0
-3|	2|	0.730769230769
-3|	4|-3	1.0
-7|-1	-8|-7	0.75
-7|-1	0|	0.25
-8|-5.-1	-1|-8	1.0
-8|-17	-10|-8	0.1
