24|	22|24	1.0
19|20	17|	1.0
14|15	15|14.15	0.25
14|15	12|14	0.5
0|	12|0	1.0
12|14.5	14|12.14	1.0
16|	17|16	1.0
16|	18|	0.333333333333
15|14.12	14|15	0.333333333333
15|14.12	17|15.14.12	0.5
19|	12|19	0.5
19|	21|	0.046511627907
19|	17|	0.46511627907
19|	20|	0.302325581395
19|	15|19	0.5
19|12	20|	1.0
22|24	20|	1.0
9|	10|9	0.5
9|	7|9	0.25
9|	11|	0.142857142857
9|10	7|9	1.0
11|	7|11	0.5
11|	15|11	1.0
11|	12|11	0.2
10|5	8|10	1.0
14|12.11	7|14	0.5
14|12.11	12|14	0.5
10|13	12|10	1.0
17|15.14.12	16|	0.5
17|15.14.12	15|17	0.5
17|15.10	14|17	1.0
19|22	17|19.22	1.0
17|16	19|17	1.0
18|	14|18	1.0
18|	19|18	1.0
14|18	19|	1.0
12|14.6	14|12.14	1.0
15|19	17|15.19	1.0
15|19	20|	0.5
15|17	14|15	0.777777777778
15|17	17|15	0.222222222222
10|	9|10	1.0
10|	12|10	0.333333333333
10|	8|10	1.0
10|	15|10	1.0
10|	5|10	1.0
7|11	6|	0.5
7|11	19|	0.5
7|6	9|7	1.0
12|0	13|	1.0
14|5	11|14	0.333333333333
14|5	12|14.5	1.0
14|5	7|14	0.333333333333
14|12.14	16|14	0.5
14|12.14	11|14	0.5
5|7	3|	0.5
5|7	7|5.7	1.0
3|2	5|3	0.5
3|2	0|	0.5
17|15	15|17	0.3
17|15	10|17	0.1
17|15	19|17.15	0.5
17|15	16|	0.1
17|15	14|17	0.3
6|	14|6	1.0
6|	7|6	1.0
10|17	15|10	1.0
10|12	9|10	0.5
10|12	8|10	0.5
19|15	12|19	0.666666666667
19|15	20|	0.333333333333
13|	12|13	1.0
13|	10|13	1.0
10|14	9|10	1.0
19|17	12|19	0.125
19|17	20|	0.5
19|17	17|	0.125
19|17	15|19	0.25
7|	12|7	0.5
7|	5|7	0.5
7|	9|7	0.333333333333
7|	6|	0.111111111111
7|	19|	0.111111111111
7|	18|	0.0555555555556
7|	8|	0.333333333333
14|12.15	15|14.12	0.5
14|12.15	11|14	0.25
14|12.15	10|14	0.25
15|20	17|15.20	1.0
7|8	5|7	0.4
7|8	8|7.8	1.0
5|3	7|5	1.0
12|7	11|12	0.5
12|7	10|12	0.5
15|14.21	12|15	1.0
12|	7|12	1.0
12|	11|12	1.0
12|	13|	0.11320754717
12|	10|12	0.5
12|	19|12	1.0
12|	3|	0.0188679245283
12|	20|12	1.0
12|	14|12	0.2
20|	19|20	1.0
20|	15|20	1.0
20|	22|20	0.333333333333
12|13	10|12	1.0
10|8	12|10	1.0
17|22	19|17	1.0
7|9	6|	0.25
7|9	19|	0.25
7|9	9|7	0.25
7|9	18|	0.25
14|17	15|14.17	0.166666666667
14|12	16|14	0.1
14|12	7|14	0.1
14|12	15|14.12	0.333333333333
14|12	11|14	0.2
14|12	10|14	0.1
14|12	12|14	0.2
8|10	7|8	1.0
16|14	18|	1.0
7|5.7	8|7.5.7	1.0
19|17.15	12|19	0.5
19|17.15	17|	0.5
10|9	12|10	0.5
10|9	5|10	0.5
17|15.20	10|17	1.0
12|10	13|	0.333333333333
12|10	7|12	0.333333333333
12|10	14|12	0.333333333333
9|7	10|9	0.666666666667
9|7	11|	0.333333333333
11|12	12|11	1.0
15|	17|15	0.2
15|	19|15	0.666666666667
15|	14|15	0.5
15|	20|	0.0384615384615
15|	12|15	1.0
15|	16|	0.0384615384615
15|	3|	0.0192307692308
7|14	12|7	0.5
7|14	8|	0.5
21|	14|21	1.0
12|11	14|12.11	0.5
12|11	11|12	0.2
12|11	13|	0.2
12|11	19|12	0.2
5|	10|5	1.0
5|	14|5	0.333333333333
5|	3|	0.125
5|	7|5	0.333333333333
7|12	12|7	1.0
11|14	7|11	0.666666666667
11|14	15|11	0.333333333333
20|12	22|20	1.0
22|17	24|	1.0
19|18	21|	1.0
15|10	17|15.10	1.0
15|14.17	17|15	0.333333333333
15|14.17	19|15	0.166666666667
15|14.17	12|15	0.333333333333
15|14.17	3|	0.166666666667
14|	16|14	1.0
14|	19|	0.037037037037
14|	15|	0.407407407407
14|	11|14	0.333333333333
14|	7|14	0.5
14|	10|14	1.0
14|	12|14	0.266666666667
22|	15|22	1.0
22|	24|	0.2
22|	19|22	1.0
22|	17|22	1.0
22|	20|	0.2
2|	3|2	0.5
5|10	10|5	1.0
12|14	11|12	0.266666666667
12|14	10|12	0.4
12|14	3|	0.0666666666667
12|14	14|12.14	0.5
8|7.5.7	10|8	1.0
14|6	12|14.6	1.0
22|20	15|22	0.333333333333
22|20	19|22	0.333333333333
22|20	17|22	0.333333333333
15|14.15	17|15	0.25
15|14.15	19|15	0.25
15|14.15	12|15	0.25
15|14.15	16|	0.25
12|15	14|12.15	0.25
8|7.8	5|	1.0
15|22	17|15	1.0
7|5	9|7	0.333333333333
7|5	8|	0.666666666667
17|	15|17	0.777777777778
17|	19|17	0.25
17|	22|17	1.0
17|	10|17	1.0
17|	16|	0.0434782608696
17|	14|17	1.0
3|	2|	0.5
3|	5|3	1.0
3|	0|	0.25
14|21	15|14.21	1.0
12|19	14|12	0.5
12|19	20|12	0.5
17|19.22	22|17	1.0
17|15.19	14|17	1.0
15|11	12|15	1.0
8|	7|8	0.6
8|	10|8	1.0
8|	5|	0.4
