24|	16|24	1.0
-4|	-7|	0.2
-4|	-5|-4	1.0
-4|	-2|-4	0.5
-4|	4|-4	1.0
-9|	-4|	1.0
-1|0	2|-1	0.125
-1|0	0|-1	0.375
-1|0	-3|-1	0.5
8|16	16|8	1.0
2|7	6|	0.166666666667
2|7	7|2	0.666666666667
2|7	10|	0.166666666667
7|0	5|7.0	1.0
0|	11|	0.0208333333333
0|	-8|	0.0208333333333
0|	-1|0	0.375
0|	2|0	0.1
0|	-3|0	0.6
0|	5|0	0.111111111111
0|	-4|	0.0416666666667
0|	3|	0.0416666666667
0|	-5|0	0.6
0|	1|0	1.0
0|	4|0	1.0
0|	9|0	1.0
0|	-2|0	1.0
0|	7|0	1.0
16|	-1|16	1.0
16|	12|16	1.0
16|	24|	0.0714285714286
16|	8|16	1.0
16|	14|	0.357142857143
16|	-5|16	1.0
16|	17|	0.142857142857
16|	19|16	0.5
-1|	7|-1	1.0
-1|	4|-1	0.8
-1|	0|-1	0.2
-1|	-8|	0.0434782608696
-1|	5|-1	1.0
-1|	-3|-1	0.666666666667
-1|	1|	0.0434782608696
-1|	2|-1	0.5
-1|	-5|-1	1.0
0|-5	-1|0	0.5
0|-5	-5|0	0.25
0|-5	2|0.-5	1.0
-1|-3	-8|	0.333333333333
-1|-3	1|	0.333333333333
-1|-3	0|-1	0.333333333333
5|4	-3|5	0.25
5|4	4|5	0.5
5|4	-1|5	0.25
7|19	4|7	1.0
19|	24|	0.166666666667
19|	7|19	1.0
19|	14|	0.333333333333
19|	11|	0.166666666667
19|	16|19	1.0
1|-7	0|1	1.0
-2|0	-9|	1.0
3|5	1|3	0.5
3|5	8|3	0.5
10|7	2|10	1.0
9|	2|9	1.0
9|	11|	0.0714285714286
9|	10|	0.0714285714286
9|	0|9	1.0
9|	4|9	1.0
9|	18|	0.0714285714286
9|	7|9	0.125
0|-3	5|0	0.6
0|-3	-3|0	0.2
0|-3	1|0	0.2
3|-2	7|3	0.5
3|-2	5|3	0.5
2|4	-5|2	0.153846153846
2|4	0|2	0.461538461538
2|4	-7|2	0.0769230769231
2|4	1|	0.0769230769231
2|4	12|2	0.0769230769231
2|4	4|2	0.153846153846
12|16	16|12	1.0
9|10	7|9.10	0.5
11|	7|11	0.5
11|	9|11	0.5
11|	14|11	0.5
-5|-2	3|-5	0.5
-5|-2	-2|-5	0.5
-3|-1	-1|-3	0.166666666667
-3|-1	-4|-3	0.166666666667
-3|-1	-5|-3	0.666666666667
12|5	129|	1.0
0|7	9|0	0.333333333333
0|7	5|0.7	1.0
-5|129	0|-5	1.0
5|0	12|5	0.111111111111
5|0	-1|5	0.222222222222
5|0	7|5	0.111111111111
5|0	9|	0.111111111111
5|0	0|5	0.333333333333
5|0	8|	0.111111111111
16|8	17|	1.0
-2|7	7|-2	0.5
-2|7	10|	0.5
1|	0|1	1.0
1|	-5|1	1.0
1|	-3|1	1.0
1|	2|1	0.5
1|	-1|	0.166666666667
4|14	7|4	1.0
16|19	12|16	1.0
16|12	19|16	0.5
16|12	-5|16	0.5
2|-5	-2|2	0.25
2|-5	1|	0.25
2|-5	-5|2	0.5
-3|5	-2|-3	1.0
0|1	-2|0	1.0
-7|2	2|	1.0
4|-1	-1|4	0.2
4|-1	2|4	0.8
4|9	2|4.9	1.0
-5|7	0|-5	0.333333333333
-5|7	-3|	0.666666666667
18|	19|18	1.0
4|-4	-8|	1.0
0|4	-3|0	1.0
