-30|	-29|-30	1.0
-17|-15	-19|-17	0.5
-17|-15	-18|	0.5
-17|	-15|-17	1.0
-17|	-19|-17	1.0
-17|	-20|-17	1.0
-17|	-24|	0.0909090909091
-17|	-29|-17	1.0
-17|	-22|-17	0.5
-17|	-18|	0.0909090909091
-24|-25	-22|-24	0.714285714286
-24|-25	-29|-24	0.285714285714
-19|-20	-17|-19	0.428571428571
-19|-20	-22|-19	0.571428571429
-20|-19	-22|-20	0.8
-20|-19	-19|-20	0.2
-17|-29	-19|-17	1.0
-17|-19	-15|-17	0.4
-17|-19	-19|-17	0.2
-17|-19	-24|	0.4
-29|-30	-27|	1.0
-29|-24	-30|	0.5
-29|-24	-25|	0.5
-18|	-17|-18	1.0
-18|	-20|	0.5
-19|-17	-20|-19	1.0
-22|-24	-29|-22	0.285714285714
-22|-24	-24|-22.-24	1.0
-22|-24	-20|-22.-24	0.375
-29|-31	-17|-29	1.0
-29|-27	-24|-29	1.0
-20|-22.-20	-24|-20	1.0
-25|	-22|-25	0.8
-25|	-24|-25	0.285714285714
-25|	-29|	0.0526315789474
-25|	-27|	0.315789473684
-22|-29	-17|-22	1.0
-20|-22.-19	-22|-20	0.5
-20|-22.-19	-17|-20	0.5
-27|	-25|-27	0.857142857143
-27|	-31|	0.153846153846
-27|	-29|-27	1.0
-10|	-12|	1.0
-17|-24	-29|-17	1.0
-13|-15	-12|	1.0
-12|	-13|	1.0
-31|	-29|-31	1.0
-31|	-15|	0.5
-24|-20	-17|-24	0.333333333333
-24|-20	-22|-24	0.666666666667
-22|-25	-17|-22	0.2
-22|-25	-24|-22	0.8
-22|-20	-17|-22	0.142857142857
-22|-20	-20|-22.-20	1.0
-22|-20	-24|-22	0.428571428571
-15|-17	-13|-15	1.0
-20|-17	-19|-20	1.0
-27|-24	-31|	1.0
-25|-27	-29|	0.142857142857
-25|-27	-24|-25	0.857142857143
-17|-20	-19|-17	1.0
-29|-17	-27|	1.0
-22|-19	-20|-22.-19	0.5
-29|	-30|	0.0625
-29|	-25|	0.0625
-29|	-22|-29	1.0
-29|	-27|	0.1875
-29|	-17|-29	1.0
-29|	-24|-29	0.285714285714
-20|-22.-24	-22|-20	0.125
-20|-22.-24	-19|-20	0.375
-20|-22.-24	-27|	0.25
-20|-22.-24	-18|	0.25
-19|	-17|-19	0.2
-19|	-20|-19	0.2
-19|	-22|-19	1.0
-24|-29	-22|-24	0.428571428571
-24|-29	-27|-24	0.285714285714
-24|-29	-31|	0.285714285714
-29|-22	-22|-29	0.5
-29|-22	-24|-29	0.5
-19|-15	-17|-19	1.0
-22|-17	-19|	0.5
-22|-17	-10|	0.5
-17|-18	-22|-17	1.0
-24|	-22|-24	0.142857142857
-24|	-17|-24	1.0
-24|	-27|-24	1.0
-24|	-25|	0.333333333333
-24|	-29|-24	0.5
-24|	-31|	0.0606060606061
-24|-22	-22|-24	0.166666666667
-24|-22	-25|	0.833333333333
-24|-22.-24	-22|-24	1.0
-20|	-19|-20	0.428571428571
-20|	-27|	0.0606060606061
-20|	-24|-20	0.333333333333
-20|	-17|-20	1.0
-20|	-18|	0.0606060606061
-20|	-22|-20	0.428571428571
-13|	-12|	0.333333333333
-13|	-15|	0.666666666667
-17|-22	-19|-17	0.2
-17|-22	-20|-17	0.4
-17|-22	-22|-17	0.4
-22|	-29|-22	0.5
-22|	-10|	0.0454545454545
-22|	-20|	0.431818181818
-22|	-19|	0.0454545454545
-22|	-24|-22	0.833333333333
-22|	-17|-22	0.2
-15|	-17|-15	0.5
-15|	-19|-15	1.0
-15|	-13|-15	1.0
