18|21	19|18.21	1.0
24|	19|24	0.333333333333
24|	23|24	1.0
24|	20|	0.222222222222
24|	22|	0.111111111111
24|	12|24	1.0
24|	28|24	1.0
9|-3	14|9	1.0
17|21	11|	0.4
17|21	16|17.21	1.0
17|21	7|17	0.2
28|24	27|	1.0
16|17.19.7	14|16.17.19.7	0.5
17|13	16|17.13	1.0
19|18.19.21	21|19	1.0
0|	12|0	1.0
0|	5|0	0.333333333333
12|14.5	10|12	1.0
16|	12|16	0.125
16|	14|16	0.0344827586207
16|	9|16	1.0
16|	17|16	0.470588235294
16|	15|	0.168224299065
16|	21|16	1.0
16|	7|16	1.0
16|	19|16	0.363636363636
23|12	24|23.12	1.0
21|22	9|21	0.166666666667
21|22	22|	0.333333333333
21|22	19|21	0.5
9|7.5	7|9	1.0
5|4	14|5	0.5
5|4	7|5	0.5
24|23	28|24	0.25
24|23	12|24	0.25
24|23	20|	0.5
19|	28|19	1.0
19|	14|19	1.0
19|	24|19	1.0
19|	20|	0.0123456790123
19|	18|19	0.909090909091
19|	16|19	0.8
19|	23|	0.0493827160494
19|	17|19	0.0714285714286
19|	21|19	1.0
19|	22|	0.0246913580247
9|16	10|	1.0
14|2	13|14.2	1.0
16|17.19.18.19	14|16.17.19.18.19	1.0
9|	-3|	0.0227272727273
9|	10|	0.136363636364
9|	-2|	0.0454545454545
9|	14|9	1.0
9|	12|9	1.0
9|	11|9	1.0
9|	17|	0.0227272727273
9|	7|9	0.533333333333
9|	5|9	0.5
9|	2|	0.0227272727273
9|	8|	0.0909090909091
7|9.10	5|	1.0
12|16	16|12.16	1.0
12|16	11|12	0.125
12|16	17|12	0.125
12|16	23|12	0.125
12|16	21|12	0.125
9|10	10|	0.375
9|10	-2|	0.25
9|10	14|9	0.125
9|10	17|	0.125
9|10	7|9.10	1.0
11|	9|11	1.0
11|	12|11	0.166666666667
12|5	9|12	1.0
5|0	7|5	0.333333333333
5|0	12|5	0.333333333333
5|0	9|5	0.333333333333
7|26	17|	1.0
19|16.19	17|19.16	0.5
19|16.19	16|19	0.5
16|19	19|16.19	0.5
16|19	15|	0.2
16|12	17|16	0.222222222222
16|12	19|16.12	1.0
16|12	14|16	0.111111111111
16|12	21|16	0.111111111111
16|12	12|16.12	1.0
19|22	18|19.22	1.0
14|16.17.19.17	17|14	1.0
17|16	4|	0.0588235294118
17|16	16|17	0.235294117647
17|16	19|17	0.470588235294
17|16	12|17	0.235294117647
18|	19|18	0.0833333333333
18|	16|18	1.0
17|19.17.16.17	14|17.19	1.0
12|9	10|12	1.0
17|19.7	16|17.19.7	1.0
21|16	19|21.16	1.0
18|19.24	19|18.19.24	1.0
14|12.0	12|14.12	1.0
16|17.14	7|16	1.0
10|	9|10	0.375
10|	12|10	1.0
10|	7|10	0.666666666667
26|	24|26	1.0
26|	7|26	1.0
7|6	10|	1.0
9|21	-3|	1.0
12|0	14|12.0	1.0
19|18.21	17|19	1.0
14|5	12|14.5	1.0
12|24	0|	1.0
11|9	12|11	1.0
14|12.14	0|	1.0
19|21	18|19.21	1.0
19|21	20|	0.0588235294118
19|21	22|	0.117647058824
19|21	17|19	0.470588235294
19|21	14|19	0.235294117647
5|9	4|	0.5
5|9	0|	0.5
28|29	26|	1.0
