24 => 22 1.0
-9 => 9 0.2
-9 => 3 0.2
-9 => 12 0.2
-9 => 14 0.2
-9 => -12 0.2
15 14 => 10 0.111111111111
15 14 => 12 0.277777777778
15 14 => 15 0.111111111111
15 14 => 17 0.0555555555556
15 14 => -5 0.0555555555556
15 14 => -7 0.111111111111
15 14 => -12 0.111111111111
15 14 => -15 0.0555555555556
15 14 => 7 0.111111111111
-16 14 => 12 0.5
-16 14 => 15 0.5
20 -19 => 19 1.0
-12 10 => -12 1.0
18 22 => 21 1.0
9 -12 => 6 1.0
-20 11 => 13 1.0
8 -13 => 7 1.0
19 => 11 0.047619047619
19 => 13 0.0952380952381
19 => 12 0.119047619048
19 => 20 0.0714285714286
19 => 14 0.0238095238095
19 => 17 0.214285714286
19 => 16 0.0714285714286
19 => 18 0.119047619048
19 => -17 0.0238095238095
19 => -10 0.0238095238095
19 => -14 0.047619047619
19 => 7 0.0238095238095
19 => -16 0.0238095238095
19 => -19 0.047619047619
19 => 15 0.0238095238095
19 => 21 0.0238095238095
10 19 => 13 0.333333333333
10 19 => 12 0.333333333333
10 19 => 17 0.333333333333
16 -4 => 17 1.0
9 => 11 0.107142857143
9 => 10 0.107142857143
9 => 13 0.0357142857143
9 => 12 0.107142857143
9 => 15 0.0357142857143
9 => 14 0.107142857143
9 => 17 0.0357142857143
9 => 18 0.0714285714286
9 => -20 0.0357142857143
9 => 7 0.142857142857
9 => -6 0.0357142857143
9 => -12 0.0357142857143
9 => -17 0.0357142857143
9 => 6 0.0714285714286
9 => -18 0.0357142857143
-10 15 => 12 1.0
-19 13 => -7 1.0
6 15 => 14 1.0
16 12 => 5 1.0
-14 => 24 0.0714285714286
-14 => 10 0.0714285714286
-14 => 12 0.357142857143
-14 => 15 0.214285714286
-14 => 14 0.0714285714286
-14 => 7 0.214285714286
19 -19 => 14 1.0
7 0 => 12 0.5
7 0 => 4 0.5
11 -5 => 12 0.5
11 -5 => 14 0.5
20 13 => -16 1.0
14 18 => -10 1.0
22 19 => 18 1.0
-12 17 => 19 1.0
14 17 12 => 7 0.666666666667
14 17 12 => -16 0.333333333333
0 11 => 7 1.0
-17 2 => 1 1.0
12 -5 => 13 1.0
16 -17 => 12 0.5
16 -17 => 17 0.5
10 7 12 => 7 1.0
19 15 => 13 1.0
-19 14 => 13 0.333333333333
-19 14 => 15 0.666666666667
-4 5 => 19 1.0
7 12 7 => 3 0.333333333333
7 12 7 => 4 0.666666666667
9 11 => -5 0.333333333333
9 11 => 19 0.333333333333
9 11 => 5 0.333333333333
21 19 => 15 1.0
16 17 19 => 16 1.0
7 5 => 12 0.5
7 5 => 7 0.5
2 3 => -17 1.0
-5 14 => 12 1.0
17 10 => 8 0.333333333333
17 10 => 7 0.666666666667
14 -12 => 12 0.222222222222
14 -12 => 14 0.222222222222
14 -12 => 17 0.444444444444
14 -12 => 6 0.111111111111
15 -17 => 10 0.5
15 -17 => 17 0.5
15 18 => -13 1.0
-21 => -9 0.25
-21 => 15 0.25
-21 => 8 0.25
-21 => 10 0.25
12 -10 => 10 1.0
17 20 => -1 0.333333333333
17 20 => 17 0.666666666667
14 20 => 11 0.666666666667
14 20 => -19 0.333333333333
3 7 => 11 0.333333333333
3 7 => -12 0.666666666667
-6 17 => -10 1.0
4 5 => 17 1.0
-10 14 15 => 9 1.0
7 17 => 15 0.5
7 17 => 7 0.5
9 7 => 11 0.5
9 7 => 13 0.25
9 7 => 17 0.25
2 5 => 11 0.4
2 5 => 15 0.4
2 5 => 7 0.2
-16 20 => 14 1.0
11 -17 => 12 0.666666666667
11 -17 => 14 0.333333333333
-10 19 => 16 1.0
-12 12 7 => 5 1.0
15 12 14 => 11 1.0
-2 => 12 0.5
-2 => 17 0.5
12 7 4 => 7 1.0
8 17 => 12 0.5
8 17 => 5 0.5
