-17|	-5|-17	1.0
-9|	0|-9	1.0
-8|0	-1|	1.0
-8|-1	-3|	1.0
-5|-13	-4|-5	0.153846153846
-5|-13	-13|	0.384615384615
-5|-13	-12|	0.384615384615
-5|-13	0|	0.0769230769231
-5|	-4|-5	1.0
-5|	-12|	0.238095238095
-5|	-8|-5	0.8125
-5|	-10|	0.0634920634921
-5|	-13|	0.206349206349
-5|	-7|	0.15873015873
-5|	0|	0.015873015873
-5|	2|-5	1.0
-5|	-17|	0.015873015873
0|	4|	0.142857142857
0|	-9|	0.142857142857
0|	-8|0	1.0
0|	9|	0.142857142857
0|	2|	0.142857142857
0|	-1|	0.142857142857
-7|	-3|-7	1.0
-7|	-5|	0.769230769231
-7|	-12|-7	1.0
-7|	-6|	0.0769230769231
2|	0|2	1.0
2|	-5|2	1.0
2|	4|	0.666666666667
-10|-4	-4|	1.0
-5|-8	-17|	0.0666666666667
-5|-8	-8|-5	0.2
-5|-8	-13|-5.-8	1.0
-5|-8	-7|	0.533333333333
-5|-8	-12|	0.0666666666667
-1|	-8|-1	1.0
-1|	-3|-1	1.0
4|	-3|4	1.0
4|	0|4	1.0
4|	2|	0.444444444444
4|	5|	0.333333333333
-3|	4|	0.0666666666667
-3|	-4|	0.266666666667
-3|	-5|-3	0.5
-3|	-8|-3	1.0
-12|-8	-7|-12	0.5
-12|-8	-8|-12	0.5
-3|4	4|	1.0
0|5	9|	1.0
-5|-13.-5.-8	-4|-5	1.0
-5|-3	-12|	0.5
-5|-3	-8|-5.-3	1.0
-12|-5.-4	-5|-12.-5.-4	1.0
-5|-12.-5.-4	-10|	1.0
-12|-7	-6|	1.0
-10|	-13|	0.333333333333
-10|	-5|-10	1.0
-10|	-4|	0.333333333333
9|	7|	1.0
-12|	-7|-12	0.5
-12|	-8|-12	1.0
-12|	-5|	0.761904761905
-12|	-6|	0.047619047619
0|7	2|	1.0
-8|-5.-3	-4|	1.0
-7|-12	-6|	0.5
-7|-12	-12|-7	0.5
-3|-7	-5|-3	1.0
2|-5	0|2	1.0
-3|-1	-5|-3	1.0
-8|-12	-12|-8	1.0
-8|-4	-7|-8	0.142857142857
-8|-4	-5|-8	0.285714285714
-8|-4	-4|	0.571428571429
-8|	-7|-8	1.0
-8|	-3|	0.27027027027
-8|	-12|-8	0.5
-8|	-4|	0.135135135135
-8|	-5|-8	0.533333333333
-8|	-1|	0.0540540540541
0|2	-9|	1.0
-5|-17	-7|	1.0
-13|-5.-8	-5|-13.-5.-8	1.0
-4|	-3|	0.153846153846
-4|	-8|-4	0.285714285714
-4|	-5|-4	1.0
-4|	-10|-4	1.0
0|4	4|	1.0
-7|-8	-3|-7	1.0
-5|-4	-12|-5.-4	1.0
-6|	-5|	0.5
-6|	-12|	0.5
5|	4|	0.75
5|	0|5	1.0
-4|-5	-5|-4	1.0
0|-9	-1|	1.0
7|	0|7	1.0
-8|-3	-3|	1.0
-8|-5	-5|-8	0.8125
-8|-5	-4|	0.0625
-8|-5	-12|-8	0.125
-5|2	2|-5	1.0
-13|	-5|-13	0.0769230769231
-13|	0|	0.0666666666667
-5|-10	-8|-5	1.0
