24|	12|24	1.0
-1|0	2|-1	1.0
7|0	5|7	1.0
9|17	14|9	1.0
0|	4|0	1.0
0|	6|	0.0487804878049
0|	-1|0	1.0
0|	-2|	0.0975609756098
0|	9|0	0.5
0|	7|0	1.0
0|	12|0	0.153846153846
0|	-7|	0.0243902439024
0|	-5|0	0.888888888889
16|	14|16	0.333333333333
16|	18|	0.25
2|5.14	0|2	1.0
6|14	7|6.14	1.0
6|14	4|6	0.25
6|14	18|	0.5
2|4.7	-2|2	1.0
-1|	6|	0.444444444444
-1|	4|-1	1.0
-1|	2|-1	0.5
5|4	17|5.4	1.0
19|	23|	0.4
19|	6|	0.4
19|	18|	0.2
14|2	9|	1.0
4|0	2|4	1.0
-2|2	-5|-2	1.0
9|	17|9	1.0
9|	14|9	1.0
9|	2|9	0.333333333333
9|	7|9	0.0909090909091
2|4	0|2.4	0.666666666667
2|4	12|2	0.25
2|4	-2|2	0.25
11|	14|11	0.125
11|	-5|11	1.0
-5|-2	-8|	1.0
17|9	16|	1.0
0|7	7|0	0.153846153846
0|7	12|0	0.846153846154
-5|11	7|-5	1.0
4|-1	2|4	1.0
18|	16|	0.8
18|	19|18	1.0
0|2.4	6|	0.666666666667
0|2.4	-2|	0.333333333333
0|4	-5|0	1.0
-1|-7	4|-1	1.0
6|7	4|6	1.0
10|	14|10	1.0
10|	7|10	1.0
7|6	6|7	0.0588235294118
7|6	9|7	0.941176470588
2|14	14|2	1.0
12|0	9|12	0.153846153846
12|0	11|	0.615384615385
12|0	7|12	0.153846153846
12|0	6|	0.0769230769231
14|11	9|	0.125
14|11	2|14	0.125
14|11	5|14	0.5
14|11	6|14	0.25
12|24	21|	1.0
0|12	9|0	1.0
19|21	23|	1.0
5|7	4|5	0.65
5|7	2|5	0.35
-3|	5|-3	1.0
6|	4|6	0.5
6|	18|	0.0869565217391
6|	7|6	0.941176470588
19|7	6|	1.0
4|7	5|4	0.166666666667
4|7	0|4	0.666666666667
4|7	2|4.7	1.0
4|7.10	5|4	0.5
4|7.10	2|4.7	0.5
-1|5	2|-1	1.0
7|9	5|7	0.545454545455
7|9	11|7	0.0909090909091
7|9	4|7	0.363636363636
5|2	-1|5	1.0
2|17	0|2	1.0
7|	12|7	1.0
7|	5|7	0.35
7|	6|7	1.0
7|	9|7	1.0
7|	0|7	0.846153846154
7|	19|7	1.0
7|	11|7	1.0
7|	4|7	0.666666666667
9|5	2|9	1.0
-2|	-5|-2	1.0
-2|	-3|	0.666666666667
14|10	5|14	1.0
9|0	2|9	0.5
9|0	7|9.0	1.0
12|2	0|12	1.0
17|12	9|17	1.0
12|7	6|	1.0
12|	9|12	1.0
12|	11|	0.5
12|	10|	0.0625
12|	6|	0.125
12|	7|12	1.0
12|	21|	0.0625
12|	0|12	1.0
12|	17|12	1.0
-5|	-8|	0.117647058824
-5|	5|-5	1.0
-5|	7|-5	1.0
-5|	-1|-5	1.0
-5|	12|-5	1.0
2|-1	-5|2	0.5
2|-1	0|2.-1	0.25
0|5	12|0.5	1.0
0|5	9|0.5	1.0
7|6.14	6|7	1.0
4|	5|4	1.0
4|	7|4	0.8125
4|	6|4	1.0
4|	0|4	1.0
4|	2|4	0.5
4|	-1|	0.027027027027
-5|2	5|-5	1.0
7|9.0	11|7	1.0
4|6	6|4	0.5
4|6	2|4.6	1.0
-1|-5	4|-1	1.0
29|	0|29	1.0
29|	7|	0.5
0|-8	-2|	1.0
9|7	7|9	1.0
0|2	4|0	0.181818181818
0|2	-2|	0.0909090909091
0|2	-1|0	0.363636363636
0|2	6|	0.181818181818
0|2	-7|	0.0909090909091
0|2	-5|0.2	1.0
21|	19|21	1.0
2|5	0|2	0.222222222222
2|5	-1|2	0.777777777778
5|	9|5	1.0
5|	4|5	0.0588235294118
5|	0|5	0.5
5|	-1|5	1.0
5|	17|	0.136363636364
5|	2|5	0.222222222222
5|-3	0|5	1.0
12|0.5	9|12	1.0
7|10	4|7.10	0.5
7|12	5|7	1.0
12|-5	11|	1.0
5|14	2|5.14	1.0
5|14	17|	0.4
5|14	9|5	0.4
14|16	24|	0.333333333333
14|16	10|	0.333333333333
14|16	12|14	0.333333333333
5|-5	4|5	1.0
2|4.6	12|2	1.0
2|9	10|2	0.333333333333
2|9	5|2	0.666666666667
19|18	18|	1.0
0|29	-2|	1.0
14|	24|	0.0714285714286
14|	10|	0.0714285714286
14|	2|14	1.0
14|	6|14	0.5
14|	5|14	0.4
14|	9|	0.142857142857
14|	12|14	0.5
-7|	-1|-7	1.0
-5|0	12|-5	0.888888888889
-5|0	-1|-5	0.111111111111
2|	-5|2	1.0
2|	-1|2	1.0
2|	0|2	0.0909090909091
2|	14|2	1.0
2|	12|2	1.0
2|	-2|2	1.0
2|	10|2	1.0
2|	5|2	1.0
11|7	-5|11	1.0
12|14	17|12	0.5
12|14	10|	0.5
9|12	17|9	1.0
-1|2	6|	1.0
14|9	12|14	1.0
7|-5	5|7	1.0
0|2.-1	-7|	0.25
0|2.-1	-5|0.2	0.25
0|2.-1	4|0	0.5
10|2	14|10	1.0
-8|	0|-8	1.0
6|4	4|6	1.0
17|5.4	29|	1.0
17|	2|17	1.0
17|	9|17	1.0
17|	16|	0.4
17|	29|	0.2
9|0.5	2|9	1.0
23|	7|23	1.0
7|23	19|7	1.0
7|4	12|7	0.1875
7|4	0|7	0.8125
4|5	7|4	0.941176470588
4|5	-1|	0.0588235294118
-5|0.2	-1|-5	1.0
