8|5	7|8.5	0.333333333333
-4|	-2|	0.2
-4|	-5|	0.4
-4|	1|-4	1.0
-4|	-9|	0.2
-9|	-2|-9	1.0
1|3.0	5|1	1.0
9|6	7|9.6	0.25
2|7	9|2	0.333333333333
2|7	7|2	0.333333333333
2|7	5|2	0.333333333333
7|0	9|7	0.25
7|0	4|7	0.25
7|0	5|	0.5
3|2.0	-2|3	0.1
3|2.0	2|	0.3
3|2.0	5|3	0.6
0|	3|0	0.25
0|	4|	0.0196078431373
0|	2|0	0.125
0|	-5|	0.0196078431373
0|	5|0	1.0
0|	-4|0	1.0
0|	-3|	0.0196078431373
0|	7|0	0.25
0|	8|0	1.0
0|	-7|	0.0196078431373
0|	1|0	1.0
0|	-1|	0.156862745098
0|	-2|	0.137254901961
16|	17|	1.0
7|8.9	6|	0.5
7|8.9	8|7.8.9	1.0
7|8.9	-5|	0.166666666667
7|8.9	12|	0.166666666667
1|-4	0|1.-4	1.0
-1|	7|-1	0.5
-1|	-2|	0.133333333333
-1|	0|-1	0.1
-1|	8|	0.0666666666667
10|11	9|10.11	0.2
5|4	4|	0.2
5|4	6|5	0.2
5|4	-2|5	0.1
5|4	1|	0.1
5|4	2|5	0.1
5|4	3|5	0.2
5|4	7|5	0.1
2|0	-1|2	0.125
2|0	0|2	0.0625
2|0	-5|	0.125
2|0	3|2.0	0.3
2|0	5|2	0.0625
2|0.3	-1|2	1.0
10|12.11	8|10.12.11	1.0
8|9	7|8.9	0.166666666667
9|7.8	10|9	1.0
3|5	7|3	0.0540540540541
3|5	12|3	0.0810810810811
3|5	6|	0.027027027027
3|5	5|3.5	0.8
3|5	0|3	0.0810810810811
3|5	1|	0.108108108108
3|5	4|3	0.027027027027
3|5	2|	0.459459459459
3|5	8|	0.027027027027
10|7	14|10	0.166666666667
10|7	9|	0.666666666667
10|7	4|10	0.166666666667
9|	8|9	1.0
9|	12|9	0.25
9|	6|9	1.0
9|	10|9	0.25
9|	7|9	0.1875
9|	11|9	0.8
9|	2|	0.0454545454545
9|	5|9	1.0
3|-2	2|3.-2	0.5
2|4	6|2	0.333333333333
2|4	4|2	0.666666666667
11|	10|11	1.0
11|	2|11	1.0
11|	14|	0.0666666666667
11|	12|11	0.125
10|5	9|	1.0
0|7	2|0	0.5
0|7	5|0	0.25
0|7	7|0	0.25
5|0	3|5	1.0
5|6	3|5.6	0.25
5|6	4|	0.142857142857
5|6	7|5.6	0.5
9|10.11	8|9	0.8
9|10.11	11|9	0.2
1|	0|1	0.428571428571
1|	10|1	1.0
1|	5|1	1.0
1|	8|1	1.0
1|	2|1	1.0
2|-5	3|	0.5
2|-5	7|2	0.5
3|5.10	12|3	1.0
3|4	2|3.4	0.5
7|6.5	9|7.6	0.5
7|6.5	2|7	0.5
0|1	-2|	0.428571428571
0|1	4|	0.142857142857
0|1	3|0	0.428571428571
7|6.9	10|7	0.5
7|6.9	4|7	0.5
7|8.0	8|7	0.5
7|8.0	10|7	0.5
8|7.8.10	-1|8	1.0
1|2	10|1	0.5
1|2	2|1	0.5
2|11	3|2.11	1.0
2|8	0|2.8	1.0
2|8	7|2	0.5
7|8.4	0|7	1.0
12|9	11|12.9	1.0
12|9	10|12	0.5
12|9	5|12	0.25
6|7.4	9|6	1.0
0|-1.7	-1|	1.0
0|4	2|0.4	1.0
8|7.5.3.5	3|8	1.0
3|2.3.4	7|3	0.333333333333
3|2.3.4	2|	0.333333333333
3|2.3.4	4|3	0.333333333333
9|7.10	6|9	1.0
4|10	3|4	1.0
10|	4|10	1.0
10|	12|10	0.333333333333
10|	7|10	0.5
10|	8|10	0.142857142857
10|	14|10	1.0
10|	11|10	1.0
10|	9|	0.486486486486
10|	5|10	0.5
3|8	8|3.8	1.0
7|6	2|7	0.0625
7|6	6|	0.1875
7|6	0|7	0.0625
7|6	9|7.6	0.666666666667
7|6	8|7.6	1.0
7|6	10|7	0.125
7|6	4|7	0.0625
7|6	5|	0.25
9|7.6	7|9.7	0.333333333333
9|7.6	2|	0.666666666667
7|9.7	-1|7	0.333333333333
7|9.7	14|	0.333333333333
7|9.7	9|7	0.333333333333
2|1	5|2	1.0
11|9	2|11	0.2
11|9	12|11	0.8
4|3	5|4	0.5
4|3	2|4	0.5
5|9	10|5	1.0
-2|3	5|-2	1.0
8|7.8.9	9|8	1.0
-2|5	10|-2	1.0
-3|	-2|-3	0.666666666667
-3|	0|-3	1.0
-3|	-5|-3	1.0
-3|	9|	0.166666666667
6|	2|6	1.0
6|	10|	0.0322580645161
6|	9|6	1.0
6|	7|6	0.125
6|	5|6	0.571428571429
6|	4|6	0.5
10|12	5|10	0.2
10|12	9|	0.3
10|12	8|10	0.5
7|8.10	8|7.8.10	1.0
7|8.10	9|7.8	0.166666666667
7|8.10	5|7.8.10	0.333333333333
7|8.10	129|	0.166666666667
4|7	5|4	0.75
4|7	6|4	0.25
7|3	5|7.3	1.0
7|3	0|7	0.25
7|3	2|7	0.25
7|3	8|7.3	1.0
8|10.8.7	7|8.10.8.7	1.0
8|3.8	12|	1.0
13|	12|13	0.2
13|	11|	0.166666666667
-1|5	7|-1	1.0
7|5.8	6|	0.333333333333
